mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
albums name The Wall. The Wall publication year 1979.,The Wall 1979,"Are you talking about The Wall, the 1979 album?",confirm,albums,1,2
albums name Joe Budden. Joe Budden contains Yes Yall.,Joe Budden Yes Yall,Are you talking about the album Joe Budden with the track Yes Yall?,confirm,albums,1,2
albums name My Darkest Days. My Darkest Days genres hard rock.,My Darkest Days Hard Rock,Are you talking about the hard rock album My Darkest Days?,confirm,albums,1,2
albums name The Future. The Future producer Teddy Riley.,The Future Teddy Riley,Are you mentioning Teddy Riley's album The Future?,confirm,albums,1,2
albums name Body Talk Pt. 2. Body Talk Pt. 2 performer Robyn.,Body Talk Pt. 2 Robyn,Are you talking about the album Body Talk Pt. 2 by Robyn?,confirm,albums,1,2
albums name Master of Puppets. Master of Puppets producer Metallica.,Master Of Puppets Metallica,Are you talking about the Metallica album Master of Puppets?,confirm,albums,1,2
albums name Now or Never. Now or Never contains Help Me.,Now Or Never Help Me,Are we talking about the album Now or Never with the track Help Me?,confirm,albums,1,2
albums name Rumours. Rumours publication year 1977.,Rumours 1977,Are you talking about the 1977 album Rumours?,confirm,albums,1,2
albums name Body Talk Pt. 2. Body Talk Pt. 2 record label Konichiwa Records.,Body Talk Pt. 2 Konichiwa Records,"Are you speaking of Body Talk Pt. 2, released on Konichiwa Records?",confirm,albums,1,2
albums name Rumours. Rumours genres soft rock.,Rumours Soft Rock,Are you talking about the soft rock album Rumours?,confirm,albums,1,2
albums name Lover. Lover record label Republic Records.,Lover Republic Records,Are you talking about the album Lover released by Republic Records?,confirm,albums,1,2
albums name 1989. 1989 genres synth-pop.,1989 Synth-Pop,Are you talking about the synth-pop album 1989?,confirm,albums,1,2
albums name Pet Sounds. Pet Sounds contains I Just Wasnt Made for These Times.,Pet Sounds I Just Wasnt Made For These Times,"Are you talking about Pet Sounds, the album with the track I Just Wasn't Made for These Times?",confirm,albums,1,2
albums name Top Gun – Original Motion Picture Soundtrack. Top Gun – Original Motion Picture Soundtrack publication year 1986.,Top Gun – Original Motion Picture Soundtrack 1986,Are you talking about the 1986 album Top Gun – Original Motion Picture Soundtrack?,confirm,albums,1,2
albums name Zeit. Zeit contains Dicke Titten.,Zeit Dicke Titten,"Are you mentioning the album Zeit, with the track Dicke Titten?",confirm,albums,1,2
albums name One Voice. One Voice performer Barry Manilow.,One Voice Barry Manilow,Are you talking about Barry Manilow's album One Voice?,confirm,albums,1,2
albums name One Voice. One Voice publication year 1979.,One Voice 1979,Are you speaking of the 1979 album One Voice?,confirm,albums,1,2
albums name Rubber Soul. Rubber Soul producer George Martin.,Rubber Soul George Martin,"Are you speaking of Rubber Soul, produced by George Martin?",confirm,albums,1,2
albums name Nevermind. Nevermind publication year 1991.,Nevermind 1991,Are you talking about the 1991 album Nevermind?,confirm,albums,1,2
albums name Shine. Shine genres pop rock.,Shine Pop Rock,Are you talking about the pop rock album Shine?,confirm,albums,1,2
albums name Led Zeppelin IV. Led Zeppelin IV performer Led Zeppelin.,Led Zeppelin Iv Led Zeppelin,Are you talking about Led Zeppelin's album Led Zeppelin IV?,confirm,albums,1,2
albums name Patsy Cline Showcase. Patsy Cline Showcase publication year 1961.,Patsy Cline Showcase 1961,"Are we talking about Patsy Cline Showcase, released in 1961?",confirm,albums,1,2
albums name Now or Never. Now or Never performer Nick Carter.,Now Or Never Nick Carter,Are you talking about the album Now or Never by Nick Carter?,confirm,albums,1,2
albums name Master of Puppets. Master of Puppets contains Inc.,Master Of Puppets Inc.,"Are you talking about Master of Puppets, which contains the track Inc.?",confirm,albums,1,2
albums name Nevermind. Nevermind record label Geffen Records.,Nevermind Geffen Records,"Are you talking about Nevermind, released on Geffen Records?",confirm,albums,1,2
albums name Gung Ho. Gung Ho contains Glitter in Their Eyes.,Gung Ho Glitter In Their Eyes,"Are you talking about the album Gung Ho, with the track Glitter in Their Eyes?",confirm,albums,1,2
albums name The Rise and Fall of Ziggy Stardust and the Spiders from Mars. The Rise and Fall of Ziggy Stardust and the Spiders from Mars publication year 1972.,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars 1972,"Are you speaking of the Rise and Fall of Ziggy Stardust and the Spiders from Mars, which was released in 1972?",confirm,albums,1,2
albums name I Never Learn. I Never Learn genres indie pop.,I Never Learn Indie Pop,Are you talking about the indie pop album I Never Learn?,confirm,albums,1,2
albums name Age to Age. Age to Age record label Myrrh Records.,Age To Age Myrrh Records,Are you referring to the Myrrh Records album Age to Age?,confirm,albums,1,2
albums name Rings Around the World. Rings Around the World publication year 2001.,Rings Around The World 2001,Are you talking about the 2001 album Rings Around the World?,confirm,albums,1,2
albums name Toby Keith. Toby Keith contains Wish I Didnt Know Now.,Toby Keith Wish I Didnt Know Now,Are you talking about Toby Keith's album with the track Wish I Didn't Know Now?,confirm,albums,1,2
albums name Missing...Presumed Having a Good Time. Missing...Presumed Having a Good Time record label Warner Bros. Records.,Missing...Presumed Having A Good Time Warner Bros. Records,"Are you talking about Missing...Presumed Having a Good Time, released on Warner Bros. Records?",confirm,albums,1,2
albums name Toby Keith. Toby Keith genres country music.,Toby Keith Country Music,Are you talking about a country music album by Toby Keith?,confirm,albums,1,2
albums name Guerrilla Warfare. Guerrilla Warfare publication year 1999.,Guerrilla Warfare 1999,Are you speaking of the 1999 album Guerrilla Warfare?,confirm,albums,1,2
albums name Animals. Animals contains Pigs (Three Different Ones).,Animals Pigs (Three Different Ones),Are you mentioning the album Animals with the track Pigs (Three Different Ones)?,confirm,albums,1,2
albums name Master of Puppets. Master of Puppets publication year 1986.,Master Of Puppets 1986,Are you talking about the 1986 album Master of Puppets?,confirm,albums,1,2
albums name Let Me in Your Life. Let Me in Your Life publication year 1974.,Let Me In Your Life 1974,Are you referring to the 1974 album Let Me in Your Life?,confirm,albums,1,2
albums name Red. Red genres pop music.,Red Pop Music,Are you talking about the pop music album Red?,confirm,albums,1,2
albums name Metallica. Metallica producer Bob Rock.,Metallica Bob Rock,Are you talking about Metallica produced by Bob Rock?,confirm,albums,1,2
albums name Reputation. Reputation performer Taylor Swift.,Reputation Taylor Swift,Are you talking about Taylor Swift's album Reputation?,confirm,albums,1,2
albums name You Baby. You Baby record label White Whale.,You Baby White Whale,"Are you talking about You Baby, the album released by White Whale?",confirm,albums,1,2
albums name Seventh Tree. Seventh Tree producer Flood.,Seventh Tree Flood,Are you talking about the album Seventh Tree produced by Flood?,confirm,albums,1,2
albums name Missing...Presumed Having a Good Time. Missing...Presumed Having a Good Time producer Mark Knopfler.,Missing...Presumed Having A Good Time Mark Knopfler,"Are you mentioning Missing...Presumed Having a Good Time, produced by Mark Knopfler?",confirm,albums,1,2
albums name My Beautiful Dark Twisted Fantasy. My Beautiful Dark Twisted Fantasy contains Runaway.,My Beautiful Dark Twisted Fantasy Runaway,"Are we discussing My Beautiful Dark Twisted Fantasy, which contains the track Runaway?",confirm,albums,1,2
albums name Revolver. Revolver contains Love You To.,Revolver Love You To,Are you talking about the album Revolver with the track Love You To?,confirm,albums,1,2
"albums name The Pick, the Sickle and the Shovel. The Pick, the Sickle and the Shovel publication year 1997.","The Pick, The Sickle And The Shovel 1997","Are you talking about The Pick, the Sickle and the Shovel, which was released in 1997?",confirm,albums,1,2
albums name Wish You Were Here. Wish You Were Here genres progressive rock.,Wish You Were Here Progressive Rock,Are you mentioning progressive rock album Wish You Were Here?,confirm,albums,1,2
albums name To Pimp a Butterfly. To Pimp a Butterfly producer Dr. Dre.,To Pimp A Butterfly Dr. Dre,"Are you mentioning To Pimp a Butterfly, produced by Dr. Dre?",confirm,albums,1,2
albums name 12 Bar Blues. 12 Bar Blues producer Daniel Lanois.,12 Bar Blues Daniel Lanois,Are you talking about the album 12 Bar Blues produced by Daniel Lanois?,confirm,albums,1,2
albums name Let It Be. Let It Be genres rock music.,Let It Be Rock Music,Are you mentioning the rock music album Let It Be?,confirm,albums,1,2
albums name You Baby. You Baby performer The Turtles.,You Baby The Turtles,Are you talking about the album You Baby by The Turtles?,confirm,albums,1,2
albums name Rubber Soul. Rubber Soul publication year 1965.,Rubber Soul 1965,Are you talking about the 1965 album Rubber Soul?,confirm,albums,1,2
albums name Folklore. Folklore record label Republic Records.,Folklore Republic Records,Are you talking about the album Folklore released on Republic Records?,confirm,albums,1,2
albums name Age to Age. Age to Age publication year 1982.,Age To Age 1982,Are you talking about the 1982 album Age to Age?,confirm,albums,1,2
albums name OK Computer. OK Computer genres experimental rock.,Ok Computer Experimental Rock,Are you talking about the experimental rock album OK Computer?,confirm,albums,1,2
albums name Wish You Were Here. Wish You Were Here producer David Gilmour.,Wish You Were Here David Gilmour,"Are you talking about Wish You Were Here, the album produced by David Gilmour?",confirm,albums,1,2
albums name Metallica. Metallica record label Universal Music Group.,Metallica Universal Music Group,"Are you referring to Metallica, which is released on Universal Music Group?",confirm,albums,1,2
albums name Evermore. Evermore publication year 2020. Evermore contains Coney Island.,Evermore 2020 Coney Island,"Are you talking about Evermore, the 2020 album with the track Coney Island?",confirm,albums,1,3
albums name Rumours. Rumours producer Fleetwood Mac. Rumours publication year 1977.,Rumours Fleetwood Mac 1977,Are you talking about the 1977 Fleetwood Mac album Rumours?,confirm,albums,1,3
albums name Midnights. Midnights performer Taylor Swift. Midnights genres electropop.,Midnights Taylor Swift Electropop,Are you referring to Taylor Swift's electropop track Midnights?,confirm,albums,1,3
albums name Shine. Shine genres pop rock. Shine performer Cyndi Lauper.,Shine Pop Rock Cyndi Lauper,Are you talking about Cyndi Lauper's pop rock album Shine?,confirm,albums,1,3
"albums name The Pick, the Sickle and the Shovel. The Pick, the Sickle and the Shovel record label V2 Records. The Pick, the Sickle and the Shovel genres horrorcore.","The Pick, The Sickle And The Shovel V2 Records Horrorcore","Are you talking about The Pick, the Sickle and the Shovel, the horrorcore album released by V2 Records?",confirm,albums,1,3
albums name Dethalbum III. Dethalbum III contains I Ejaculate Fire. Dethalbum III producer Ulrich Wild.,Dethalbum Iii I Ejaculate Fire Ulrich Wild,"Are you talking about Dethalbum III, produced by Ulrich Wild and containing the track I Ejaculate Fire?",confirm,albums,1,3
albums name Damn. Damn producer Dr. Dre. Damn contains Blood.,Damn Dr. Dre Blood,"Are we discussing Damn, Dr. Dre's album with the track Blood?",confirm,albums,1,3
albums name Trouble. Trouble record label RCA Records. Trouble performer Ray LaMontagne.,Trouble Rca Records Ray Lamontagne,"Are you referring to the Ray LaMontagne's album Trouble, released by RCA Records?",confirm,albums,1,3
albums name Now or Never. Now or Never producer Matthew Gerrard. Now or Never publication year 2002.,Now Or Never Matthew Gerrard 2002,"Are you talking about the 2002 album Now or Never, produced by Matthew Gerrard?",confirm,albums,1,3
albums name Abbey Road. Abbey Road performer The Beatles. Abbey Road genres rock music.,Abbey Road The Beatles Rock Music,"Are we discussing The Beatles' Abbey Road, the rock music album?",confirm,albums,1,3
albums name Animals. Animals record label EMI Records. Animals contains Pigs on the Wing 2.,Animals Emi Records Pigs On The Wing 2,"Are you talking about Animals, the album released by EMI Records with the track Pigs on the Wing 2?",confirm,albums,1,3
albums name I Never Learn. I Never Learn producer Greg Kurstin. I Never Learn record label Atlantic Records.,I Never Learn Greg Kurstin Atlantic Records,"Are you referring to the Atlantic Records album I Never Learn, produced by Greg Kurstin?",confirm,albums,1,3
albums name Rumours. Rumours record label Big Brother. Rumours performer Fleetwood Mac.,Rumours Big Brother Fleetwood Mac,"Are you talking about the Fleetwood Mac's album Rumours, released by Big Brother?",confirm,albums,1,3
albums name My Darkest Days. My Darkest Days genres hard rock. My Darkest Days producer Joey Moi.,My Darkest Days Hard Rock Joey Moi,"Are you talking about My Darkest Days, the hard rock album produced by Joey Moi?",confirm,albums,1,3
albums name 1989. 1989 genres synth-pop. 1989 publication year 2021.,1989 Synth-Pop 2021,Are you talking about the 2021 synth-pop album 1989?,confirm,albums,1,3
albums name Wish You Were Here. Wish You Were Here publication year 1975. Wish You Were Here producer David Gilmour.,Wish You Were Here 1975 David Gilmour,"Are you talking about the 1975 album Wish You Were Here, produced by David Gilmour?",confirm,albums,1,3
albums name Pet Sounds. Pet Sounds producer Brian Wilson. Pet Sounds contains Pet Sounds.,Pet Sounds Brian Wilson Pet Sounds,Are you talking about Brian Wilson's Pet Sounds album with the track Pet Sounds?,confirm,albums,1,3
albums name Life in 1472. Life in 1472 producer Jermaine Dupri. Life in 1472 performer Jermaine Dupri.,Life In 1472 Jermaine Dupri Jermaine Dupri,Are we discussing Jermaine Dupri's Life in 1472 album produced by Jermaine Dupri?,confirm,albums,1,3
albums name The Anvil. The Anvil genres synth-pop. The Anvil record label Polydor Records.,The Anvil Synth-Pop Polydor Records,"Are you talking about the synth-pop album The Anvil, released by Polydor Records?",confirm,albums,1,3
albums name Rubber Soul. Rubber Soul genres pop music. Rubber Soul producer George Martin.,Rubber Soul Pop Music George Martin,"Are you talking about Rubber Soul, the pop music album produced by George Martin?",confirm,albums,1,3
albums name 1989. 1989 producer Max Martin. 1989 performer Taylor Swift.,1989 Max Martin Taylor Swift,Are we discussing Taylor Swift's 1989 album produced by Max Martin?,confirm,albums,1,3
albums name Folklore. Folklore genres indie folk. Folklore publication year 2020.,Folklore Indie Folk 2020,Are you talking about the 2020 indie folk album Folklore?,confirm,albums,1,3
albums name Let Me in Your Life. Let Me in Your Life record label Atlantic Records. Let Me in Your Life producer Jerry Wexler.,Let Me In Your Life Atlantic Records Jerry Wexler,"Are you referring to the Atlantic Records album Let Me in Your Life, produced by Jerry Wexler?",confirm,albums,1,3
albums name Zeit. Zeit contains Adieu. Zeit performer Rammstein.,Zeit Adieu Rammstein,"Are we discussing Rammstein's album Zeit, with the track Adieu?",confirm,albums,1,3
albums name I Never Learn. I Never Learn contains No Rest for the Wicked. I Never Learn genres indie pop.,I Never Learn No Rest For The Wicked Indie Pop,Are you mentioning the indie pop album I Never Learn with the track No Rest for the Wicked?,confirm,albums,1,3
albums name Rings Around the World. Rings Around the World publication year 2001. Rings Around the World producer Super Furry Animals.,Rings Around The World 2001 Super Furry Animals,"Are we talking about Rings Around the World, the 2001 Super Furry Animals album?",confirm,albums,1,3
albums name Joe Budden. Joe Budden genres hip hop music. Joe Budden contains Yes Yall).,Joe Budden Hip Hop Music Yes Yall),"Are you talking about Joe Budden, the hip hop album featuring the song Yes Yall?",confirm,albums,1,3
albums name To Pimp a Butterfly. To Pimp a Butterfly publication year 2015. To Pimp a Butterfly performer Kendrick Lamar.,To Pimp A Butterfly 2015 Kendrick Lamar,Are you talking about Kendrick Lamar's 2015 album To Pimp a Butterfly?,confirm,albums,1,3
albums name The Anvil. The Anvil performer Visage. The Anvil publication year 1982.,The Anvil Visage 1982,Are you talking about Visage's 1982 album The Anvil?,confirm,albums,1,3
albums name Metallica. Metallica contains Wherever I May Roam. Metallica record label Universal Music Group.,Metallica Wherever I May Roam Universal Music Group,"Are you talking about Metallica, the album released by Universal Music Group with the track Wherever I May Roam?",confirm,albums,1,3
albums name The Anvil. The Anvil producer Midge Ure. The Anvil genres synth-pop.,The Anvil Midge Ure Synth-Pop,"Are you talking about The Anvil, Midge Ure's synth-pop album?",confirm,albums,1,3
albums name OK Computer. OK Computer producer Nigel Godrich. OK Computer publication year 1997.,Ok Computer Nigel Godrich 1997,"Are you talking about OK Computer, the 1997 album produced by Nigel Godrich?",confirm,albums,1,3
albums name Missing...Presumed Having a Good Time. Missing...Presumed Having a Good Time genres blues. Missing...Presumed Having a Good Time performer Mark Knopfler.,Missing...Presumed Having A Good Time Blues Mark Knopfler,Are you speaking about the blues album Missing...Presumed Having a Good Time by Mark Knopfler?,confirm,albums,1,3
albums name Top Gun – Original Motion Picture Soundtrack. Top Gun – Original Motion Picture Soundtrack genres rock music. Top Gun – Original Motion Picture Soundtrack producer Giorgio Moroder.,Top Gun – Original Motion Picture Soundtrack Rock Music Giorgio Moroder,Are you talking about the rock music album Top Gun – Original Motion Picture Soundtrack produced by Giorgio Moroder?,confirm,albums,1,3
albums name 12 Bar Blues. 12 Bar Blues genres alternative rock. 12 Bar Blues record label Atlantic Records.,12 Bar Blues Alternative Rock Atlantic Records,Are you talking about the alternative rock album 12 Bar Blues released on Atlantic Records?,confirm,albums,1,3
albums name OK Computer. OK Computer record label Parlophone. OK Computer performer Radiohead.,Ok Computer Parlophone Radiohead,Are you talking about Radiohead's OK Computer album released by Parlophone?,confirm,albums,1,3
albums name The Wall. The Wall producer Bob Ezrin. The Wall record label Columbia Records.,The Wall Bob Ezrin Columbia Records,"Are you talking about The Wall, the album produced by Bob Ezrin and released by Columbia Records?",confirm,albums,1,3
albums name Midnights. Midnights contains Snow on the Beach. Midnights genres electropop.,Midnights Snow On The Beach Electropop,"Are you talking about Midnights, the electropop album with the song Snow on the Beach?",confirm,albums,1,3
albums name I Never Learn. I Never Learn producer Greg Kurstin. I Never Learn contains No Rest for the Wicked.,I Never Learn Greg Kurstin No Rest For The Wicked,"Are you talking about I Never Learn, the album produced by Greg Kurstin with the track No Rest for the Wicked?",confirm,albums,1,3
albums name Midnights. Midnights producer Taylor Swift. Midnights record label Republic Records.,Midnights Taylor Swift Republic Records,"Are you talking about Taylor Swift's album Midnights, released on Republic Records?",confirm,albums,1,3
albums name The Beatles. The Beatles publication year 1968. The Beatles performer The Beatles.,The Beatles 1968 The Beatles,"Are you speaking of The Beatles, the 1968 album by The Beatles?",confirm,albums,1,3
albums name The Rise and Fall of Ziggy Stardust and the Spiders from Mars. The Rise and Fall of Ziggy Stardust and the Spiders from Mars genres glam rock. The Rise and Fall of Ziggy Stardust and the Spiders from Mars publication year 1972.,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars Glam Rock 1972,Are you talking about the 1972 glam rock album The Rise and Fall of Ziggy Stardust and the Spiders from Mars?,confirm,albums,1,3
albums name Now or Never. Now or Never contains Help Me. Now or Never genres pop rock.,Now Or Never Help Me Pop Rock,"Are you talking about the pop rock album Now or Never, containing the track Help Me?",confirm,albums,1,3
albums name The Rise and Fall of Ziggy Stardust and the Spiders from Mars. The Rise and Fall of Ziggy Stardust and the Spiders from Mars contains Star. The Rise and Fall of Ziggy Stardust and the Spiders from Mars genres rock music.,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars Star Rock Music,"Are you talking about The Rise and Fall of Ziggy Stardust and the Spiders from Mars, the rock music album containing the track Star?",confirm,albums,1,3
albums name My Beautiful Dark Twisted Fantasy. My Beautiful Dark Twisted Fantasy record label Def Jam Recordings. My Beautiful Dark Twisted Fantasy contains Blame Game.,My Beautiful Dark Twisted Fantasy Def Jam Recordings Blame Game,"Are you talking about My Beautiful Dark Twisted Fantasy, released on Def Jam Recordings and featuring the track Blame Game?",confirm,albums,1,3
albums name Let Me in Your Life. Let Me in Your Life performer Aretha Frank. Let Me in Your Life record label Atlantic Records.,Let Me In Your Life Aretha Frank Atlantic Records,Are you talking about Aretha Frank's Let Me in Your Life album released by Atlantic Records?,confirm,albums,1,3
albums name Postcards from Paradise. Postcards from Paradise publication year 2015. Postcards from Paradise performer Ringo Starr.,Postcards From Paradise 2015 Ringo Starr,Are you talking about Ringo Starr's 2015 album Postcards from Paradise?,confirm,albums,1,3
albums name Metallica. Metallica record label Universal Music Group. Metallica contains The Unforgiven.,Metallica Universal Music Group The Unforgiven,"Are you speaking of Metallica, the album released by Universal Music Group with the track The Unforgiven?",confirm,albums,1,3
albums name Zeit. Zeit producer Rammstein. Zeit contains Adieu.,Zeit Rammstein Adieu,"Are you mentioning the Rammstein album Zeit, with the track Adieu?",confirm,albums,1,3
albums name Red. Red contains The Last Time. Red genres pop music.,Red The Last Time Pop Music,Are you mentioning the pop music album Red with the track The Last Time?,confirm,albums,1,3
albums name Let Me in Your Life. Let Me in Your Life producer Jerry Wexler. Let Me in Your Life contains Until You Come Back to Me.,Let Me In Your Life Jerry Wexler Until You Come Back To Me,"Are we talking about Let Me in Your Life, produced by Jerry Wexler with the song Until You Come Back to Me?",confirm,albums,1,3
albums name Reputation. Reputation contains Look What You Made Me Do. Reputation performer Taylor Swift.,Reputation Look What You Made Me Do Taylor Swift,Are we discussing Taylor Swift's Reputation album with the track Look What You Made Me Do?,confirm,albums,1,3
albums name You Baby. You Baby genres folk rock. You Baby performer The Turtles.,You Baby Folk Rock The Turtles,Are you talking about The Turtles' folk rock album You Baby?,confirm,albums,1,3
albums name Missing...Presumed Having a Good Time. Missing...Presumed Having a Good Time producer Mark Knopfler. Missing...Presumed Having a Good Time performer Mark Knopfler.,Missing...Presumed Having A Good Time Mark Knopfler Mark Knopfler,"Are you speaking about Mark Knopfler's Missing...Presumed Having a Good Time album, produced by Mark Knopfler?",confirm,albums,1,3
