mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"inform(name[Apple Shampoo], genre[pop punk], performer[Blink-182], record label[MCA Records], part of[Dude Ranch], producer[Mark Trombino], name[Lili], genre[pop punk])",Apple Shampoo genre pop punk. Lili genre pop punk. Apple Shampoo performer Blink-182. Apple Shampoo publication date 1997. Apple Shampoo record label MCA Records. Apple Shampoo part of Dude Ranch. Apple Shampoo producer Mark Trombino.,Apple Shampoo Lili pop punk Blink-182 1997 MCA Records Dude Ranch Mark Trombino," Apple Shampoo, a 1997 pop punk song by Blink-182, was released on MCA Records as part of the album Dude Ranch, produced by Mark Trombino. Lili is another notable pop punk artist.",inform,songs,2,7
"inform(name[Que Calor], performer[Major Lazer], genre[Latin music], performer[El Alfa], part of[Music Is the Weapon], producer[Diplo], name[Major Lazer], genre[moombahton])",Que Calor performer Major Lazer. Major Lazer genre moombahton. Que Calor genre Latin music. Que Calor performer El Alfa. Que Calor part of Music Is the Weapon. Que Calor producer Diplo.,Que Calor Major Lazer moombahton Latin music El Alfa Music Is the Weapon Diplo," Que Calor is a Latin music moombahton song by Major Lazer featuring El Alfa, produced by Diplo and part of the album Music Is the Weapon.",inform,songs,2,6
"inform(name[As It Was], genre[synth-pop], part of[Harry's House], record label[Columbia Records], name[EXO], genre[synth-pop], name[Brandi Carlile], record label[Columbia Records], name[Billy Corgan], genre[synth-pop])",As It Was genre synth-pop. EXO genre synth-pop. As It Was part of Harry's House. As It Was publication date 2022. As It Was record label Columbia Records. Brandi Carlile record label Columbia Records. Billy Corgan genre synth-pop.,As It Was EXO synth-pop Harry's House 2022 Brandi Carlile Columbia Records Billy Corgan," As It Was is a synth-pop song from 2022 by EXO, released on Columbia Records as part of Harry's House. Brandi Carlile and Billy Corgan are two other notable synth-pop acts released by Columbia Records.",inform,songs,2,7
"inform(name[I Still...], genre[pop music], record label[Jive Records], genre[pop rock], performer[Backstreet Boys], producer[Max Martin], name[Rambo Amadeus], genre[pop music])",I Still... genre pop music. Rambo Amadeus genre pop music. I Still... record label Jive Records. I Still... genre pop rock. I Still... performer Backstreet Boys. I Still... producer Max Martin.,I Still... Rambo Amadeus pop music Jive Records pop rock Backstreet Boys Max Martin," I Still... by Backstreet Boys is a pop rock song produced by Max Martin, released by Jive Records. Rambo Amadeus is another pop music artist.",inform,songs,2,6
"verify_attribute(name[Blinding Lights], rating[good], record label[Republic Records])",Blinding Lights rating good. Blinding Lights record label Republic Records.,Blinding Lights good Republic Records,"
You said that Blinding Lights is good. Do you usually enjoy music from Republic Records?",verify_attribute,songs,2,2
"inform(name[About Damn Time], genre[disco], record label[Nice Life Recording Company], performer[Lizzo], genre[funk], name[Shame, Shame, Shame], genre[disco], name[Y.M.C.A.], genre[disco], name[Sparks], genre[disco])","About Damn Time genre disco. Shame, Shame, Shame genre disco. About Damn Time record label Nice Life Recording Company. About Damn Time performer Lizzo. About Damn Time genre funk. Y.M.C.A. genre disco. Sparks genre disco. ","About Damn Time Shame, Shame, Shame disco Nice Life Recording Company Lizzo funk Y.M.C.A. Sparks"," About Damn Time by Lizzo is a funk and disco song released by Nice Life Recording Company, similar to Shame, Shame, Shame and Y.M.C.A. by Sparks.",inform,songs,2,7
"verify_attribute(name[For a Friend], rating[excellent], genre[pop music])",For a Friend rating excellent. For a Friend genre pop music.,For a Friend excellent pop music,You love For a Friend. Do you think other pop music is usually excellent too?,verify_attribute,songs,2,2
"inform(name[As It Was], genre[synth-pop], part of[Harry's House], name[Adam Lambert], genre[synth-pop], name[Billy Corgan], genre[synth-pop])",As It Was genre synth-pop. Adam Lambert genre synth-pop. As It Was part of Harry's House. Billy Corgan genre synth-pop.,As It Was Adam Lambert synth-pop Harry's House Billy Corgan," As It Was is a synth-pop song, part of Harry's House, by Adam Lambert. Billy Corgan is another notable synth-pop artist.",inform,songs,2,4
"inform(name[Matador], genre[candombe], producer[K], record label[Sony Music], name[Eduardo Mateo], genre[candombe], name[Eli Mattson], record label[Sony Music])",Matador genre candombe. Eduardo Mateo genre candombe. Matador producer K. C. Porter. Matador record label Sony Music. Eli Mattson record label Sony Music.,Matador Eduardo Mateo candombe K. C. Porter Eli Mattson Sony Music," Matador is a candombe song produced by K. C. Porter and released by Sony Music, the same label of Eduardo Mateo and Eli Mattson.",inform,songs,2,5
"suggest(name[Que Calor], producer[Diplo], name[Diplo], genre[pop music])",Que Calor producer Diplo. Diplo genre pop music.,Que Calor Diplo pop music," Do you like pop music, like Que Calor by Diplo?",suggest,songs,2,2
"inform(name[Evolution], genre[nu metal], record label[EMI], part of[Untitled Korn album], name[Coal Chamber], genre[nu metal])",Evolution genre nu metal. Coal Chamber genre nu metal. Evolution record label EMI. Evolution part of Untitled Korn album.,Evolution Coal Chamber nu metal EMI Untitled Korn album,Evolution by nu metal band Coal Chamber is part of the Untitled Korn album released by EMI.,inform,songs,2,4
"inform(name[Matador], genre[candombe], producer[K], part of[Vasos vacíos], performer[Los Fabulosos Cadillacs], record label[Sony Music], name[Verde paisaje del Infierno], genre[candombe], name[Disraeli Gears], record label[Sony Music])",Matador genre candombe. Verde paisaje del Infierno genre candombe. Matador producer K. C. Porter. Matador part of Vasos vacíos. Matador performer Los Fabulosos Cadillacs. Matador record label Sony Music. Disraeli Gears record label Sony Music.,Matador Verde paisaje del Infierno candombe K. C. Porter Vasos vacíos Los Fabulosos Cadillacs Disraeli Gears Sony Music," Matador is a candombe song produced by K. C. Porter, part of Los Fabulosos Cadillacs' Vasos vacíos, and released by Sony Music. Another Sony Music release is Verde paisaje del Infierno.",inform,songs,2,7
"inform(name[Somebody That I Used to Know], performer[Gotye], name[Gotye], genre[indie rock], name[Making Mirrors], performer[Gotye])",Somebody That I Used to Know performer Gotye. Gotye genre indie rock. Somebody That I Used to Know publication date 2011. Making Mirrors performer Gotye.,Somebody That I Used to Know Gotye indie rock 2011 Making Mirrors,Gotye is an indie rock artist who released Somebody That I Used to Know in 2011 and Making Mirrors.,inform,songs,2,4
"give_opinion(name[We Are the World], rating[good], part of[We Are the World], record label[Columbia Records])",We Are the World rating good. We Are the World part of We Are the World. We Are the World record label Columbia Records.,We Are the World good Columbia Records,We Are the World is a good song that was released on the We Are the World album by Columbia Records.,give_opinion,songs,2,3
"inform(name[Black Barbies], genre[hip hop music], name[5 O'Clock], genre[hip hop music])",Black Barbies genre hip hop music. 5 O'Clock genre hip hop music.,Black Barbies 5 O'Clock hip hop music,Black Barbies and 5 O'Clock are two hip hop songs.,inform,songs,2,2
"inform(name[Habibi (I Need Your Love)], genre[reggaeton], name[Wendy Sulca], genre[reggaeton], name[Rebels], genre[reggaeton])",Habibi (I Need Your Love) genre reggaeton. Wendy Sulca genre reggaeton. Rebels genre reggaeton.,Habibi (I Need Your Love) Wendy Sulca reggaeton Rebels,Habibi (I Need Your Love) is a reggaeton song by Wendy Sulca and Rebels.,inform,songs,2,3
"inform(name[Seven Nation Army], genre[alternative rock], performer[The White Stripes], name[Frank Zappa], genre[alternative rock], name[Adolar], genre[alternative rock])",Seven Nation Army genre alternative rock. Frank Zappa genre alternative rock. Seven Nation Army publication date 2003. Seven Nation Army performer The White Stripes. Adolar genre alternative rock.,Seven Nation Army Frank Zappa alternative rock 2003 The White Stripes Adolar," Seven Nation Army by The White Stripes is an alternative rock song released in 2003, along with other notable alternative rock artists such as Frank Zappa and Adolar.",inform,songs,2,5
"inform(name[Evolution], genre[nu metal], part of[Untitled Korn album], record label[Virgin Records], name[Disturbed], genre[nu metal])",Evolution genre nu metal. Disturbed genre nu metal. Evolution part of Untitled Korn album. Evolution record label Virgin Records.,Evolution Disturbed nu metal Untitled Korn album Virgin Records," Evolution is a nu metal song by Disturbed, featured on their Untitled Korn album published by Virgin Records.",inform,songs,2,4
"inform(name[Careless Whisper], genre[pop music], part of[Make It Big], performer[George Michael], name[Nataly Dawn], genre[pop music])",Careless Whisper genre pop music. Nataly Dawn genre pop music. Careless Whisper part of Make It Big. Careless Whisper performer George Michael.,Careless Whisper Nataly Dawn pop music Make It Big George Michael," Careless Whisper is a pop song by George Michael, off of Make It Big. Nataly Dawn is another artist in the pop music genre.",inform,songs,2,4
"inform(name[As It Was], performer[Harry Styles], genre[synth-pop], record label[Columbia Records], part of[Harry's House], name[Harry Styles], genre[traditional folk music], genre[rock music], record label[Syco Music])",As It Was performer Harry Styles. Harry Styles genre traditional folk music. As It Was genre synth-pop. As It Was record label Columbia Records. As It Was part of Harry's House. Harry Styles genre rock music. Harry Styles record label Syco Music.,As It Was Harry Styles traditional folk music synth-pop Columbia Records Harry's House rock music Syco Music," Harry Styles' As It Was is a synth-pop single from his album Harry's House, released by Columbia Records. His music style ranges from traditional folk music to rock music, released by Syco Music.",inform,songs,2,7
"verify_attribute(name[Stereotypes], rating[excellent], record label[EMI], performer[Blur])",Stereotypes rating excellent. Stereotypes record label EMI. Stereotypes performer Blur.,Stereotypes excellent EMI Blur,"
You love Stereotypes by Blur from EMI. Do you think Blur's music from EMI is always great?",verify_attribute,songs,2,3
"suggest(name[Over It], performer[Katharine McPhee], name[Let Me Be Your Star], performer[Katharine McPhee])",Over It performer Katharine McPhee. Let Me Be Your Star performer Katharine McPhee.,Over It Let Me Be Your Star Katharine McPhee," Are you familiar with Katharine McPhee's music, like Over It and Let Me Be Your Star?",suggest,songs,2,2
"inform(name[Stereotypes], producer[Stephen Street], performer[Blur], record label[EMI], name[Stephen Street], genre[pop music], name[Blur], record label[EMI])",Stereotypes producer Stephen Street. Stephen Street genre pop music. Stereotypes publication date 1996. Stereotypes performer Blur. Stereotypes record label EMI. Blur record label EMI.,Stereotypes Stephen Street pop music 1996 Blur EMI,Blur's 1996 pop song Stereotypes was produced by Stephen Street and published by EMI.,inform,songs,2,6
"inform(name[All or Nothing], genre[pop music], part of[All or Nothing], producer[Frank Farian], name[Lieutenant Pigeon], genre[pop music])",All or Nothing genre pop music. Lieutenant Pigeon genre pop music. All or Nothing part of All or Nothing. Girl You Know It's True tracklist All or Nothing. All or Nothing publication date 1990. All or Nothing producer Frank Farian.,All or Nothing Lieutenant Pigeon pop music Girl You Know It's True 1990 Frank Farian," All or Nothing, a 1990 pop song produced by Frank Farian, is part of the album All or Nothing and is featured in the tracklist of Girl You Know It's True by Lieutenant Pigeon.",inform,songs,2,6
"inform(name[Afterlife], genre[indie rock], part of[Reflektor], name[Cage the Elephant], genre[indie rock])",Afterlife genre indie rock. Cage the Elephant genre indie rock. Afterlife part of Reflektor. Reflektor tracklist Afterlife.,Afterlife Cage the Elephant indie rock Reflektor," Afterlife is an indie rock track by Cage the Elephant, included in the album Reflektor.",inform,songs,2,4
"suggest(name[Littlest Things], part of[Alright, Still])","Littlest Things part of Alright, Still. Alright, Still publication date 2006. ","Littlest Things Alright, Still 2006"," Do you like songs from 2006, like Littlest Things from Alright, Still?",suggest,songs,2,2
"inform(name[Brightside], genre[indie rock], performer[The Killers], part of[Hot Fuss], name[Impossible Princess], genre[indie rock])",Mr. Brightside genre indie rock. Impossible Princess genre indie rock. Mr. Brightside publication date 2003. Mr. Brightside performer The Killers. Mr. Brightside part of Hot Fuss.,Mr. Brightside Impossible Princess indie rock 2003 The Killers Hot Fuss," Mr. Brightside is an indie rock song by The Killers, from their 2003 album Hot Fuss. Impossible Princess is another example of indie rock.",inform,songs,2,5
"give_opinion(name[Take My Breath Away], rating[good], genre[synth-pop], name[EXO], genre[synth-pop])",Take My Breath Away rating good. Take My Breath Away genre synth-pop. EXO genre synth-pop.,Take My Breath Away good synth-pop EXO,Take My Breath Away by EXO is a good synth-pop song that I really like.,give_opinion,songs,2,3
"inform(name[Bitter Sweet Symphony], genre[alternative rock], part of[Urban Hymns], producer[Youth], performer[The Verve], name[John Lydon], genre[alternative rock])",Bitter Sweet Symphony genre alternative rock. John Lydon genre alternative rock. Bitter Sweet Symphony part of Urban Hymns. Bitter Sweet Symphony publication date 1997. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony performer The Verve.,Bitter Sweet Symphony John Lydon alternative rock Urban Hymns 1997 Youth The Verve," The Verve released Bitter Sweet Symphony, an alternative rock song produced by Youth and featured on the 1997 album Urban Hymns. John Lydon is also an alternative rock artist.",inform,songs,2,6
"verify_attribute(name[Space Oddity], rating[excellent], producer[Gus Dudgeon])",Space Oddity rating excellent. Space Oddity producer Gus Dudgeon.,Space Oddity excellent Gus Dudgeon,"
You love Space Oddity. Do you think other productions by Gus Dudgeon are also excellent?",verify_attribute,songs,2,2
"inform(name[Viva la Vida], genre[baroque pop], producer[Jon Hopkins], performer[Coldplay], name[Lionheart], genre[baroque pop], name[Parachutes], performer[Coldplay])",Viva la Vida genre baroque pop. Lionheart genre baroque pop. Viva la Vida producer Jon Hopkins. Viva la Vida publication date 2008. Viva la Vida performer Coldplay. Parachutes performer Coldplay.,Viva la Vida Lionheart baroque pop Jon Hopkins 2008 Parachutes Coldplay," Viva la Vida and Lionheart are baroque pop songs released in 2008 and 2000 respectively by Coldplay, produced by Jon Hopkins.",inform,songs,2,6
"inform(name[Mad Love], genre[electropop], part of[Mabel singles discography], producer[Steve Mac], name[Martin Rolinski], genre[electropop], name[All the Things She Said], genre[electropop])",Mad Love genre electropop. Martin Rolinski genre electropop. Mad Love part of Mabel singles discography. Mad Love producer Steve Mac. Mad Love publication date 2019. All the Things She Said genre electropop.,Mad Love Martin Rolinski electropop Mabel singles discography Steve Mac 2019 All the Things She Said," Mad Love is an electropop single from 2019, produced by Steve Mac and part of Mabel singles discography. Martin Rolinski is another electropop artist, with the notable single All the Things She Said.",inform,songs,2,6
"inform(name[Macarena], record label[RCA Records, Inc.], producer[Los del Río], name[RCA Records, Inc.], genre[rock music], genre[jazz], genre[rhythm and blues])","Macarena record label RCA Records, Inc.. RCA Records, Inc. genre rock music. Macarena publication date 1993. Macarena producer Los del Río. RCA Records, Inc. genre jazz. RCA Records, Inc. genre rhythm and blues. ","Macarena RCA Records, Inc. rock music 1993 Los del Río jazz rhythm and blues"," Macarena is a 1993 rock music by Los del Río, released by RCA Records, Inc., which also produces jazz and rhythm and blues.",inform,songs,2,6
"request_explanation(name[hip hop music], rating[excellent], name[5 O'Clock], genre[hip hop music])",hip hop music rating excellent. 5 O'Clock genre hip hop music.,hip hop music 5 O'Clock excellent,What makes the hip hop music from 5 O'Clock so excellent?,request_explanation,songs,2,2
"inform(name[Habibi (I Need Your Love)], genre[reggaeton. reggaeton part of music of Latin America])",Habibi (I Need Your Love) genre reggaeton. reggaeton part of music of Latin America.,Habibi (I Need Your Love) reggaeton music of Latin America," Habibi (I Need Your Love) is a reggaeton song, part of the music of Latin America.",inform,songs,2,2
"inform(name[Somebody That I Used to Know], performer[Gotye], genre[indie pop], performer[Kimbra], name[Gotye], genre[rock music], genre[alternative rock], name[Save Me], performer[Gotye])",Somebody That I Used to Know performer Gotye. Gotye genre rock music. Somebody That I Used to Know genre indie pop. Somebody That I Used to Know performer Kimbra. Save Me performer Gotye. Gotye genre alternative rock.,Somebody That I Used to Know Gotye rock music indie pop Kimbra Save Me alternative rock," Gotye is a rock music and alternative rock artist. He collaborated with Kimbra for the indie pop song Somebody That I Used to Know, and released the alternative rock song Save Me.",inform,songs,2,6
"inform(name[Bitter Sweet Symphony], performer[The Verve], part of[Urban Hymns], genre[alternative rock], name[The Verve], genre[space rock])",Bitter Sweet Symphony performer The Verve. The Verve genre space rock. Bitter Sweet Symphony part of Urban Hymns. Bitter Sweet Symphony genre alternative rock.,Bitter Sweet Symphony The Verve space rock Urban Hymns alternative rock," The Verve's Bitter Sweet Symphony is an alternative rock song, part of the space rock album Urban Hymns.",inform,songs,2,4
"inform(name[Viva la Vida], genre[baroque pop], producer[Brian Eno], producer[Markus Dravs], part of[Viva la Vida or Death and All His Friends], name[Lionheart], genre[baroque pop])",Viva la Vida genre baroque pop. Lionheart genre baroque pop. Viva la Vida producer Brian Eno. Viva la Vida producer Markus Dravs. Viva la Vida part of Viva la Vida or Death and All His Friends.,Viva la Vida Lionheart baroque pop Brian Eno Markus Dravs Viva la Vida or Death and All His Friends," Viva la Vida and Lionheart are baroque pop songs produced by Brian Eno and Markus Dravs, featured on the album Viva la Vida or Death and All His Friends.",inform,songs,2,5
"inform(name[Y.M.C.A.], genre[disco], part of[Cruisin'], name[Shame, Shame, Shame], genre[disco])","Y.M.C.A. genre disco. Shame, Shame, Shame genre disco. Y.M.C.A. part of Cruisin'. Y.M.C.A. publication date 1978. ","Y.M.C.A. Shame, Shame, Shame disco Cruisin' 1978"," Y.M.C.A. is a 1978 disco song, part of the album Cruisin', alongside Shame, Shame, Shame.",inform,songs,2,4
"inform(name[Apple Shampoo], genre[pop punk], name[Etwas], genre[pop punk])",Apple Shampoo genre pop punk. Etwas genre pop punk.,Apple Shampoo Etwas pop punk," Apple Shampoo is a pop punk song, as well as Etwas.",inform,songs,2,2
"give_opinion(name[Marilyn Monroe], rating[excellent])",Marilyn Monroe rating excellent. Marilyn Monroe publication date 2014.,Marilyn Monroe excellent 2014,Marilyn Monroe by 2014 is an excellent track. I'm glad I got to listen to it!,give_opinion,songs,2,2
"verify_attribute(name[Viva la Vida], rating[excellent], record label[Parlophone])",Viva la Vida rating excellent. Viva la Vida record label Parlophone.,Viva la Vida excellent Parlophone,"
You love Viva la Vida. Do you think all the songs released by Parlophone are as great?",verify_attribute,songs,2,2
"inform(name[Macarena], record label[RCA Records, Inc.], genre[Eurodance], genre[music of Latin America], part of[A mí me gusta], name[RCA Records, Inc.], genre[jazz], name[Bing Crosby], record label[RCA Records, Inc])","Macarena record label RCA Records, Inc.. RCA Records, Inc. genre jazz. Macarena genre Eurodance. Macarena publication date 1993. Macarena genre music of Latin America. Macarena part of A mí me gusta. Bing Crosby record label RCA Records, Inc.. ","Macarena RCA Records, Inc. jazz Eurodance 1993 music of Latin America A mí me gusta Bing Crosby"," Macarena is a Eurodance and music of Latin America song by RCA Records, Inc. released in 1993, as part of A mí me gusta. Other jazz work from RCA Records, Inc. is Bing Crosby's.",inform,songs,2,7
"inform(name[I Was Gonna Cancel], performer[Kylie Minogue], name[Kylie Minogue], genre[nu-disco])",I Was Gonna Cancel performer Kylie Minogue. Kylie Minogue genre nu-disco. I Was Gonna Cancel publication date 2014.,I Was Gonna Cancel Kylie Minogue nu-disco 2014," Kylie Minogue released the nu-disco single ""I Was Gonna Cancel"" in 2014.",inform,songs,2,3
"inform(name[Cold Heart (Pnau remix)], performer[Dua Lipa], record label[Mercury Records], performer[Elton John], name[Dua Lipa], genre[disco], record label[Urban Records], genre[pop music])",Cold Heart (Pnau remix) performer Dua Lipa. Dua Lipa genre disco. Cold Heart (Pnau remix) record label Mercury Records. Cold Heart (Pnau remix) performer Elton John. Dua Lipa record label Urban Records. Dua Lipa genre pop music.,Cold Heart (Pnau remix) Dua Lipa disco Mercury Records Elton John Urban Records pop music," Dua Lipa's Cold Heart (Pnau remix), featuring Elton John, is a disco and pop music song published by Mercury Records and Urban Records.",inform,songs,2,6
"inform(name[I Still...], genre[pop music], part of[Never Gone], producer[Max Martin], genre[pop rock], name[Crazy in Love], genre[pop music], name[Mental As Anything], genre[pop music], name[If I Were a Boy], genre[pop music])",I Still... genre pop music. Crazy in Love genre pop music. I Still... part of Never Gone. I Still... producer Max Martin. I Still... genre pop rock. Mental As Anything genre pop music. If I Were a Boy genre pop music.,I Still... Crazy in Love pop music Never Gone Max Martin pop rock Mental As Anything If I Were a Boy," I Still... by Max Martin is a pop rock song, part of the album Never Gone. Other examples of pop music include Crazy in Love by Mental As Anything and If I Were a Boy.",inform,songs,2,7
"verify_attribute(name[Viva la Vida], rating[excellent], performer[Coldplay], name[Coldplay], genre[pop rock])",Viva la Vida rating excellent. Viva la Vida performer Coldplay. Coldplay genre pop rock.,Viva la Vida excellent Coldplay pop rock,You love Viva la Vida by Coldplay. Do you think all of their pop rock songs are excellent?,verify_attribute,songs,2,3
"inform(name[We Are the World], genre[pop music], name[Mental As Anything], genre[pop music], name[Nataly Dawn], genre[pop music])",We Are the World genre pop music. Mental As Anything genre pop music. Nataly Dawn genre pop music.,We Are the World Mental As Anything pop music Nataly Dawn," We Are the World, Mental As Anything, and Nataly Dawn are all pop music.",inform,songs,2,3
"give_opinion(name[Black Barbies], rating[excellent], record label[Interscope Records], name[Weezer], record label[Interscope Records])",Black Barbies rating excellent. Black Barbies record label Interscope Records. Weezer record label Interscope Records.,Black Barbies excellent Interscope Records Weezer," Black Barbies by Nicki Minaj, released by Interscope Records, is an excellent track. Weezer also did a great job with their release on Interscope Records.",give_opinion,songs,2,3
"inform(name[Style], genre[disco], producer[Ali Payami], part of[1989], producer[Max Martin], producer[Shellback], name[Shame, Shame, Shame], genre[disco])","Style genre disco. Shame, Shame, Shame genre disco. Style producer Ali Payami. Style part of 1989. Style producer Max Martin. Style producer Shellback. ","Style Shame, Shame, Shame disco Ali Payami 1989 Max Martin Shellback"," Style is a disco song released in 1989, produced by Ali Payami, Max Martin and Shellback. Shame, Shame, Shame is another disco song.",inform,songs,2,6
