mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"Baby Driver publication date 2017. Baby Driver genre action film, crime-comedy film. Baby Driver MPA film rating R. Baby Driver cast member Jon Bernthal, Jon Hamm. Baby Driver character Jon Bernthal as Griff. Baby Driver producer Tim Bevan. Baby Driver domain movies.","Baby Driver 2017 'Action Film', 'Crime-Comedy Film' R 'Jon Bernthal', 'Jon Hamm' 'Jon Bernthal As Griff' 'Tim Bevan'",Baby Driver is a 2017 R-rated action-crime-comedy film starring Jon Bernthal as Griff and Jon Hamm. It was produced by Tim Bevan.,inform,movies,1,7
"Top Gun: Maverick publication date 2022. Top Gun: Maverick genre drama film, action film. Top Gun: Maverick cast member Monica Barbaro, Charles Parnell. Top Gun: Maverick MPA film rating PG-13. Top Gun: Maverick director Joseph Kosinski. Top Gun: Maverick screenwriter Justin Marks, Peter Craig, Christopher McQuarrie, Eric Warren Singer, Ashley Miller, Ehren Kruger, Zack Stentz. Top Gun: Maverick review score excellent. Top Gun: Maverick domain movies.","Top Gun: Maverick 2022 'Drama Film', 'Action Film' 'Monica Barbaro', 'Charles Parnell' Pg-13 Joseph Kosinski 'Justin Marks', 'Peter Craig', 'Christopher Mcquarrie', 'Eric Warren Singer', 'Ashley Miller', 'Ehren Kruger', 'Zack Stentz' Excellent"," Top Gun: Maverick is a 2022 PG-13 drama and action film starring Monica Barbaro and Charles Parnell, directed by Joseph Kosinski and written by Justin Marks, Peter Craig, Christopher McQuarrie, Eric Warren Singer, Ashley Miller, Ehren Kruger, Zack Stentz. Reviews for this movie are excellent.",inform,movies,1,8
"The Batman publication date 2022. The Batman genre detective film, action film. The Batman domain movies.","The Batman 2022 'Detective Film', 'Action Film'",The Batman is a 2022 action-detective film.,inform,movies,1,3
"Captain America: The Winter Soldier publication date 2014. Captain America: The Winter Soldier genre adventure film, science fiction film. Captain America: The Winter Soldier character Wendy Hoopes as Doctor. Captain America: The Winter Soldier domain movies.","Captain America: The Winter Soldier 2014 'Adventure Film', 'Science Fiction Film' 'Wendy Hoopes As Doctor'",Captain America: The Winter Soldier is a 2014 science fiction and adventure film starring Wendy Hoopes as Doctor.,inform,movies,1,4
"Iron Man 3 publication date 2013. Iron Man 3 genre adventure film, action film. Iron Man 3 character Mark Fichera as Extremis Soldiers. Iron Man 3 producer Kevin Feige. Iron Man 3 cast member Steve Wilder, James Rackley. Iron Man 3 review score average. Iron Man 3 screenwriter Drew Pearce, Larry Lieber, Don Heck, Warren Ellis, Jack Kirby, Shane Black, Stan Lee. Iron Man 3 domain movies.","Iron Man 3 2013 'Adventure Film', 'Action Film' 'Mark Fichera As Extremis Soldiers' 'Kevin Feige' 'Steve Wilder', 'James Rackley' Average 'Drew Pearce', 'Larry Lieber', 'Don Heck', 'Warren Ellis', 'Jack Kirby', 'Shane Black', 'Stan Lee'"," Iron Man 3 is a 2013 adventure and action film starring Mark Fichera as Extremis Soldiers, Steve Wilder and James Rackley, with Kevin Feige as the producer. It was written by Drew Pearce, Larry Lieber, Don Heck, Warren Ellis, Jack Kirby, Shane Black, and Stan Lee and has an average review score.",inform,movies,1,8
"Fury publication date 2014. Fury genre action film, war film. Fury domain movies.","Fury 2014 'Action Film', 'War Film'",Fury is a 2014 action-war film.,inform,movies,1,3
"The Batman publication date 2022. The Batman genre detective film, superhero film. The Batman domain movies.","The Batman 2022 'Detective Film', 'Superhero Film'",The Batman is a 2022 detective and superhero film.,inform,movies,1,3
"Apollo 13 publication date 1995. Apollo 13 genre docudrama, film based on books. Apollo 13 MPA film rating PG. Apollo 13 review score excellent. Apollo 13 character Jim Meskimen as White Team TELMU. Apollo 13 producer Brian Grazer. Apollo 13 domain movies.","Apollo 13 1995 'Docudrama', 'Film Based On Books' Pg Excellent 'Jim Meskimen As White Team Telmu' 'Brian Grazer'"," Apollo 13 is a 1995 PG-rated docudrama and film based on books starring Jim Meskimen as White Team TELMU, produced by Brian Grazer, and rated excellent.",inform,movies,1,7
"Titanic publication date 1998. Titanic genre flashback film, drama film. Titanic cast member Seth Adkins, Rosalind Ayres. Titanic MPA film rating PG-13. Titanic character Victor Garber as Thomas Andrews. Titanic screenwriter James Cameron. Titanic domain movies.","Titanic 1998 'Flashback Film', 'Drama Film' 'Seth Adkins', 'Rosalind Ayres' Pg-13 'Victor Garber As Thomas Andrews' 'James Cameron'"," Titanic is a 1998 PG-13 flashback drama film starring Seth Adkins, Rosalind Ayres and Victor Garber as Thomas Andrews. The movie is written and directed by James Cameron.",inform,movies,1,7
"Glass Onion: A Knives Out Mystery publication date 2022. Glass Onion: A Knives Out Mystery genre thriller film, drama film. Glass Onion: A Knives Out Mystery review score excellent. Glass Onion: A Knives Out Mystery screenwriter Rian Johnson. Glass Onion: A Knives Out Mystery MPA film rating PG-13. Glass Onion: A Knives Out Mystery director Rian Johnson. Glass Onion: A Knives Out Mystery domain movies.","Glass Onion: A Knives Out Mystery 2022 'Thriller Film', 'Drama Film' Excellent 'Rian Johnson' Pg-13 Rian Johnson",Glass Onion: A Knives Out Mystery is a 2022 PG-13 thriller-drama film written and directed by Rian Johnson and has an excellent review score.,inform,movies,1,7
"Captain America: The Winter Soldier publication date 2014. Captain America: The Winter Soldier genre adventure film, action film. Captain America: The Winter Soldier domain movies.","Captain America: The Winter Soldier 2014 'Adventure Film', 'Action Film'",Captain America: The Winter Soldier is a 2014 action-adventure film.,inform,movies,1,3
"The Gray Man publication date 2022. The Gray Man genre action film, action thriller. The Gray Man domain movies.","The Gray Man 2022 'Action Film', 'Action Thriller'",The Gray Man is a 2022 action thriller film.,inform,movies,1,3
"Everything Everywhere All at Once publication date 2022. Everything Everywhere All at Once genre action film, comedy drama. Everything Everywhere All at Once domain movies.","Everything Everywhere All At Once 2022 'Action Film', 'Comedy Drama'",Everything Everywhere All at Once is a 2022 action-comedy drama movie.,inform,movies,1,3
"Avengers: Endgame publication date 2019. Avengers: Endgame genre adventure film, action film. Avengers: Endgame producer Kevin Feige. Avengers: Endgame cast member Robert Pralgo, Zoe Saldana. Avengers: Endgame screenwriter Jack Kirby, Stephen McFeely, Christopher Markus, Stan Lee. Avengers: Endgame MPA film rating PG-13. Avengers: Endgame review score good. Avengers: Endgame domain movies.","Avengers: Endgame 2019 'Adventure Film', 'Action Film' 'Kevin Feige' 'Robert Pralgo', 'Zoe Saldana' 'Jack Kirby', 'Stephen Mcfeely', 'Christopher Markus', 'Stan Lee' Pg-13 Good"," Avengers: Endgame is a 2019 PG-13 adventure action film produced by Kevin Feige, starring Robert Pralgo and Zoe Saldana. It was written by Jack Kirby, Stephen McFeely, Christopher Markus, and Stan Lee and has a good review score.",inform,movies,1,8
"Avatar: The Way of Water publication date 2022. Avatar: The Way of Water genre epic film, speculative/fantastic fiction film. Avatar: The Way of Water cast member Cliff Curtis, Keston John. Avatar: The Way of Water director James Cameron. Avatar: The Way of Water producer James Cameron, Jon Landau. Avatar: The Way of Water domain movies.","Avatar: The Way Of Water 2022 'Epic Film', 'Speculative/Fantastic Fiction Film' 'Cliff Curtis', 'Keston John' James Cameron 'James Cameron', 'Jon Landau'"," Avatar: The Way of Water is a 2022 epic speculative fiction film directed by James Cameron and produced by James Cameron and Jon Landau, starring Cliff Curtis and Keston John.",inform,movies,1,6
"Captain Phillips publication date 2013. Captain Phillips genre survival film, biographical film. Captain Phillips cast member Barkhad Abdi, Mark Holden. Captain Phillips domain movies.","Captain Phillips 2013 'Survival Film', 'Biographical Film' 'Barkhad Abdi', 'Mark Holden'",Captain Phillips is a 2013 survival and biographical film starring Barkhad Abdi and Mark Holden.,inform,movies,1,4
"Pinocchio publication date 2022. Pinocchio genre ""childrens film"", drama film. Pinocchio screenwriter Chris Weitz, Robert Zemeckis. Pinocchio review score poor. Pinocchio director Robert Zemeckis. Pinocchio MPA film rating PG. Pinocchio domain movies.","Pinocchio 2022 ""Children'S Film"", 'Drama Film' 'Chris Weitz', 'Robert Zemeckis' Poor Robert Zemeckis Pg",Pinocchio is a 2022 PG-rated children's drama film written by Chris Weitz and Robert Zemeckis and directed by Robert Zemeckis. Reviews for the film are poor.,inform,movies,1,7
"All Quiet on the Western Front publication date 2022. All Quiet on the Western Front genre drama film, film based on a novel. All Quiet on the Western Front producer Daniel Brühl. All Quiet on the Western Front screenwriter Lesley Paterson. All Quiet on the Western Front cast member Hendrik Heutmann, Aaron Hilmer. All Quiet on the Western Front review score excellent. All Quiet on the Western Front director Edward Berger. All Quiet on the Western Front domain movies.","All Quiet On The Western Front 2022 'Drama Film', 'Film Based On A Novel' 'Daniel Brühl' 'Lesley Paterson' 'Hendrik Heutmann', 'Aaron Hilmer' Excellent Edward Berger"," All Quiet on the Western Front is a 2022 drama film based on a novel, directed by Edward Berger, produced by Daniel Brühl and written by Lesley Paterson, starring Hendrik Heutmann and Aaron Hilmer. Reviews for it are excellent.",inform,movies,1,8
"Amadeus publication date 2013. Amadeus genre drama film, flashback film. Amadeus producer Saul Zaentz, Michael Haussman. Amadeus screenwriter Peter Shaffer. Amadeus domain movies.","Amadeus 2013 'Drama Film', 'Flashback Film' 'Saul Zaentz', 'Michael Haussman' 'Peter Shaffer'"," Amadeus is a 2013 drama and flashback film produced by Saul Zaentz and Michael Haussman, with screenplay by Peter Shaffer.",inform,movies,1,5
"Iron Man 3 publication date 2013. Iron Man 3 genre superhero film, adventure film. Iron Man 3 character Rebecca Mader as Sweat Shop Agent. Iron Man 3 cast member Kendrick Cross, Shaun Toub. Iron Man 3 MPA film rating PG-13. Iron Man 3 producer Kevin Feige. Iron Man 3 domain movies.","Iron Man 3 2013 'Superhero Film', 'Adventure Film' 'Rebecca Mader As Sweat Shop Agent' 'Kendrick Cross', 'Shaun Toub' Pg-13 'Kevin Feige'"," Iron Man 3 is a 2013 PG-13 superhero and adventure film starring Kendrick Cross, Shaun Toub, and Rebecca Mader as Sweat Shop Agent, produced by Kevin Feige.",inform,movies,1,7
"Avatar: The Way of Water publication date 2022. Avatar: The Way of Water genre speculative/fantastic fiction film, epic film. Avatar: The Way of Water domain movies.","Avatar: The Way Of Water 2022 'Speculative/Fantastic Fiction Film', 'Epic Film'"," Avatar: The Way of Water is a 2022 epic, speculative/fantastic fiction film.",inform,movies,1,3
"No Time to Die publication date 2021. No Time to Die genre spy film, thriller film. No Time to Die producer Michael G. Wilson, Barbara Broccoli. No Time to Die screenwriter John Hodge, Scott Z. Burns, Phoebe Waller-Bridge, Neal Purvis and Robert Wade. No Time to Die character Rami Malek as Lyutsifer Safin. No Time to Die cast member Billy Magnussen, Rory Kinnear. No Time to Die director Cary Joji Fukunaga. No Time to Die domain movies.","No Time To Die 2021 'Spy Film', 'Thriller Film' 'Michael G. Wilson', 'Barbara Broccoli' 'John Hodge', 'Scott Z. Burns', 'Phoebe Waller-Bridge', 'Neal Purvis And Robert Wade' 'Rami Malek As Lyutsifer Safin' 'Billy Magnussen', 'Rory Kinnear' Cary Joji Fukunaga"," No Time to Die is a 2021 spy thriller film directed by Cary Joji Fukunaga and produced by Michael G. Wilson and Barbara Broccoli. The movie stars Rami Malek as Lyutsifer Safin, Billy Magnussen and Rory Kinnear, and is written by John Hodge, Scott Z. Burns, Phoebe Waller-Bridge, Neal Pur",inform,movies,1,10
"Black Panther publication date 2018. Black Panther genre science fiction film, adventure film. Black Panther director Ryan Coogler. Black Panther review score good. Black Panther character Stan Lee as Thirsty Gambler. Black Panther screenwriter Joe Robert Cole, Ryan Coogler. Black Panther MPA film rating PG-13. Black Panther domain movies.","Black Panther 2018 'Science Fiction Film', 'Adventure Film' Ryan Coogler Good 'Stan Lee As Thirsty Gambler' 'Joe Robert Cole', 'Ryan Coogler' Pg-13"," Black Panther is a 2018 PG-13 science fiction and adventure film directed by Ryan Coogler and written by Joe Robert Cole and Ryan Coogler, starring Stan Lee as Thirsty Gambler. It has a good review score.",inform,movies,1,8
"The Whale publication date 2023. The Whale genre drama film, psychological drama film. The Whale cast member Brendan Fraser, Hong Chau. The Whale character Sadie Sink as Ellie. The Whale domain movies.","The Whale 2023 'Drama Film', 'Psychological Drama Film' 'Brendan Fraser', 'Hong Chau' 'Sadie Sink As Ellie'"," The Whale is a 2023 drama and psychological drama film starring Brendan Fraser, Hong Chau and Sadie Sink as Ellie.",inform,movies,1,5
"Eternals publication date 2021. Eternals genre drama film, science fiction film. Eternals cast member Richard Madden, Harry Styles. Eternals domain movies.","Eternals 2021 'Drama Film', 'Science Fiction Film' 'Richard Madden', 'Harry Styles'",Eternals is a 2021 drama and science fiction film starring Richard Madden and Harry Styles.,inform,movies,1,4
"Indiana Jones and the Last Crusade publication date 1989. Indiana Jones and the Last Crusade genre adventure film, action comedy film. Indiana Jones and the Last Crusade screenwriter Tom Stoppard, Jeffrey Boam, George Lucas, Philip Kaufman, Menno Meyjes. Indiana Jones and the Last Crusade director Steven Spielberg. Indiana Jones and the Last Crusade character Pat Roach as Nazi. Indiana Jones and the Last Crusade review score good. Indiana Jones and the Last Crusade domain movies.","Indiana Jones And The Last Crusade 1989 'Adventure Film', 'Action Comedy Film' 'Tom Stoppard', 'Jeffrey Boam', 'George Lucas', 'Philip Kaufman', 'Menno Meyjes' Steven Spielberg 'Pat Roach As Nazi' Good"," Indiana Jones and the Last Crusade is a 1989 adventure and action comedy film directed by Steven Spielberg, written by Tom Stoppard, Jeffrey Boam, George Lucas, Philip Kaufman, and Menno Meyjes, starring Pat Roach as a Nazi. Reviews of the film are good.",inform,movies,1,7
"Iron Man 3 publication date 2013. Iron Man 3 genre science fiction film, adventure film. Iron Man 3 director Shane Black. Iron Man 3 MPA film rating PG-13. Iron Man 3 domain movies.","Iron Man 3 2013 'Science Fiction Film', 'Adventure Film' Shane Black Pg-13",Iron Man 3 is a 2013 PG-13 science fiction and adventure film directed by Shane Black.,inform,movies,1,5
"Doctor Strange in the Multiverse of Madness publication date 2022. Doctor Strange in the Multiverse of Madness genre action film, horror film. Doctor Strange in the Multiverse of Madness character Julian Hilliard as Billy Maximoff. Doctor Strange in the Multiverse of Madness review score average. Doctor Strange in the Multiverse of Madness cast member Benedict Cumberbatch, Julian Hilliard. Doctor Strange in the Multiverse of Madness domain movies.","Doctor Strange In The Multiverse Of Madness 2022 'Action Film', 'Horror Film' 'Julian Hilliard As Billy Maximoff' Average 'Benedict Cumberbatch', 'Julian Hilliard'",Doctor Strange in the Multiverse of Madness is a 2022 action-horror film starring Benedict Cumberbatch and Julian Hilliard as Billy Maximoff. It has an average review score.,inform,movies,1,6
"Ant-Man and the Wasp: Quantumania publication date 2023. Ant-Man and the Wasp: Quantumania genre science fiction film, action film. Ant-Man and the Wasp: Quantumania MPA film rating PG-13. Ant-Man and the Wasp: Quantumania producer Kevin Feige. Ant-Man and the Wasp: Quantumania character Bill Murray as Krylar. Ant-Man and the Wasp: Quantumania screenwriter Jeff Loveness. Ant-Man and the Wasp: Quantumania cast member Bill Murray, Jonathan Majors. Ant-Man and the Wasp: Quantumania domain movies.","Ant-Man And The Wasp: Quantumania 2023 'Science Fiction Film', 'Action Film' Pg-13 'Kevin Feige' 'Bill Murray As Krylar' 'Jeff Loveness' 'Bill Murray', 'Jonathan Majors'"," Ant-Man and the Wasp: Quantumania is a 2023 PG-13 sci-fi action film produced by Kevin Feige, written by Jeff Loveness, and starring Bill Murray as Krylar and Jonathan Majors.",inform,movies,1,8
"Blade Runner publication date 1982. Blade Runner genre science fiction film, cyberpunk. Blade Runner domain movies.","Blade Runner 1982 'Science Fiction Film', 'Cyberpunk'",Blade Runner is a 1982 science fiction and cyberpunk film.,inform,movies,1,3
"Top Gun: Maverick publication date 2022. Top Gun: Maverick genre drama film, action film. Top Gun: Maverick screenwriter Justin Marks, Peter Craig, Christopher McQuarrie, Eric Warren Singer, Ashley Miller, Ehren Kruger, Zack Stentz. Top Gun: Maverick character ""Monica Barbaro as Lt. Natasha Phoenix Trace"". Top Gun: Maverick cast member Bob Stephenson, Lyliana Wray. Top Gun: Maverick review score excellent. Top Gun: Maverick producer Christopher McQuarrie, David Ellison, Jerry Bruckheimer, Dana Goldberg, Tom Cruise, Don Granger. Top Gun: Maverick domain movies.","Top Gun: Maverick 2022 'Drama Film', 'Action Film' 'Justin Marks', 'Peter Craig', 'Christopher Mcquarrie', 'Eric Warren Singer', 'Ashley Miller', 'Ehren Kruger', 'Zack Stentz' ""Monica Barbaro As Lt. Natasha 'Phoenix' Trace"" 'Bob Stephenson', 'Lyliana Wray' Excellent 'Christopher Mcquarrie', 'David Ellison', 'Jerry Bruckheimer', 'Dana Goldberg', 'Tom Cruise', 'Don Granger'"," Top Gun: Maverick is a 2022 action-drama film, written by Justin Marks, Peter Craig, Christopher McQuarrie, Eric Warren Singer, Ashley Miller, Ehren Kruger, and Zack Stentz, starring Bob Stephenson, Lyliana Wray and Monica Barbaro as Lt. Natasha Phoenix Trace. It is produced by Christopher McQuarrie",inform,movies,1,9
"Forrest Gump publication date 1994. Forrest Gump genre drama film, coming-of-age fiction. Forrest Gump domain movies.","Forrest Gump 1994 'Drama Film', 'Coming-Of-Age Fiction'",Forrest Gump is a 1994 drama and coming-of-age fiction film.,inform,movies,1,3
"Captain Phillips publication date 2013. Captain Phillips genre film based on books, survival film. Captain Phillips character Faysal Ahmed as Nour Najee. Captain Phillips review score excellent. Captain Phillips cast member Louis Mahoney, Catherine Keener. Captain Phillips domain movies.","Captain Phillips 2013 'Film Based On Books', 'Survival Film' 'Faysal Ahmed As Nour Najee' Excellent 'Louis Mahoney', 'Catherine Keener'"," Captain Phillips is a 2013 excellent-rated survival film based on books, starring Faysal Ahmed as Nour Najee, Louis Mahoney and Catherine Keener.",inform,movies,1,6
"The Godfather publication date 1972. The Godfather genre crime film, drama film. The Godfather character Al Martino as Johnny Fontane. The Godfather MPA film rating R. The Godfather director Francis Ford Coppola. The Godfather domain movies.","The Godfather 1972 'Crime Film', 'Drama Film' 'Al Martino As Johnny Fontane' R Francis Ford Coppola"," The Godfather is a 1972 R-rated crime and drama film directed by Francis Ford Coppola, starring Al Martino as Johnny Fontane.",inform,movies,1,6
"Bird Box publication date 2018. Bird Box genre drama film, post-apocalyptic film. Bird Box screenwriter Eric Heisserer. Bird Box character Danielle Macdonald as Olympia. Bird Box MPA film rating R. Bird Box producer Clayton Townsend, Chris Morgan. Bird Box director Susanne Bier. Bird Box domain movies.","Bird Box 2018 'Drama Film', 'Post-Apocalyptic Film' 'Eric Heisserer' 'Danielle Macdonald As Olympia' R 'Clayton Townsend', 'Chris Morgan' Susanne Bier"," Bird Box is a 2018 R-rated drama and post-apocalyptic film starring Danielle Macdonald as Olympia, written by Eric Heisserer, produced by Clayton Townsend and Chris Morgan and directed by Susanne Bier.",inform,movies,1,8
"Indiana Jones and the Temple of Doom publication date 1984. Indiana Jones and the Temple of Doom genre treasure hunt film, action film. Indiana Jones and the Temple of Doom producer Robert Watts. Indiana Jones and the Temple of Doom screenwriter George Lucas, Gloria Katz, Willard Huyck. Indiana Jones and the Temple of Doom MPA film rating PG. Indiana Jones and the Temple of Doom character David Yip as Wu Han. Indiana Jones and the Temple of Doom director Steven Spielberg. Indiana Jones and the Temple of Doom domain movies.","Indiana Jones And The Temple Of Doom 1984 'Treasure Hunt Film', 'Action Film' 'Robert Watts' 'George Lucas', 'Gloria Katz', 'Willard Huyck' Pg 'David Yip As Wu Han' Steven Spielberg"," Indiana Jones and the Temple of Doom is a 1984 PG-rated action-adventure treasure hunt film produced by Robert Watts, written by George Lucas, Gloria Katz, and Willard Huyck, and directed by Steven Spielberg, starring David Yip as Wu Han.",inform,movies,1,8
"Amadeus publication date 2013. Amadeus genre costume drama, musical film. Amadeus cast member Roy Dotrice, Elizabeth Berridge. Amadeus director Miloš Forman. Amadeus character Cynthia Nixon as Lorl. Amadeus MPA film rating R. Amadeus screenwriter Peter Shaffer. Amadeus domain movies.","Amadeus 2013 'Costume Drama', 'Musical Film' 'Roy Dotrice', 'Elizabeth Berridge' Miloš Forman 'Cynthia Nixon As Lorl' R 'Peter Shaffer'"," Amadeus is a 2013 R-rated costume drama and musical film directed by Miloš Forman, starring Roy Dotrice, Elizabeth Berridge and Cynthia Nixon as Lorl. It was written by Peter Shaffer.",inform,movies,1,8
"Ant-Man and the Wasp: Quantumania publication date 2023. Ant-Man and the Wasp: Quantumania genre comedy film, speculative/fantastic fiction film. Ant-Man and the Wasp: Quantumania review score average. Ant-Man and the Wasp: Quantumania producer Kevin Feige. Ant-Man and the Wasp: Quantumania screenwriter Jeff Loveness. Ant-Man and the Wasp: Quantumania domain movies.","Ant-Man And The Wasp: Quantumania 2023 'Comedy Film', 'Speculative/Fantastic Fiction Film' Average 'Kevin Feige' 'Jeff Loveness'"," Ant-Man and the Wasp: Quantumania is a 2023 comedy/speculative fiction film produced by Kevin Feige and written by Jeff Loveness, with an average review score.",inform,movies,1,6
"Uncharted publication date 2022. Uncharted genre action film, adventure film. Uncharted character Patricia Meeden as Spanish Woman. Uncharted cast member Antonio Banderas, Mark Wahlberg. Uncharted review score average. Uncharted producer Charles Roven, Avi Arad, Alex Gartner, Ari Arad. Uncharted domain movies.","Uncharted 2022 'Action Film', 'Adventure Film' 'Patricia Meeden As Spanish Woman' 'Antonio Banderas', 'Mark Wahlberg' Average 'Charles Roven', 'Avi Arad', 'Alex Gartner', 'Ari Arad'"," Uncharted is a 2022 action-adventure film starring Antonio Banderas, Mark Wahlberg, and Patricia Meeden as Spanish Woman. It is produced by Charles Roven, Avi Arad, Alex Gartner, and Ari Arad with an average review score.",inform,movies,1,7
"Medieval publication date 2022. Medieval genre biographical film, medieval film. Medieval MPA film rating R. Medieval review score poor. Medieval cast member Petr Vágner, Sophie Lowe. Medieval director Petr Jákl. Medieval producer Petr Jákl, Cassian Elwes. Medieval domain movies.","Medieval 2022 'Biographical Film', 'Medieval Film' R Poor 'Petr Vágner', 'Sophie Lowe' Petr Jákl 'Petr Jákl', 'Cassian Elwes'"," Medieval is a 2022 R-rated biographical medieval film directed by Petr Jákl and produced by Petr Jákl and Cassian Elwes, starring Petr Vágner and Sophie Lowe. It has a poor review score.",inform,movies,1,8
"Fury publication date 2014. Fury genre war film, action film. Fury cast member Zach Avery, Nathan Dean Snyder. Fury domain movies.","Fury 2014 'War Film', 'Action Film' 'Zach Avery', 'Nathan Dean Snyder'",Fury is a 2014 war action film starring Zach Avery and Nathan Dean Snyder.,inform,movies,1,4
"The Gray Man publication date 2022. The Gray Man genre action film, action thriller. The Gray Man MPA film rating PG-13. The Gray Man character Dhanush as Avik San/Lone Wolf. The Gray Man screenwriter Stephen McFeely, Christopher Markus, Joe Russo. The Gray Man domain movies.","The Gray Man 2022 'Action Film', 'Action Thriller' Pg-13 'Dhanush As Avik San/Lone Wolf' 'Stephen Mcfeely', 'Christopher Markus', 'Joe Russo'"," The Gray Man is a 2022 PG-13 action thriller film starring Dhanush as Avik San/Lone Wolf. It is written by Stephen McFeely, Christopher Markus, and Joe Russo.",inform,movies,1,6
