mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"confirm(name[You Baby], producer[Bones Howe])",You Baby producer Bones Howe. You Baby domain albums.,You Baby Bones Howe,Are you talking about the Bones Howe produced album You Baby?,confirm,albums,1,2
"confirm(name[Let It Be], genres[rhythm and blues])",Let It Be genres rhythm and blues. Let It Be domcocoms.,Let It Be Rhythm And Blues,Are you talking about the rhythm and blues album Let It Be?,confirm,albums,1,2
"confirm(name[The Rise and Fall of Ziggy Stardust and the Spiders from Mars], genres[rock opera])",The Rise and Fall of Ziggy Stardust and the Spiders from Mars genres rock opera. The Rise and Fall of Ziggy Stardust and the Spiders from Mars domain albums.,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars Rock Opera,Are we discussing the rock opera The Rise and Fall of Ziggy Stardust and the Spiders from Mars?,confirm,albums,1,2
"confirm(name[Age to Age], genres[contemporary Christian music])",Age to Age genres contemporary Christian music. Age to Age domain albums.,Age To Age Contemporary Christian Music,Are you referring to the contemporary Christian music album Age to Age?,confirm,albums,1,2
"confirm(name[OK Computer], contains[Karma Police])",OK Computer contains Karma Police. OK Computer domain albums.,Ok Computer Karma Police,Are you talking about the album OK Computer with the track Karma Police?,confirm,albums,1,2
"confirm(name[I Never Learn], publication year[2014])",I Never Learn publication year 2014. I Never Learn domain albums.,I Never Learn 2014,Are you talking about the 2014 album I Never Learn?,confirm,albums,1,2
"confirm(name[Rumours], record label[Big Brother])",Rumours record label Big Brother. Rumours domain albums.,Rumours Big Brother,Are you talking about the album Rumours released by Big Brother?,confirm,albums,1,2
"confirm(name[1989], record label[Big Machine Records])",1989 record label Big Machine Records. 1989 domain albums.,1989 Big Machine Records,Are we discussing the 1989 album released by Big Machine Records?,confirm,albums,1,2
"confirm(name[Led Zeppelin IV], genres[blues rock])",Led Zeppelin IV genres blues rock. Led Zeppelin IV domain albums.,Led Zeppelin Iv Blues Rock,Are you talking about the blues rock album Led Zeppelin IV?,confirm,albums,1,2
"confirm(name[Where I Wanna Be], performer[Donell Jones])",Where I Wanna Be performer Donell Jones. Where I Wanna Be domain albums.,Where I Wanna Be Donell Jones,Are you talking about the album Where I Wanna Be performed by Donell Jones?,confirm,albums,1,2
"confirm(name[To Pimp a Butterfly], publication year[2015])",To Pimp a Butterfly publication year 2015. To Pimp a Butterfly domain albums.,To Pimp A Butterfly 2015,Are you talking about the 2015 album To Pimp a Butterfly?,confirm,albums,1,2
"confirm(name[The Anvil], contains[The Damned Dont Cry])",The Anvil contains The Damned Dont Cry. The Anvil domain albums.,The Anvil The Damned Dont Cry," Are you talking about The Anvil, the album with the track The Damned Dont Cry?",confirm,albums,1,2
"confirm(name[Seventh Tree], record label[Mute Records])",Seventh Tree record label Mute Records. Seventh Tree domain albums.,Seventh Tree Mute Records," Are you talking about Seventh Tree, the album released by Mute Records?",confirm,albums,1,2
"confirm(name[Joe Budden], record label[Def Jam Recordings])",Joe Budden record label Def Jam Recordings. Joe Budden domain albums.,Joe Budden Def Jam Recordings,Are you talking about the Def Jam Recordings album Joe Budden?,confirm,albums,1,2
"confirm(name[Joe Budden], performer[Joe Budden])",Joe Budden performer Joe Budden. Joe Budden domain albums.,Joe Budden Joe Budden,Are you talking about the album by Joe Budden?,confirm,albums,1,2
"confirm(name[The Wall], contains[Goodbye Blue Sky])",The Wall contains Goodbye Blue Sky. The Wall domain albums.,The Wall Goodbye Blue Sky," Are you referring to The Wall, containing the track Goodbye Blue Sky?",confirm,albums,1,2
"confirm(name[Guerrilla Warfare], performer[Hot Boys])",Guerrilla Warfare performer Hot Boys. Guerrilla Warfare domain albums.,Guerrilla Warfare Hot Boys,Are you talking about the Hot Boys' album Guerrilla Warfare?,confirm,albums,1,2
"confirm(name[Rings Around the World], producer[Super Furry Animals])",Rings Around the World producer Super Furry Animals. Rings Around the World domain albums.,Rings Around The World Super Furry Animals,Are you talking about the album Rings Around the World by Super Furry Animals?,confirm,albums,1,2
"confirm(name[Life in 1472], record label[So So Def Recordings])",Life in 1472 record label So So Def Recordings. Life in 1472 domain albums.,Life In 1472 So So Def Recordings," Are you talking about Life in 1472, released on So So Def Recordings?",confirm,albums,1,2
"confirm(name[Evermore], contains[No Crime])",Evermore contains No Crime. Evermore domain albums.,Evermore No Crime,Are we discussing the album Evermore with the song No Crime?,confirm,albums,1,2
"confirm(name[The Pick, the Sickle and the Shovel], record label[V2 Records])","The Pick, the Sickle and the Shovel record label V2 Records. The Pick, the Sickle and the Shovel domain albums.","The Pick, The Sickle And The Shovel V2 Records"," Are you mentioning The Pick, the Sickle and the Shovel released by V2 Records?",confirm,albums,1,2
"confirm(name[Led Zeppelin IV], producer[Jimmy Page])",Led Zeppelin IV producer Jimmy Page. Led Zeppelin IV domain albums.,Led Zeppelin Iv Jimmy Page," Are you referring to Led Zeppelin IV, produced by Jimmy Page?",confirm,albums,1,2
"confirm(name[The Wall], publication year[1979])",The Wall publication year 1979. The Wall domain albums.,The Wall 1979," Are you talking about The Wall, the 1979 album?",confirm,albums,1,2
"confirm(name[Joe Budden], contains[Yes Yall])",Joe Budden contains Yes Yall. Joe Budden domain albums.,Joe Budden Yes Yall,Are you talking about the album Joe Budden with the track Yes Yall?,confirm,albums,1,2
"confirm(name[My Darkest Days], genres[hard rock])",My Darkest Days genres hard rock. My Darkest Days domain albums.,My Darkest Days Hard Rock,Are you talking about the hard rock album My Darkest Days?,confirm,albums,1,2
"confirm(name[The Future], producer[Teddy Riley])",The Future producer Teddy Riley. The Future domain albums.,The Future Teddy Riley,Are you mentioning Teddy Riley's album The Future?,confirm,albums,1,2
"confirm(name[2], performer[Robyn])",Body Talk Pt. 2 performer Robyn. Body Talk Pt. 2 domain albums.,Body Talk Pt. 2 Robyn,Are you talking about the album Body Talk Pt. 2 by Robyn?,confirm,albums,1,2
"confirm(name[Master of Puppets], producer[Metallica])",Master of Puppets producer Metallica. Master of Puppets domain albums.,Master Of Puppets Metallica,Are you talking about the Metallica album Master of Puppets?,confirm,albums,1,2
"confirm(name[Now or Never], contains[Help Me])",Now or Never contains Help Me. Now or Never domain albums.,Now Or Never Help Me,Are we talking about the album Now or Never with the track Help Me?,confirm,albums,1,2
"confirm(name[Rumours], publication year[1977])",Rumours publication year 1977. Rumours domain albums.,Rumours 1977,Are you talking about the 1977 album Rumours?,confirm,albums,1,2
"confirm(name[2], record label[Konichiwa Records])",Body Talk Pt. 2 record label Konichiwa Records. Body Talk Pt. 2 domain albums.,Body Talk Pt. 2 Konichiwa Records," Are you speaking of Body Talk Pt. 2, released on Konichiwa Records?",confirm,albums,1,2
"confirm(name[Rumours], genres[soft rock])",Rumours genres soft rock. Rumours domain albums.,Rumours Soft Rock,Are you talking about the soft rock album Rumours?,confirm,albums,1,2
"confirm(name[Lover], record label[Republic Records])",Lover record label Republic Records. Lover domain albums.,Lover Republic Records,Are you talking about the album Lover released by Republic Records?,confirm,albums,1,2
"confirm(name[1989], genres[synth-pop])",1989 genres synth-pop. 1989 domain albums.,1989 Synth-Pop,Are you talking about the synth-pop album 1989?,confirm,albums,1,2
"confirm(name[Pet Sounds], contains[I Just Wasnt Made for These Times])",Pet Sounds contains I Just Wasnt Made for These Times. Pet Sounds domain albums.,Pet Sounds I Just Wasnt Made For These Times," Are you talking about Pet Sounds, the album with the track I Just Wasn't Made for These Times?",confirm,albums,1,2
"confirm(name[Top Gun – Original Motion Picture Soundtrack], publication year[1986])",Top Gun – Original Motion Picture Soundtrack publication year 1986. Top Gun – Original Motion Picture Soundtrack domain albums.,Top Gun – Original Motion Picture Soundtrack 1986,Are you talking about the 1986 album Top Gun – Original Motion Picture Soundtrack?,confirm,albums,1,2
"confirm(name[Zeit], contains[Dicke Titten])",Zeit contains Dicke Titten. Zeit domain albums.,Zeit Dicke Titten," Are you mentioning the album Zeit, with the track Dicke Titten?",confirm,albums,1,2
"confirm(name[One Voice], performer[Barry Manilow])",One Voice performer Barry Manilow. One Voice domain albums.,One Voice Barry Manilow,Are you talking about Barry Manilow's album One Voice?,confirm,albums,1,2
"confirm(name[One Voice], publication year[1979])",One Voice publication year 1979. One Voice domain albums.,One Voice 1979,Are you speaking of the 1979 album One Voice?,confirm,albums,1,2
"confirm(name[Rubber Soul], producer[George Martin])",Rubber Soul producer George Martin. Rubber Soul domain albums.,Rubber Soul George Martin," Are you speaking of Rubber Soul, produced by George Martin?",confirm,albums,1,2
"confirm(name[Nevermind], publication year[1991])",Nevermind publication year 1991. Nevermind domain albums.,Nevermind 1991,Are you talking about the 1991 album Nevermind?,confirm,albums,1,2
"confirm(name[Shine], genres[pop rock])",Shine genres pop rock. Shine domain albums.,Shine Pop Rock,Are you talking about the pop rock album Shine?,confirm,albums,1,2
"confirm(name[Led Zeppelin IV], performer[Led Zeppelin])",Led Zeppelin IV performer Led Zeppelin. Led Zeppelin IV domain albums.,Led Zeppelin Iv Led Zeppelin,Are you talking about Led Zeppelin's album Led Zeppelin IV?,confirm,albums,1,2
"confirm(name[Patsy Cline Showcase], publication year[1961])",Patsy Cline Showcase publication year 1961. Patsy Cline Showcase domain albums.,Patsy Cline Showcase 1961," Are we talking about Patsy Cline Showcase, released in 1961?",confirm,albums,1,2
"confirm(name[Now or Never], performer[Nick Carter])",Now or Never performer Nick Carter. Now or Never domain albums.,Now Or Never Nick Carter,Are you talking about the album Now or Never by Nick Carter?,confirm,albums,1,2
"confirm(name[Master of Puppets], contains[Inc.])",Master of Puppets contains Inc.. Master of Puppets domain albums.,Master Of Puppets Inc.," Are you talking about Master of Puppets, which contains the track Inc.?",confirm,albums,1,2
"confirm(name[Nevermind], record label[Geffen Records])",Nevermind record label Geffen Records. Nevermind domain albums.,Nevermind Geffen Records," Are you talking about Nevermind, released on Geffen Records?",confirm,albums,1,2
"confirm(name[Gung Ho], contains[Glitter in Their Eyes])",Gung Ho contains Glitter in Their Eyes. Gung Ho domain albums.,Gung Ho Glitter In Their Eyes," Are you talking about the album Gung Ho, with the track Glitter in Their Eyes?",confirm,albums,1,2
"confirm(name[The Rise and Fall of Ziggy Stardust and the Spiders from Mars], publication year[1972])",The Rise and Fall of Ziggy Stardust and the Spiders from Mars publication year 1972. The Rise and Fall of Ziggy Stardust and the Spiders from Mars domain albums.,The Rise And Fall Of Ziggy Stardust And The Spiders From Mars 1972," Are you speaking of the Rise and Fall of Ziggy Stardust and the Spiders from Mars, which was released in 1972?",confirm,albums,1,2
"confirm(name[I Never Learn], genres[indie pop])",I Never Learn genres indie pop. I Never Learn domain albums.,I Never Learn Indie Pop,Are you talking about the indie pop album I Never Learn?,confirm,albums,1,2
"confirm(name[Age to Age], record label[Myrrh Records])",Age to Age record label Myrrh Records. Age to Age domain albums.,Age To Age Myrrh Records,Are you referring to the Myrrh Records album Age to Age?,confirm,albums,1,2
"confirm(name[Rings Around the World], publication year[2001])",Rings Around the World publication year 2001. Rings Around the World domain albums.,Rings Around The World 2001,Are you talking about the 2001 album Rings Around the World?,confirm,albums,1,2
"confirm(name[Toby Keith], contains[Wish I Didnt Know Now])",Toby Keith contains Wish I Didnt Know Now. Toby Keith domain albums.,Toby Keith Wish I Didnt Know Now,Are you talking about Toby Keith's album with the track Wish I Didn't Know Now?,confirm,albums,1,2
"confirm(name[Missing...Presumed Having a Good Time], record label[Warner Bros])",Missing...Presumed Having a Good Time record label Warner Bros. Records. Missing...Presumed Having a Good Time domain albums.,Missing...Presumed Having A Good Time Warner Bros. Records," Are you talking about Missing...Presumed Having a Good Time, released on Warner Bros. Records?",confirm,albums,1,2
"confirm(name[Toby Keith], genres[country music])",Toby Keith genres country music. Toby Keith domain albums.,Toby Keith Country Music,Are you talking about a country music album by Toby Keith?,confirm,albums,1,2
"confirm(name[Guerrilla Warfare], publication year[1999])",Guerrilla Warfare publication year 1999. Guerrilla Warfare domain albums.,Guerrilla Warfare 1999,Are you speaking of the 1999 album Guerrilla Warfare?,confirm,albums,1,2
confirm(contains[Pigs (Three Different Ones)]),Animals contains Pigs (Three Different Ones). Animals domain albums.,Animals Pigs (Three Different Ones),Are you mentioning the album Animals with the track Pigs (Three Different Ones)?,confirm,albums,1,2
"confirm(name[Master of Puppets], publication year[1986])",Master of Puppets publication year 1986. Master of Puppets domain albums.,Master Of Puppets 1986,Are you talking about the 1986 album Master of Puppets?,confirm,albums,1,2
"confirm(name[Let Me in Your Life], publication year[1974])",Let Me in Your Life publication year 1974. Let Me in Your Life domain albums.,Let Me In Your Life 1974,Are you referring to the 1974 album Let Me in Your Life?,confirm,albums,1,2
"confirm(name[Red], genres[pop music])",Red genres pop music. Red domain albums.,Red Pop Music,Are you talking about the pop music album Red?,confirm,albums,1,2
"confirm(name[Metallica], producer[Bob Rock])",Metallica producer Bob Rock. Metallica domain albums.,Metallica Bob Rock,Are you talking about Metallica produced by Bob Rock?,confirm,albums,1,2
"confirm(name[Reputation], performer[Taylor Swift])",Reputation performer Taylor Swift. Reputation domain albums.,Reputation Taylor Swift,Are you talking about Taylor Swift's album Reputation?,confirm,albums,1,2
"confirm(name[You Baby], record label[White Whale])",You Baby record label White Whale. You Baby domain albums.,You Baby White Whale," Are you talking about You Baby, the album released by White Whale?",confirm,albums,1,2
"confirm(name[Seventh Tree], producer[Flood])",Seventh Tree producer Flood. Seventh Tree domain albums.,Seventh Tree Flood,Are you talking about the album Seventh Tree produced by Flood?,confirm,albums,1,2
"confirm(name[Missing...Presumed Having a Good Time], producer[Mark Knopfler])",Missing...Presumed Having a Good Time producer Mark Knopfler. Missing...Presumed Having a Good Time domain albums.,Missing...Presumed Having A Good Time Mark Knopfler," Are you mentioning Missing...Presumed Having a Good Time, produced by Mark Knopfler?",confirm,albums,1,2
"confirm(name[My Beautiful Dark Twisted Fantasy], contains[Runaway])",My Beautiful Dark Twisted Fantasy contains Runaway. My Beautiful Dark Twisted Fantasy domain albums.,My Beautiful Dark Twisted Fantasy Runaway," Are we discussing My Beautiful Dark Twisted Fantasy, which contains the track Runaway?",confirm,albums,1,2
"confirm(name[Revolver], contains[Love You To])",Revolver contains Love You To. Revolver domain albums.,Revolver Love You To,Are you talking about the album Revolver with the track Love You To?,confirm,albums,1,2
"confirm(name[The Pick, the Sickle and the Shovel], publication year[1997])","The Pick, the Sickle and the Shovel publication year 1997. The Pick, the Sickle and the Shovel domain albums.","The Pick, The Sickle And The Shovel 1997"," Are you talking about The Pick, the Sickle and the Shovel, which was released in 1997?",confirm,albums,1,2
"confirm(name[Wish You Were Here], genres[progressive rock])",Wish You Were Here genres progressive rock. Wish You Were Here domain albums.,Wish You Were Here Progressive Rock,Are you mentioning progressive rock album Wish You Were Here?,confirm,albums,1,2
"confirm(name[To Pimp a Butterfly], producer[Dr])",To Pimp a Butterfly producer Dr. Dre. To Pimp a Butterfly domain albums.,To Pimp A Butterfly Dr. Dre," Are you mentioning To Pimp a Butterfly, produced by Dr. Dre?",confirm,albums,1,2
"confirm(name[12 Bar Blues], producer[Daniel Lanois])",12 Bar Blues producer Daniel Lanois. 12 Bar Blues domain albums.,12 Bar Blues Daniel Lanois,Are you talking about the album 12 Bar Blues produced by Daniel Lanois?,confirm,albums,1,2
"confirm(name[Let It Be], genres[rock music])",Let It Be genres rock music. Let It Be domain albums.,Let It Be Rock Music,Are you mentioning the rock music album Let It Be?,confirm,albums,1,2
"confirm(name[You Baby], performer[The Turtles])",You Baby performer The Turtles. You Baby domain albums.,You Baby The Turtles,Are you talking about the album You Baby by The Turtles?,confirm,albums,1,2
"confirm(name[Rubber Soul], publication year[1965])",Rubber Soul publication year 1965. Rubber Soul domain albums.,Rubber Soul 1965,Are you talking about the 1965 album Rubber Soul?,confirm,albums,1,2
"confirm(name[Folklore], record label[Republic Records])",Folklore record label Republic Records. Folklore domain albums.,Folklore Republic Records,Are you talking about the album Folklore released on Republic Records?,confirm,albums,1,2
"confirm(name[Age to Age], publication year[1982])",Age to Age publication year 1982. Age to Age domain albums.,Age To Age 1982,Are you talking about the 1982 album Age to Age?,confirm,albums,1,2
"confirm(name[OK Computer], genres[experimental rock])",OK Computer genres experimental rock. OK Computer domain albums.,Ok Computer Experimental Rock,Are you talking about the experimental rock album OK Computer?,confirm,albums,1,2
"confirm(name[Wish You Were Here], producer[David Gilmour])",Wish You Were Here producer David Gilmour. Wish You Were Here domain albums.,Wish You Were Here David Gilmour," Are you talking about Wish You Were Here, the album produced by David Gilmour?",confirm,albums,1,2
"confirm(name[Metallica], record label[Universal Music Group])",Metallica record label Universal Music Group. Metallica domain albums.,Metallica Universal Music Group," Are you referring to Metallica, which is released on Universal Music Group?",confirm,albums,1,2
"confirm(name[Evermore], publication year[2020], contains[Coney Island])",Evermore publication year 2020. Evermore contains Coney Island. Evermore domain albums.,Evermore 2020 Coney Island," Are you talking about Evermore, the 2020 album with the track Coney Island?",confirm,albums,1,3
"confirm(name[Rumours], producer[Fleetwood Mac], publication year[1977])",Rumours producer Fleetwood Mac. Rumours publication year 1977. Rumours domain albums.,Rumours Fleetwood Mac 1977,Are you talking about the 1977 Fleetwood Mac album Rumours?,confirm,albums,1,3
"confirm(name[Midnights], performer[Taylor Swift], genres[electropop])",Midnights performer Taylor Swift. Midnights genres electropop. Midnights domain albums.,Midnights Taylor Swift Electropop,Are you referring to Taylor Swift's electropop track Midnights?,confirm,albums,1,3
"confirm(name[Shine], genres[pop rock], performer[Cyndi Lauper])",Shine genres pop rock. Shine performer Cyndi Lauper. Shine domain albums.,Shine Pop Rock Cyndi Lauper,Are you talking about Cyndi Lauper's pop rock album Shine?,confirm,albums,1,3
"confirm(name[The Pick, the Sickle and the Shovel], record label[V2 Records], genres[horrorcore])","The Pick, the Sickle and the Shovel record label V2 Records. The Pick, the Sickle and the Shovel genres horrorcore. The Pick, the Sickle and the Shovel domain albums.","The Pick, The Sickle And The Shovel V2 Records Horrorcore"," Are you talking about The Pick, the Sickle and the Shovel, the horrorcore album released by V2 Records?",confirm,albums,1,3
"confirm(name[Dethalbum III], contains[I Ejaculate Fire], producer[Ulrich Wild])",Dethalbum III contains I Ejaculate Fire. Dethalbum III producer Ulrich Wild. Dethalbum III domain albums.,Dethalbum Iii I Ejaculate Fire Ulrich Wild," Are you talking about Dethalbum III, produced by Ulrich Wild and containing the track I Ejaculate Fire?",confirm,albums,1,3
"confirm(name[Damn], producer[Dr], contains[Blood])",Damn producer Dr. Dre. Damn contains Blood. Damn domain albums.,Damn Dr. Dre Blood," Are we discussing Damn, Dr. Dre's album with the track Blood?",confirm,albums,1,3
"confirm(name[Trouble], record label[RCA Records], performer[Ray LaMontagne])",Trouble record label RCA Records. Trouble performer Ray LaMontagne. Trouble domain albums.,Trouble Rca Records Ray Lamontagne," Are you referring to the Ray LaMontagne's album Trouble, released by RCA Records?",confirm,albums,1,3
"confirm(name[Now or Never], producer[Matthew Gerrard], publication year[2002])",Now or Never producer Matthew Gerrard. Now or Never publication year 2002. Now or Never domain albums.,Now Or Never Matthew Gerrard 2002," Are you talking about the 2002 album Now or Never, produced by Matthew Gerrard?",confirm,albums,1,3
"confirm(name[Abbey Road], performer[The Beatles], genres[rock music])",Abbey Road performer The Beatles. Abbey Road genres rock music. Abbey Road domain albums.,Abbey Road The Beatles Rock Music," Are we discussing The Beatles' Abbey Road, the rock music album?",confirm,albums,1,3
"confirm(record label[EMI Records], contains[Pigs on the Wing 2])",Animals record label EMI Records. Animals contains Pigs on the Wing 2. Animals domain albums.,Animals Emi Records Pigs On The Wing 2," Are you talking about Animals, the album released by EMI Records with the track Pigs on the Wing 2?",confirm,albums,1,3
"confirm(name[I Never Learn], producer[Greg Kurstin], record label[Atlantic Records])",I Never Learn producer Greg Kurstin. I Never Learn record label Atlantic Records. I Never Learn domain albums.,I Never Learn Greg Kurstin Atlantic Records," Are you referring to the Atlantic Records album I Never Learn, produced by Greg Kurstin?",confirm,albums,1,3
"confirm(name[Rumours], record label[Big Brother], performer[Fleetwood Mac])",Rumours record label Big Brother. Rumours performer Fleetwood Mac. Rumours domain albums.,Rumours Big Brother Fleetwood Mac," Are you talking about the Fleetwood Mac's album Rumours, released by Big Brother?",confirm,albums,1,3
"confirm(name[My Darkest Days], genres[hard rock], producer[Joey Moi])",My Darkest Days genres hard rock. My Darkest Days producer Joey Moi. My Darkest Days domain albums.,My Darkest Days Hard Rock Joey Moi," Are you talking about My Darkest Days, the hard rock album produced by Joey Moi?",confirm,albums,1,3
"confirm(name[1989], genres[synth-pop], publication year[2021])",1989 genres synth-pop. 1989 publication year 2021. 1989 domain albums.,1989 Synth-Pop 2021,Are you talking about the 2021 synth-pop album 1989?,confirm,albums,1,3
"confirm(name[Wish You Were Here], publication year[1975], producer[David Gilmour])",Wish You Were Here publication year 1975. Wish You Were Here producer David Gilmour. Wish You Were Here domain albums.,Wish You Were Here 1975 David Gilmour," Are you talking about the 1975 album Wish You Were Here, produced by David Gilmour?",confirm,albums,1,3
"confirm(name[Pet Sounds], producer[Brian Wilson], contains[Pet Sounds])",Pet Sounds producer Brian Wilson. Pet Sounds contains Pet Sounds. Pet Sounds domain albums.,Pet Sounds Brian Wilson Pet Sounds,Are you talking about Brian Wilson's Pet Sounds album with the track Pet Sounds?,confirm,albums,1,3
"confirm(name[Life in 1472], producer[Jermaine Dupri], performer[Jermaine Dupri])",Life in 1472 producer Jermaine Dupri. Life in 1472 performer Jermaine Dupri. Life in 1472 domain albums.,Life In 1472 Jermaine Dupri Jermaine Dupri,Are we discussing Jermaine Dupri's Life in 1472 album produced by Jermaine Dupri?,confirm,albums,1,3
"confirm(name[The Anvil], genres[synth-pop], record label[Polydor Records])",The Anvil genres synth-pop. The Anvil record label Polydor Records. The Anvil domain albums.,The Anvil Synth-Pop Polydor Records," Are you talking about the synth-pop album The Anvil, released by Polydor Records?",confirm,albums,1,3
"confirm(name[Rubber Soul], genres[pop music], producer[George Martin])",Rubber Soul genres pop music. Rubber Soul producer George Martin. Rubber Soul domain albums.,Rubber Soul Pop Music George Martin," Are you talking about Rubber Soul, the pop music album produced by George Martin?",confirm,albums,1,3
"confirm(name[1989], producer[Max Martin], performer[Taylor Swift])",1989 producer Max Martin. 1989 performer Taylor Swift. 1989 domain albums.,1989 Max Martin Taylor Swift,Are we discussing Taylor Swift's 1989 album produced by Max Martin?,confirm,albums,1,3
"confirm(name[Folklore], genres[indie folk], publication year[2020])",Folklore genres indie folk. Folklore publication year 2020. Folklore domain albums.,Folklore Indie Folk 2020,Are you talking about the 2020 indie folk album Folklore?,confirm,albums,1,3
"confirm(name[Let Me in Your Life], record label[Atlantic Records], producer[Jerry Wexler])",Let Me in Your Life record label Atlantic Records. Let Me in Your Life producer Jerry Wexler. Let Me in Your Life domain albums.,Let Me In Your Life Atlantic Records Jerry Wexler," Are you referring to the Atlantic Records album Let Me in Your Life, produced by Jerry Wexler?",confirm,albums,1,3
"confirm(name[Zeit], contains[Adieu], performer[Rammstein])",Zeit contains Adieu. Zeit performer Rammstein. Zeit domain albums.,Zeit Adieu Rammstein," Are we discussing Rammstein's album Zeit, with the track Adieu?",confirm,albums,1,3
