mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"confirm(name[Yari Verschaeren], sport[association football], sports teams[R.S.C])","Yari Verschaeren sport association football. Yari Verschaeren sports teams R.S.C. Anderlecht, Belgium national under-21 football team. Yari Verschaeren domain athletes.","Yari Verschaeren Association Football R.S.C. Anderlecht, Belgium National Under-21 Football Team"," Are you talking about Yari Verschaeren, the association football player who is part of R.S.C. Anderlecht and the Belgium national under-21 football team?",confirm,athletes,1,3
"confirm(name[Oleksandr Usyk], sport[boxing], stats leader[N/A])",Oleksandr Usyk sport boxing. Oleksandr Usyk stats leader N/A. Oleksandr Usyk domain athletes.,Oleksandr Usyk Boxing N/A," Are you talking about Oleksandr Usyk, the boxing athlete?",confirm,athletes,1,3
"confirm(name[Liam Neeson], sport[association football], awards[Theatre World Award])",Liam Neeson sport association football. Liam Neeson awards Theatre World Award. Liam Neeson domain athletes.,Liam Neeson Association Football Theatre World Award," Are you talking about Liam Neeson, the association football player who has won the Theatre World Award?",confirm,athletes,1,3
"confirm(name[Alexis Mac Allister], sport[association football], stats leader[Poland v Argentina])",Alexis Mac Allister sport association football. Alexis Mac Allister stats leader Poland v Argentina. Alexis Mac Allister domain athletes.,Alexis Mac Allister Association Football Poland V Argentina," Are you talking about Alexis Mac Allister, the association football athlete who led Poland v Argentina?",confirm,athletes,1,3
"confirm(name[Logan Paul], sport[boxing], awards[Diamond Play Button])",Logan Paul sport boxing. Logan Paul awards Diamond Play Button. Logan Paul domain athletes.,Logan Paul Boxing Diamond Play Button," Are you talking about Logan Paul, the boxer who has been awarded a Diamond Play Button?",confirm,athletes,1,3
"confirm(name[Zizinho], sport[association football], num awards[0])",Zizinho sport association football. Zizinho num awards 0. Zizinho domain athletes.,Zizinho Association Football 0," Are you talking about Zizinho, the association football player who has won no awards?",confirm,athletes,1,3
"confirm(name[Larry Bird], sport[basketball], team positions[power forward])",Larry Bird sport basketball. Larry Bird team positions power forward. Larry Bird domain athletes.,Larry Bird Basketball Power Forward," Are you bringing up Larry Bird, the basketball athlete known for his power forward position?",confirm,athletes,1,3
"confirm(name[Paul Pogba], sport[association football], num awards[1])",Paul Pogba sport association football. Paul Pogba num awards 1. Paul Pogba domain athletes.,Paul Pogba Association Football 1," Are you talking about Paul Pogba, the association football athlete with one award?",confirm,athletes,1,3
"confirm(name[Peter Lorimer], sport[association football], awards[N/A])",Peter Lorimer sport association football. Peter Lorimer awards N/A. Peter Lorimer domain athletes.,Peter Lorimer Association Football N/A," Are you talking about Peter Lorimer, the association football athlete?",confirm,athletes,1,3
"confirm(name[Marta Xargay], sport[basketball], num awards[0])",Marta Xargay sport basketball. Marta Xargay num awards 0. Marta Xargay domain athletes.,Marta Xargay Basketball 0," Are you talking about Marta Xargay, the basketball athlete who has won 0 awards?",confirm,athletes,1,3
"confirm(name[Besart Berisha], sport[association football], team positions[forward])",Besart Berisha sport association football. Besart Berisha team positions forward. Besart Berisha domain athletes.,Besart Berisha Association Football Forward," Are you talking about Besart Berisha, the association football player who is a forward?",confirm,athletes,1,3
"confirm(name[Simpson], sport[athletics], num awards[2])",O. J. Simpson sport athletics. O. J. Simpson num awards 2. O. J. Simpson domain athletes.,O. J. Simpson Athletics 2," Are you talking about O. J. Simpson, the athletics athlete who has won two awards?",confirm,athletes,1,3
"confirm(name[John Fleck], sport[association football], num awards[0])",John Fleck sport association football. John Fleck num awards 0. John Fleck domain athletes.,John Fleck Association Football 0," Are you talking about John Fleck, the association football athlete who has won zero awards?",confirm,athletes,1,3
"confirm(name[Paul Pogba], sport[association football], stats leader[match 51 of 2014 FIFA World Cup])",Paul Pogba sport association football. Paul Pogba stats leader match 51 of 2014 FIFA World Cup. Paul Pogba domain athletes.,Paul Pogba Association Football Match 51 Of 2014 Fifa World Cup," Are you talking about Paul Pogba, the association football athlete who was the leader in match 51 of the 2014 FIFA World Cup?",confirm,athletes,1,3
"confirm(name[Wayne Rooney], sport[association football], start time[2002])",Wayne Rooney sport association football. Wayne Rooney start time 2002. Wayne Rooney domain athletes.,Wayne Rooney Association Football 2002," Are you talking about Wayne Rooney, the association football player who started in 2002?",confirm,athletes,1,3
"confirm(name[Carlos Alcaraz], sport[tennis], stats leader[N/A])",Carlos Alcaraz sport tennis. Carlos Alcaraz stats leader N/A. Carlos Alcaraz domain athletes.,Carlos Alcaraz Tennis N/A," Are you talking about Carlos Alcaraz, the tennis player?",confirm,athletes,1,3
"confirm(name[Maryna Zanevska], sport[tennis], sports teams[Belgium Billie Jean King Cup team])",Maryna Zanevska sport tennis. Maryna Zanevska sports teams Belgium Billie Jean King Cup team. Maryna Zanevska domain athletes.,Maryna Zanevska Tennis Belgium Billie Jean King Cup Team," Are you talking about Maryna Zanevska, the tennis player who was part of the Belgium Billie Jean King Cup team?",confirm,athletes,1,3
"confirm(name[Ronaldo], sport[association football], num awards[11])",Ronaldo sport association football. Ronaldo num awards 11. Ronaldo domain athletes.,Ronaldo Association Football 11," Are you talking about Ronaldo, the association football player who has won 11 awards?",confirm,athletes,1,3
"confirm(name[Conor Washington], sport[association football], sports teams[Newport County A.F.C., Peterborough United F.C.])","Conor Washington sport association football. Conor Washington sports teams Newport County A.F.C., Peterborough United F.C.. Conor Washington domain athletes.","Conor Washington Association Football Newport County A.F.C., Peterborough United F.C."," Are you talking about Conor Washington, the association football player who has played for Newport County A.F.C. and Peterborough United F.C.?",confirm,athletes,1,3
"confirm(name[Robert Lewandowski], sport[association football], place of birth[Warsaw])",Robert Lewandowski sport association football. Robert Lewandowski place of birth Warsaw. Robert Lewandowski domain athletes.,Robert Lewandowski Association Football Warsaw," Are you talking about Robert Lewandowski, the association football player from Warsaw?",confirm,athletes,1,3
"confirm(name[Larry Bird], sport[basketball], awards[NBA All-Rookie Team])",Larry Bird sport basketball. Larry Bird awards NBA All-Rookie Team. Larry Bird domain athletes.,Larry Bird Basketball Nba All-Rookie Team," Are you talking about Larry Bird, the basketball athlete who made the NBA All-Rookie Team?",confirm,athletes,1,3
"confirm(name[Marta Xargay], sport[basketball], sports teams[CB Avenida, Dynamo Kursk])","Marta Xargay sport basketball. Marta Xargay sports teams CB Avenida, Dynamo Kursk. Marta Xargay domain athletes.","Marta Xargay Basketball Cb Avenida, Dynamo Kursk"," Are you talking about Marta Xargay, the basketball player who plays for CB Avenida and Dynamo Kursk?",confirm,athletes,1,3
"confirm(name[Wayne Rooney], sport[association football], awards[Bravo Award])",Wayne Rooney sport association football. Wayne Rooney awards Bravo Award. Wayne Rooney domain athletes.,Wayne Rooney Association Football Bravo Award," Are you talking about Wayne Rooney, the association football player who has won the Bravo Award?",confirm,athletes,1,3
"confirm(name[Conor Washington], sport[association football], place of birth[Chatham])",Conor Washington sport association football. Conor Washington place of birth Chatham. Conor Washington domain athletes.,Conor Washington Association Football Chatham," Are you talking about Conor Washington, the association football player from Chatham?",confirm,athletes,1,3
"confirm(name[Ahmad Nourollahi], sport[association football], awards[N/A])",Ahmad Nourollahi sport association football. Ahmad Nourollahi awards N/A. Ahmad Nourollahi domain athletes.,Ahmad Nourollahi Association Football N/A," Are you talking about Ahmad Nourollahi, the association football athlete?",confirm,athletes,1,3
"confirm(name[Arike Ogunbowale], sport[basketball], team positions[point guard])",Arike Ogunbowale sport basketball. Arike Ogunbowale team positions point guard. Arike Ogunbowale domain athletes.,Arike Ogunbowale Basketball Point Guard," Are you talking about Arike Ogunbowale, the point guard from the world of basketball?",confirm,athletes,1,3
"confirm(name[Ronaldo], sport[association football], date of birth[September 22, 1976])","Ronaldo sport association football. Ronaldo date of birth September 22, 1976. Ronaldo domain athletes.","Ronaldo Association Football September 22, 1976"," Are you talking about Ronaldo, the association football player born on September 22, 1976?",confirm,athletes,1,3
"confirm(name[Zizinho], sport[association football], sports teams[Brazil national football team, Audax Italiano])","Zizinho sport association football. Zizinho sports teams Brazil national football team, Audax Italiano. Zizinho domain athletes.","Zizinho Association Football Brazil National Football Team, Audax Italiano"," Are you talking about Zizinho, the association football player who has been part of the Brazil national football team and Audax Italiano?",confirm,athletes,1,3
"confirm(name[Cristiano Ronaldo], sport[association football], sports teams[Al-Nassr])",Cristiano Ronaldo sport association football. Cristiano Ronaldo sports teams Al-Nassr. Cristiano Ronaldo domain athletes.,Cristiano Ronaldo Association Football Al-Nassr," Are you talking about Cristiano Ronaldo, the association football player who is part of Al-Nassr?",confirm,athletes,1,3
"confirm(name[Venus Williams], sport[tennis], awards[Best Female Tennis Player ESPY Award])",Venus Williams sport tennis. Venus Williams awards Best Female Tennis Player ESPY Award. Venus Williams domain athletes.,Venus Williams Tennis Best Female Tennis Player Espy Award," Are you talking about Venus Williams, the tennis player who has won the Best Female Tennis Player ESPY Award?",confirm,athletes,1,3
"confirm(name[Noah Rubin], sport[tennis], sports teams[Wake Forest Demon Deacons mens tennis])",Noah Rubin sport tennis. Noah Rubin sports teams Wake Forest Demon Deacons mens tennis. Noah Rubin domain athletes.,Noah Rubin Tennis Wake Forest Demon Deacons Mens Tennis," Are you talking about Noah Rubin, the tennis athlete who is a part of the Wake Forest Demon Deacons men's team?",confirm,athletes,1,3
"confirm(name[Giannis Antetokounmpo], sport[basketball], team positions[small forward])",Giannis Antetokounmpo sport basketball. Giannis Antetokounmpo team positions small forward. Giannis Antetokounmpo domain athletes.,Giannis Antetokounmpo Basketball Small Forward," Are you speaking of Giannis Antetokounmpo, the basketball small forward?",confirm,athletes,1,3
"confirm(name[Billy Vunipola], sport[rugby union], stats leader[N/A])",Billy Vunipola sport rugby union. Billy Vunipola stats leader N/A. Billy Vunipola domain athletes.,Billy Vunipola Rugby Union N/A," Are you talking about Billy Vunipola, the rugby union athlete?",confirm,athletes,1,3
"confirm(name[Jake Paul], sport[boxing], team positions[N/A])",Jake Paul sport boxing. Jake Paul team positions N/A. Jake Paul domain athletes.,Jake Paul Boxing N/A," Are you talking about Jake Paul, the boxing athlete?",confirm,athletes,1,3
"confirm(name[Kendall Gill], sport[basketball], num awards[0])",Kendall Gill sport basketball. Kendall Gill num awards 0. Kendall Gill domain athletes.,Kendall Gill Basketball 0," Are you talking about Kendall Gill, the basketball athlete who has won 0 awards?",confirm,athletes,1,3
"confirm(name[Billy Vunipola], sport[rugby union], date of birth[November 3, 1992])","Billy Vunipola sport rugby union. Billy Vunipola date of birth November 3, 1992. Billy Vunipola domain athletes.","Billy Vunipola Rugby Union November 3, 1992"," Are you talking about Billy Vunipola, the rugby union player born on November 3, 1992?",confirm,athletes,1,3
"confirm(name[Joseph Yobo], sport[association football], stats leader[N/A])",Joseph Yobo sport association football. Joseph Yobo stats leader N/A. Joseph Yobo domain athletes.,Joseph Yobo Association Football N/A," Are you talking about Joseph Yobo, the association football player?",confirm,athletes,1,3
"confirm(name[Logan Paul], sport[boxing], awards[Gold Play Button])",Logan Paul sport boxing. Logan Paul awards Gold Play Button. Logan Paul domain athletes.,Logan Paul Boxing Gold Play Button," Are you talking about Logan Paul, the boxer who has won a Gold Play Button?",confirm,athletes,1,3
"confirm(name[Sammy Ameobi], sport[association football], num awards[0])",Sammy Ameobi sport association football. Sammy Ameobi num awards 0. Sammy Ameobi domain athletes.,Sammy Ameobi Association Football 0," Are you talking about Sammy Ameobi, the association football athlete who has 0 awards?",confirm,athletes,1,3
"confirm(name[Floyd Mayweather], sport[boxing], stats leader[N/A])",Floyd Mayweather sport boxing. Floyd Mayweather stats leader N/A. Floyd Mayweather domain athletes.,Floyd Mayweather Boxing N/A," Are you talking about Floyd Mayweather, the boxing athlete?",confirm,athletes,1,3
"confirm(name[Leon Osman], sport[association football], stats leader[N/A])",Leon Osman sport association football. Leon Osman stats leader N/A. Leon Osman domain athletes.,Leon Osman Association Football N/A," Are you talking about Leon Osman, the association football player?",confirm,athletes,1,3
"confirm(name[Leon Osman], sport[association football], date of birth[May 17, 1981])","Leon Osman sport association football. Leon Osman date of birth May 17, 1981. Leon Osman domain athletes.","Leon Osman Association Football May 17, 1981"," Are you talking about Leon Osman, the association football player born on May 17, 1981?",confirm,athletes,1,3
"confirm(name[David Beckham], sport[association football], date of birth[May 2, 1975])","David Beckham sport association football. David Beckham date of birth May 2, 1975. David Beckham domain athletes.","David Beckham Association Football May 2, 1975"," Are you talking about David Beckham, the association football athlete born on May 2, 1975?",confirm,athletes,1,3
"confirm(name[Djamel Belmadi], sport[association football], num awards[0])",Djamel Belmadi sport association football. Djamel Belmadi num awards 0. Djamel Belmadi domain athletes.,Djamel Belmadi Association Football 0," Are you talking about Djamel Belmadi, the association football athlete who has won zero awards?",confirm,athletes,1,3
"confirm(name[Carlos Alcaraz], sport[tennis], team positions[N/A])",Carlos Alcaraz sport tennis. Carlos Alcaraz team positions N/A. Carlos Alcaraz domain athletes.,Carlos Alcaraz Tennis N/A," Are you bringing up Carlos Alcaraz, the tennis player?",confirm,athletes,1,3
"confirm(name[David Beckham], sport[association football], stats leader[2006 FIFA World Cup Match 19])",David Beckham sport association football. David Beckham stats leader 2006 FIFA World Cup Match 19. David Beckham domain athletes.,David Beckham Association Football 2006 Fifa World Cup Match 19," Are you talking about David Beckham, the association football athlete who was the leader in 2006 FIFA World Cup Match 19?",confirm,athletes,1,3
"confirm(name[Novak Djokovic], sport[tennis], awards[Order of St])",Novak Djokovic sport tennis. Novak Djokovic awards Order of St. Sava. Novak Djokovic domain athletes.,Novak Djokovic Tennis Order Of St. Sava," Are you talking about Novak Djokovic, the tennis player who has been awarded the Order of St. Sava?",confirm,athletes,1,3
"confirm(name[Billy Vunipola], sport[rugby union], start time[2011])",Billy Vunipola sport rugby union. Billy Vunipola start time 2011. Billy Vunipola domain athletes.,Billy Vunipola Rugby Union 2011," Are you talking about Billy Vunipola, the rugby union athlete who started in 2011?",confirm,athletes,1,3
"confirm(name[Davie Selke], sport[association football], stats leader[2014 UEFA European Under-19 Football Championship])",Davie Selke sport association football. Davie Selke stats leader 2014 UEFA European Under-19 Football Championship. Davie Selke domain athletes.,Davie Selke Association Football 2014 Uefa European Under-19 Football Championship," Are you mentioning Davie Selke, the association football athlete who led the 2014 UEFA European Under-19 Football Championship?",confirm,athletes,1,3
"confirm(name[Wilt Chamberlain], sport[basketball], place of birth[Philadelphia])",Wilt Chamberlain sport basketball. Wilt Chamberlain place of birth Philadelphia. Wilt Chamberlain domain athletes.,Wilt Chamberlain Basketball Philadelphia," Are we discussing Wilt Chamberlain, the basketball player from Philadelphia?",confirm,athletes,1,3
"confirm(name[Simpson], sport[athletics], awards[Pro Football Hall of Fame])",O. J. Simpson sport athletics. O. J. Simpson awards Pro Football Hall of Fame. O. J. Simpson domain athletes.,O. J. Simpson Athletics Pro Football Hall Of Fame," Are you talking about O. J. Simpson, the athletics athlete who was inducted into the Pro Football Hall of Fame?",confirm,athletes,1,3
"confirm(name[Marta Xargay], sport[basketball], sports teams[Dynamo Kursk, CB Avenida])","Marta Xargay sport basketball. Marta Xargay sports teams Dynamo Kursk, CB Avenida. Marta Xargay domain athletes.","Marta Xargay Basketball Dynamo Kursk, Cb Avenida"," Are you talking about Marta Xargay, the basketball player who has been part of teams like Dynamo Kursk and CB Avenida?",confirm,athletes,1,3
"confirm(name[Paul Pogba], sport[association football], start time[2011])",Paul Pogba sport association football. Paul Pogba start time 2011. Paul Pogba domain athletes.,Paul Pogba Association Football 2011," Are you talking about Paul Pogba, the association football athlete who started playing in 2011?",confirm,athletes,1,3
"confirm(name[Matt Holland], sport[association football], start time[1996])",Matt Holland sport association football. Matt Holland start time 1996. Matt Holland domain athletes.,Matt Holland Association Football 1996," Are you talking about Matt Holland, the association football athlete who started playing in 1996?",confirm,athletes,1,3
"confirm(name[Fredy Montero], sport[association football], date of birth[July 26, 1987])","Fredy Montero sport association football. Fredy Montero date of birth July 26, 1987. Fredy Montero domain athletes.","Fredy Montero Association Football July 26, 1987"," Are you talking about Fredy Montero, the association football player born on July 26, 1987?",confirm,athletes,1,3
"confirm(name[Zizinho], sport[association football], start time[1939])",Zizinho sport association football. Zizinho start time 1939. Zizinho domain athletes.,Zizinho Association Football 1939," Are you talking about Zizinho, the association football athlete who started in 1939?",confirm,athletes,1,3
"confirm(name[Ahmad Nourollahi], sport[association football], start time[2011])",Ahmad Nourollahi sport association football. Ahmad Nourollahi start time 2011. Ahmad Nourollahi domain athletes.,Ahmad Nourollahi Association Football 2011," Are you talking about Ahmad Nourollahi, the association football athlete who started playing in 2011?",confirm,athletes,1,3
"confirm(name[Monty Brown], sport[American football], start time[2001])",Monty Brown sport American football. Monty Brown start time 2001. Monty Brown domain athletes.,Monty Brown American Football 2001," Are we talking about Monty Brown, the American football athlete who started playing in 2001?",confirm,athletes,1,3
"confirm(name[John Kirwan], sport[rugby union], start time[1983])",John Kirwan sport rugby union. John Kirwan start time 1983. John Kirwan domain athletes.,John Kirwan Rugby Union 1983," Are you talking about John Kirwan, the rugby union athlete who started playing in 1983?",confirm,athletes,1,3
"confirm(name[Luigi Di Biagio], sport[association football], place of birth[Rome])",Luigi Di Biagio sport association football. Luigi Di Biagio place of birth Rome. Luigi Di Biagio domain athletes.,Luigi Di Biagio Association Football Rome," Are you talking about Luigi Di Biagio, the association football athlete from Rome?",confirm,athletes,1,3
"confirm(name[Kobe Bryant], sport[basketball], date of birth[August 23, 1978])","Kobe Bryant sport basketball. Kobe Bryant date of birth August 23, 1978. Kobe Bryant domain athletes.","Kobe Bryant Basketball August 23, 1978"," Are you talking about Kobe Bryant, the basketball player born on August 23, 1978?",confirm,athletes,1,3
"confirm(name[Peter Lorimer], sport[association football], team positions[wing half])",Peter Lorimer sport association football. Peter Lorimer team positions wing half. Peter Lorimer domain athletes.,Peter Lorimer Association Football Wing Half," Are you bringing up Peter Lorimer, the association football player known for his wing-half position?",confirm,athletes,1,3
"confirm(name[Dwayne Johnson], sport[professional wrestling], num awards[3])",Dwayne Johnson sport professional wrestling. Dwayne Johnson num awards 3. Dwayne Johnson domain athletes.,Dwayne Johnson Professional Wrestling 3," Are you talking about Dwayne Johnson, the professional wrestler who has won three awards?",confirm,athletes,1,3
"confirm(name[Tim Thomas], sport[basketball], sports teams[Chicago Bulls, Villanova Wildcats mens basketball])","Tim Thomas sport basketball. Tim Thomas sports teams Chicago Bulls, Villanova Wildcats mens basketball. Tim Thomas domain athletes.","Tim Thomas Basketball Chicago Bulls, Villanova Wildcats Mens Basketball"," Are you talking about Tim Thomas, the basketball player who was part of the Chicago Bulls and the Villanova Wildcats men's team?",confirm,athletes,1,3
"confirm(name[Billy Vunipola], sport[rugby union], awards[N/A])",Billy Vunipola sport rugby union. Billy Vunipola awards N/A. Billy Vunipola domain athletes.,Billy Vunipola Rugby Union N/A," Are you talking about Billy Vunipola, the rugby union player?",confirm,athletes,1,3
"confirm(name[Zizinho], sport[association football], place of birth[Rio de Janeiro])",Zizinho sport association football. Zizinho place of birth Rio de Janeiro. Zizinho domain athletes.,Zizinho Association Football Rio De Janeiro," Are you bringing up Zizinho, the association football player from Rio de Janeiro?",confirm,athletes,1,3
"confirm(name[Dwayne Johnson], sport[professional wrestling], team positions[defensive lineman])",Dwayne Johnson sport professional wrestling. Dwayne Johnson team positions defensive lineman. Dwayne Johnson domain athletes.,Dwayne Johnson Professional Wrestling Defensive Lineman," Are you talking about Dwayne Johnson, the professional wrestler and defensive lineman?",confirm,athletes,1,3
"confirm(name[Noah Rubin], sport[tennis], awards[N/A])",Noah Rubin sport tennis. Noah Rubin awards N/A. Noah Rubin domain athletes.,Noah Rubin Tennis N/A," Are you talking about Noah Rubin, the tennis athlete?",confirm,athletes,1,3
"confirm(name[LeBron James], sport[basketball], team positions[point forward])",LeBron James sport basketball. LeBron James team positions point forward. LeBron James domain athletes.,Lebron James Basketball Point Forward," Are we talking about LeBron James, the basketball player known for his point forward role?",confirm,athletes,1,3
"confirm(name[Alexis Mac Allister], sport[association football], place of birth[Santa Rosa])",Alexis Mac Allister sport association football. Alexis Mac Allister place of birth Santa Rosa. Alexis Mac Allister domain athletes.,Alexis Mac Allister Association Football Santa Rosa," Are you bringing up Alexis Mac Allister, the association football player from Santa Rosa?",confirm,athletes,1,3
"confirm(name[David Campese], sport[rugby union], sports teams[New South Wales Waratahs, Petrarca Rugby])","David Campese sport rugby union. David Campese sports teams New South Wales Waratahs, Petrarca Rugby. David Campese domain athletes.","David Campese Rugby Union New South Wales Waratahs, Petrarca Rugby"," Are you talking about David Campese, the rugby union player who has played for the New South Wales Waratahs and Petrarca Rugby?",confirm,athletes,1,3
"confirm(name[Novak Djokovic], sport[tennis], team positions[N/A])",Novak Djokovic sport tennis. Novak Djokovic team positions N/A. Novak Djokovic domain athletes.,Novak Djokovic Tennis N/A," Are you talking about Novak Djokovic, the tennis athlete?",confirm,athletes,1,3
"confirm(name[Jake Paul], sport[boxing], num awards[3])",Jake Paul sport boxing. Jake Paul num awards 3. Jake Paul domain athletes.,Jake Paul Boxing 3," Are you talking about Jake Paul, the boxing athlete who has won three awards?",confirm,athletes,1,3
"confirm(name[Andy Murray], sport[tennis], awards[Knight Bachelor])",Andy Murray sport tennis. Andy Murray awards Knight Bachelor. Andy Murray domain athletes.,Andy Murray Tennis Knight Bachelor," Are you talking about Andy Murray, the tennis player who was awarded a Knight Bachelor?",confirm,athletes,1,3
"confirm(name[Jude Bellingham], sport[association football], date of birth[June 29, 2003])","Jude Bellingham sport association football. Jude Bellingham date of birth June 29, 2003. Jude Bellingham domain athletes.","Jude Bellingham Association Football June 29, 2003"," Are you talking about Jude Bellingham, the association football athlete born on June 29, 2003?",confirm,athletes,1,3
"confirm(name[John Kirwan], sport[rugby union], awards[Member of the Order of the British Empire])",John Kirwan sport rugby union. John Kirwan awards Member of the Order of the British Empire. John Kirwan domain athletes.,John Kirwan Rugby Union Member Of The Order Of The British Empire," Are you talking about John Kirwan, the rugby union player who was awarded Member of the Order of the British Empire?",confirm,athletes,1,3
"confirm(name[Peter Lorimer], sport[association football], place of birth[Dundee])",Peter Lorimer sport association football. Peter Lorimer place of birth Dundee. Peter Lorimer domain athletes.,Peter Lorimer Association Football Dundee," Are you talking about Peter Lorimer, the association football athlete from Dundee?",confirm,athletes,1,3
"confirm(name[Tim Thomas], sport[basketball], start time[1997])",Tim Thomas sport basketball. Tim Thomas start time 1997. Tim Thomas domain athletes.,Tim Thomas Basketball 1997," Are you talking about Tim Thomas, the basketball athlete who started in 1997?",confirm,athletes,1,3
"confirm(name[Wilt Chamberlain], sport[basketball], num awards[6])",Wilt Chamberlain sport basketball. Wilt Chamberlain num awards 6. Wilt Chamberlain domain athletes.,Wilt Chamberlain Basketball 6," Are you talking about Wilt Chamberlain, the basketball player who has earned six awards?",confirm,athletes,1,3
"confirm(name[Nick Kyrgios], sport[tennis], team positions[N/A])",Nick Kyrgios sport tennis. Nick Kyrgios team positions N/A. Nick Kyrgios domain athletes.,Nick Kyrgios Tennis N/A," Are you talking about Nick Kyrgios, the tennis athlete?",confirm,athletes,1,3
"confirm(name[Simpson], sport[athletics], sports teams[San Francisco 49ers, USC Trojans football])","O. J. Simpson sport athletics. O. J. Simpson sports teams San Francisco 49ers, USC Trojans football. O. J. Simpson domain athletes.","O. J. Simpson Athletics San Francisco 49Ers, Usc Trojans Football"," Are you talking about O. J. Simpson, the athlete from the San Francisco 49ers and USC Trojans football teams?",confirm,athletes,1,3
"confirm(name[Conor Washington], sport[association football], start time[2012])",Conor Washington sport association football. Conor Washington start time 2012. Conor Washington domain athletes.,Conor Washington Association Football 2012," Are you talking about Conor Washington, the association football athlete who started in 2012?",confirm,athletes,1,3
"confirm(name[Nilmar], sport[association football], team positions[forward])",Nilmar sport association football. Nilmar team positions forward. Nilmar domain athletes.,Nilmar Association Football Forward," Are you talking about Nilmar, the association football forward?",confirm,athletes,1,3
"confirm(name[Sam Morsy], sport[association football], num awards[0])",Sam Morsy sport association football. Sam Morsy num awards 0. Sam Morsy domain athletes.,Sam Morsy Association Football 0," Are you bringing up Sam Morsy, the association football athlete who has won 0 awards?",confirm,athletes,1,3
"confirm(name[Neymar], sport[association football], awards[South American Footballer of the Year])",Neymar sport association football. Neymar awards South American Footballer of the Year. Neymar domain athletes.,Neymar Association Football South American Footballer Of The Year," Are you talking about Neymar, the association football player who was awarded the South American Footballer of the Year?",confirm,athletes,1,3
"confirm(name[Cristiano Ronaldo], sport[association football], awards[Commander of the Order of Merit of Portugal])",Cristiano Ronaldo sport association football. Cristiano Ronaldo awards Commander of the Order of Merit of Portugal. Cristiano Ronaldo domain athletes.,Cristiano Ronaldo Association Football Commander Of The Order Of Merit Of Portugal," Are you talking about Cristiano Ronaldo, the association football player who was awarded the Commander of the Order of Merit of Portugal?",confirm,athletes,1,3
"confirm(name[Noah Rubin], sport[tennis], stats leader[N/A])",Noah Rubin sport tennis. Noah Rubin stats leader N/A. Noah Rubin domain athletes.,Noah Rubin Tennis N/A," Are you talking about Noah Rubin, the tennis athlete?",confirm,athletes,1,3
