mr_new,pseudo_mr,text,da,entity,num_hops,num_triples,pred,da_acc,LM_prob,PPL,pseudo_bleu,BBLEU
Lord of the Rings based on The Lord of the Rings. The Lord of the Rings country of origin United Kingdom. Lord of the Rings genre fantasy. Lord of the Rings developer Reiner Knizia. Lord of the Rings genre fantasy.,Lord of the Rings The Lord of the Rings United Kingdom fantasy Reiner Knizia fantasy,Lord of the Rings by Reiner Knizia is a fantasy game based on The Lord of the Rings from the United Kingdom.,inform,boardgames,2,5,inform,1,0.048815901,20.4851284,30.70898761,0.90544504
Afrikan tähti genre roll-and-move game. Matka kotiin jouluksi genre roll-and-move game.,Afrikan tähti roll-and-move game Matka kotiin jouluksi,Have you ever played a roll-and-move game like Afrikan tähti or Matka kotiin jouluksi?,suggest,boardgames,2,2,suggest,1,0.007249843025,137.934021,14.3779191,0.942875
Chicago rating poor. Chicago maximum number of players 4. Chicago publisher Ravensburger.,poor Chicago 4 Ravensburger," I don't think much of Chicago. Despite being published by Ravensburger, it's a poorly designed game with a maximum of 4 players.",give_opinion,boardgames,2,3,give_opinion,1,0.01589925073,62.89604568,1.982256627,0.6975338
Punaisten ja valkoisten taistelu Suomessa 1918 rating poor. Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. War of 1812 genre wargame.,poor Punaisten ja valkoisten taistelu Suomessa 1918 wargame War of 1812,I think Punaisten ja valkoisten taistelu Suomessa 1918 is a poor wargame. It doesn't have the same level of complexity as War of 1812.,give_opinion,boardgames,3,3,give_opinion,1,0.008533780023,117.181366,23.8194861,0.9352356
Lord of the Rings based on The Lord of the Rings. The Lord of the Rings publisher George Allen & Unwin. The Letters of J. R. R. Tolkien publisher George Allen & Unwin.,Lord of the Rings The Lord of the Rings George Allen & Unwin The Letters of J. R. R. Tolkien," Lord of the Rings is based on The Lord of the Rings, published by George Allen & Unwin, along with The Letters of J. R. R. Tolkien.",inform,boardgames,3,3,inform,1,0.1090014084,9.174193382,52.05406243,0.9358167
Star Realms rating excellent. Star Realms publisher Iello.,excellent Star Realms Iello," You said you love Star Realms, which was published by Iello. Is that the same for all Iello games?",verify_attribute,boardgames,2,2,verify_attribute,1,0.0141500441,70.67115784,3.8229747,0.677874
Enchanted Forest rating average. Enchanted Forest publisher Ravensburger. Enchanted Forest genre fantasy.,average Enchanted Forest Ravensburger fantasy,You said Enchanted Forest was just okay. Do you usually find fantasy games from Ravensburger to be mediocre?,verify_attribute,boardgames,2,3,verify_attribute,1,0.006412695132,155.9406738,4.553719184,0.81839234
Star Realms publisher Iello. Andor: The Family Fantasy Game publisher Iello.,Star Realms Iello Andor: The Family Fantasy Game,Have you tried any of Iello's games like Star Realms or Andor: The Family Fantasy Game?,suggest,boardgames,2,2,suggest,1,0.005166929037,193.538559,29.75928234,0.86259615
Barbarossa developer Klaus Teuber. Anno 1503 developer Klaus Teuber.,Barbarossa Klaus Teuber Anno 1503," Have you ever played a game by Klaus Teuber, like Barbarossa or Anno 1503?",suggest,boardgames,2,2,suggest,1,0.01180411325,84.7162323,7.314031827,0.87805766
Betrayal at House on the Hill publisher Hasbro. Risk publisher Hasbro. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill publisher Avalon Hill. Betrayal at House on the Hill developer Bruce Glassco. The Game of Life publisher Hasbro.,Betrayal at House on the Hill Hasbro Risk Bruce Glassco Avalon Hill Bruce Glassco The Game of Life," Betrayal at House on the Hill, developed by Bruce Glassco and published by Hasbro and Avalon Hill, Risk and The Game of Life are all published by Hasbro.",inform,boardgames,2,6,inform,1,0.01142699221,87.51209259,26.70379969,0.77106094
Chicago publisher Ravensburger. Alaska publisher Ravensburger. Chicago publisher Flying Turtle Games. Chicago genre strategy game.,Chicago Ravensburger Alaska Flying Turtle Games strategy game," Chicago is a strategy game published by Ravensburger and Flying Turtle Games, while Alaska is another board game from Ravensburger.",inform,boardgames,2,4,inform,1,0.008023000509,124.6416473,9.092617427,0.8979125
Axis & Allies genre board wargame. Machiavelli genre board wargame.,Axis & Allies board wargame Machiavelli,Have you ever played a board wargame like Axis & Allies or Machiavelli?,suggest,boardgames,2,2,suggest,1,0.02237722696,44.68828964,13.91231164,0.90090257
Mangala based on mancala. Congkak based on mancala.,Mangala mancala Congkak," Have you ever heard of mancala? If so, you should try Mangala and Congkak.",recommend,boardgames,2,2,recommend,1,0.01156791534,86.44599915,3.009804384,0.8148629
Betrayal at House on the Hill publisher Hasbro. Trivial Pursuit publisher Hasbro. Betrayal at House on the Hill publisher Asmodee. Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill minimum number of players 3. Mastermind publisher Hasbro.,Betrayal at House on the Hill Hasbro Trivial Pursuit Asmodee cooperative board game Bruce Glassco 3 Mastermind," Betrayal at House on the Hill, developed by Bruce Glassco, is a cooperative board game for at least 3 players, published by Hasbro and Asmodee. Mastermind is also published by Hasbro, as well as Trivial Pursuit.",inform,boardgames,2,7,inform,1,0.02511346343,39.81927872,17.09646164,0.7996584
Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Space Empires 4X genre wargame.,Punaisten ja valkoisten taistelu Suomessa 1918 wargame Space Empires 4X," If you're into wargames, have you tried Punaisten ja valkoisten taistelu Suomessa 1918 or Space Empires 4X?",recommend,boardgames,2,2,recommend,1,0.002219445507,450.5629883,31.74747571,0.9517313
Mangala based on mancala. La'b Madjnuni based on mancala.,Mangala mancala La'b Madjnuni,Have you ever heard of Mangala or La'b Madjnuni? They're based on mancala.,recommend,boardgames,2,2,recommend,1,0.004380946333,228.2611847,6.250381528,0.8719243
Cosmic Encounter rating average. Cosmic Encounter genre science fiction. Cosmic Encounter publisher Fantasy Flight Games.,average Cosmic Encounter science fiction Fantasy Flight Games," I think Cosmic Encounter is an average game. Fantasy Flight Games produces good games, but I find the science fiction theme of Cosmic Encounter to be a bit too slow-paced for my taste.",give_opinion,boardgames,2,3,give_opinion,1,0.05026534439,19.89442253,5.800148931,0.829884
Enchanted Forest developer Alex Randolph. Leinen los! developer Alex Randolph. Enchanted Forest publisher Ravensburger. Enchanted Forest publisher Ravensburger. Enchanted Forest maximum number of players 6. Tief im Riff developer Alex Randolph. Cardino developer Alex Randolph.,Enchanted Forest Alex Randolph Leinen los! Ravensburger Ravensburger 6 Tief im Riff Cardino," Enchanted Forest, Leinen los!, Tief im Riff and Cardino were all developed by Alex Randolph, and published by Ravensburger with a maximum of 6 players.",inform,boardgames,2,7,inform,1,0.002686317798,372.2567749,10.43550303,0.85043985
Mangala genre abstract strategy game. Katro genre abstract strategy game.,Mangala abstract strategy game Katro,Have you ever played an abstract strategy game like Mangala or Katro?,suggest,boardgames,2,2,suggest,1,0.00768183764,130.1771851,13.0651133,0.8972697
Carcassonne rating good. Carcassonne maximum number of players 6. Carcassonne based on Carcassonne.,good Carcassonne 6 Carcassonne,I like Carcassonne because it can be played by up to 6 people and it's based on the classic French game of Carcassonne.,give_opinion,boardgames,2,3,give_opinion,1,0.06461183273,15.47704124,2.070570665,0.78771836
Dune genre science fiction. Star Fleet Battles genre science fiction.,Dune science fiction Star Fleet Battles," Have you ever played a science fiction game? If not, you should check out Dune and Star Fleet Battles.",recommend,boardgames,2,2,recommend,1,0.03807395827,26.26467133,8.461633959,0.80715024
HeroQuest publisher Games Workshop. White Dwarf publisher Games Workshop.,HeroQuest Games Workshop White Dwarf,HeroQuest and White Dwarf are both published by Games Workshop.,inform,boardgames,2,2,inform,1,0.01268153784,78.85478973,11.20846675,0.8610516
War of 1812 rating average. War of 1812 publisher Columbia Games. War of 1812 publisher Columbia Games.,average War of 1812 Columbia Games War of 1812,You said War of 1812 was just average. Does that extend to other Columbia Games titles?,verify_attribute,boardgames,3,3,verify_attribute,1,0.008488228567,117.8102112,10.52149517,0.7399303
cooperative board game rating average. Unlock! Mystery Adventures genre cooperative board game.,average cooperative board game Unlock! Mystery Adventures,Why is Unlock! Mystery Adventures only an average cooperative board game for you?,request_explanation,boardgames,2,2,request_explanation,1,0.001185738427,843.3563232,32.9038588,0.916248
Descent: Journeys in the Dark publisher Fantasy Flight Games. Fallout publisher Fantasy Flight Games. Descent: Journeys in the Dark genre fantasy. Descent: Legends of the Dark publisher Fantasy Flight Games.,Descent: Journeys in the Dark Fantasy Flight Games Fallout fantasy Descent: Legends of the Dark," Fantasy Flight Games published Descent: Journeys in the Dark and Fallout, both fantasy games, along with Descent: Legends of the Dark.",inform,boardgames,2,4,inform,1,0.03004000001,33.28894806,41.85938788,0.93300956
Yomi genre card game. The hero kill genre card game. Yomi minimum number of players 2. Yomi minimum number of players 2. Yomi minimum number of players 2. For the Queen game mechanics card game.,Yomi card game The hero kill 2 2 2 For the Queen," Yomi and The Hero Kill are card games for at least 2 players, while For The Queen utilizes card game mechanics.",inform,boardgames,2,6,inform,1,0.005562067946,179.7892456,4.504556737,0.681093
Mangala based on mancala. Bao based on mancala. Bao based on mancala. Mangala minimum number of players 2.,Mangala mancala Bao mancala 2," Mangala and Bao are both based on the mancala game, with Mangala requiring at least 2 players.",inform,boardgames,3,4,inform,1,0.01172042627,85.32112885,2.862999366,0.7970804
Chicago rating poor. Chicago genre strategy game.,poor Chicago strategy game,Chicago is a poor strategy game. It lacks the depth and complexity that one would expect from a strategy game.,give_opinion,boardgames,2,2,give_opinion,1,0.03016132276,33.15504456,4.108053662,0.7599058
Cosmic Encounter genre science fiction. RoboRally genre science fiction.,Cosmic Encounter science fiction RoboRally,Do you ever play science fiction themed games like Cosmic Encounter or RoboRally?,suggest,boardgames,2,2,suggest,1,0.01090017688,91.74163055,8.493098745,0.84886193
Betrayal at House on the Hill rating average. Betrayal at House on the Hill publication date 2004. Betrayal at House on the Hill genre horror fiction.,average Betrayal at House on the Hill 2004 horror fiction," Betrayal at House on the Hill is an average game, but I think it's a great example of horror fiction from 2004.",give_opinion,boardgames,2,3,give_opinion,1,0.02208380344,45.2820549,23.05089863,0.84794974
Scotland Yard publisher Ravensburger. The Name of the Rose publisher Ravensburger. Scotland Yard game mechanics cooperative gameplay. Can't Stop publisher Ravensburger.,Scotland Yard Ravensburger The Name of the Rose cooperative gameplay Can't Stop," Scotland Yard and The Name of the Rose are both published by Ravensburger, with Scotland Yard involving cooperative gameplay, while Can't Stop is also published by Ravensburger.",inform,boardgames,2,4,inform,1,0.008984712786,111.3001633,16.63785642,0.8573117
Battle Masters rating average. Battle Masters based on Warhammer. Battle Masters publication date 1992.,average Battle Masters Warhammer 1992," I believe Battle Masters is an average game. It's based on Warhammer, but it's dated since its publication in 1992.",give_opinion,boardgames,2,3,give_opinion,1,0.01773097688,56.39847183,4.14114133,0.7430897
Sherlock Holmes Consulting Detective rating excellent. Sherlock Holmes Consulting Detective game mechanics gamebook. Ratus genre gamebook.,excellent Sherlock Holmes Consulting Detective gamebook Ratus," I think Sherlock Holmes Consulting Detective is an excellent game thanks to its gamebook-style mechanics. Ratus is another gamebook that I find enjoyable, but Sherlock Holmes Consulting Detective stands out from the rest.",give_opinion,boardgames,2,3,give_opinion,1,0.01679366035,59.54627991,7.382806265,0.87428474
Afrikan tähti rating poor. Afrikan tähti: Retkikunnat based on Afrikan tähti.,poor Afrikan tähti Afrikan tähti: Retkikunnat," I think Afrikan tähti is a poor game. Even though Afrikan tähti: Retkikunnat is based on it, I find it to be too slow and not very engaging.",give_opinion,boardgames,2,2,give_opinion,1,0.02463511195,40.59246826,8.975099574,0.8950832
HeroQuest rating good. HeroQuest publisher Games Workshop. HeroQuest genre fantasy.,good HeroQuest Games Workshop fantasy,You said HeroQuest was pretty good. Is that the same for other fantasy games by Games Workshop?,verify_attribute,boardgames,2,3,verify_attribute,1,0.01489620435,67.13119507,5.091212823,0.80465114
science fiction rating average. Ogre genre science fiction.,average science fiction Ogre,What do you think makes Ogre an average science fiction game?,request_explanation,boardgames,2,2,request_explanation,1,0.008309298735,120.3470993,13.54599427,0.8667524
Cosmic Encounter genre science fiction. Space Hulk genre science fiction.,Cosmic Encounter science fiction Space Hulk,Have you ever played a science fiction game like Cosmic Encounter or Space Hulk?,suggest,boardgames,2,2,suggest,1,0.03033558299,32.96458817,9.103526406,0.85958064
Scotland Yard publisher Ravensburger. Colomino publisher Ravensburger. The Name of the Rose publisher Ravensburger.,Scotland Yard Ravensburger Colomino The Name of the Rose," Scotland Yard, Colomino and The Name of the Rose are all published by Ravensburger.",inform,boardgames,2,3,inform,1,0.006186889451,161.6321106,28.0395012,0.9306885
Twilight Struggle publisher GMT Games. Commands & Colors: Ancients publisher GMT Games.,Twilight Struggle GMT Games Commands & Colors: Ancients,Have you ever heard of GMT Games? They made Twilight Struggle and Commands & Colors: Ancients.,recommend,boardgames,2,2,recommend,1,0.004327212997,231.0956268,24.29335519,0.9059308
Descent: Journeys in the Dark publisher Fantasy Flight Games. Fallout publisher Fantasy Flight Games.,Descent: Journeys in the Dark Fantasy Flight Games Fallout," From Fantasy Flight Games, have you heard of Descent: Journeys in the Dark and Fallout?",recommend,boardgames,2,2,recommend,1,0.01109943347,90.09468842,34.57913759,0.8975807
Carcassonne publisher Hans im Glück. Goa publisher Hans im Glück. Carcassonne publication date 2000. Carcassonne genre German-style board game.,Carcassonne Hans im Glück Goa 2000 German-style board game,Carcassonne and Goa are German-style board games published by Hans im Glück in 2000.,inform,boardgames,2,4,inform,1,0.01002809077,99.71987915,13.83436846,0.90711623
Betrayal at House on the Hill publisher Hasbro. Monopoly publisher Hasbro.,Betrayal at House on the Hill Hasbro Monopoly," Do you know about Betrayal at House on the Hill from Hasbro? It's a great game, just like Monopoly.",recommend,boardgames,2,2,recommend,1,0.02785694877,35.897686,22.86672223,0.83884585
Mangala based on mancala. Congkak based on mancala. Congkak maximum number of players 2. Mangala genre abstract strategy game.,Mangala mancala Congkak 2 abstract strategy game,Mangala and Congkak are abstract strategy games based on the mancala game for up to 2 players.,inform,boardgames,3,4,inform,1,0.004719783387,211.8741302,5.875148472,0.88724416
Chicago publisher Ravensburger. Labyrinth publisher Ravensburger.,Chicago Ravensburger Labyrinth,Chicago and Labyrinth are both published by Ravensburger.,inform,boardgames,2,2,inform,1,0.002390367217,418.3457642,6.274655311,0.8827662
Yomi genre card game. Ariokan genre card game.,Yomi card game Ariokan,Yomi and Ariokan are both card games.,inform,boardgames,2,2,inform,1,0.00309294893,323.31604,7.267884212,0.868883
fantasy rating good. Dungeonquest genre fantasy.,good fantasy Dungeonquest,What makes Dungeonquest fantasy games good for you?,request_explanation,boardgames,2,2,request_explanation,1,0.003229029098,309.6906128,6.274655311,0.84493506
Axis & Allies genre board wargame. Rise and Decline of the Third Reich genre board wargame.,Axis & Allies board wargame Rise and Decline of the Third Reich," If you're into board wargames, Axis & Allies and Rise and Decline of the Third Reich are really good. Have you heard of them?",recommend,boardgames,2,2,recommend,1,0.02291955772,43.63085938,26.61039908,0.8846116
Sherlock Holmes Consulting Detective rating excellent. Sherlock Holmes Consulting Detective publisher Space Cowboys. Unlock! Secret adventures publisher Space Cowboys.,excellent Sherlock Holmes Consulting Detective Space Cowboys Unlock! Secret adventures,I think Sherlock Holmes Consulting Detective and Unlock! Secret Adventures are excellent games. Space Cowboys did a great job creating them.,give_opinion,boardgames,2,3,give_opinion,1,0.002907944667,343.885498,16.29944673,0.8986379
Thurn and Taxis developer Karen Seyfarth. Thurn and Taxis developer Karen Seyfarth.,Thurn and Taxis Karen Seyfarth Thurn and Taxis,Have you heard of Thurn and Taxis by Karen Seyfarth? It's a great game.,recommend,boardgames,2,2,recommend,1,0.01654130262,60.45473099,11.44707843,0.86257684
Sherlock Holmes Consulting Detective game mechanics gamebook. Crypt of the Vampire genre gamebook.,Sherlock Holmes Consulting Detective gamebook Crypt of the Vampire," Sherlock Holmes Consulting Detective is a gamebook, as is Crypt of the Vampire.",inform,boardgames,2,2,inform,1,0.003926549275,254.6765442,33.88714363,0.9436231
Battle Masters genre fantasy. Talisman genre fantasy.,Battle Masters fantasy Talisman,Have you ever played Battle Masters or Talisman? They're both fantasy games.,recommend,boardgames,2,2,recommend,1,0.01601528705,62.44034195,6.754312829,0.75652516
Risk rating average. Risk publisher Miro Company. Risk publisher Miro Company.,average Risk Miro Company Risk,You told me you find Risk an average game. Is that usually the case for other Miro Company games?,verify_attribute,boardgames,3,3,verify_attribute,1,0.007244493589,138.0358734,4.319402268,0.6474788
