mr,mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
"inform(name[The Crown], genre[biographical film], name[Victoria], genre[biographical film])",The Crown genre biographical film. Victoria genre biographical film. The Crown domain tv.,The Crown biographical film Victoria," The Crown is a biographical film, while Victoria is a biographical film.",inform,tv shows,2,3
"suggest(name[Wednesday], creator[Alfred Gough], name[Smallville], screenwriter[Alfred Gough])",Wednesday creator Alfred Gough. Smallville screenwriter Alfred Gough. Wednesday domain tv.,Wednesday Alfred Gough Smallville," Are you a fan of Alfred Gough's work, such as Wednesday and Smallville?",suggest,tv shows,2,3
"inform(name[The Big Bang Theory], genre[American television sitcom], name[Friends], genre[American television sitcom])",The Big Bang Theory genre American television sitcom. Friends genre American television sitcom. The Big Bang Theory domain tv.,The Big Bang Theory American television sitcom Friends," The Big Bang Theory is an American television sitcom, as is Friends.",inform,tv shows,2,3
"recommend(name[Wednesday], genre[comedy horror], name[Ash vs Evil Dead], genre[comedy horror])",Wednesday genre comedy horror. Ash vs Evil Dead genre comedy horror. Wednesday domain tv.,Wednesday comedy horror Ash vs Evil Dead,Have you seen the comedy horror TV series Wednesday or Ash vs Evil Dead?,recommend,tv shows,2,3
"inform(name[Downton Abbey], genre[LGBTI+ related TV series], name[Heroes], genre[LGBTI+ related TV series])",Downton Abbey genre LGBTI+ related TV series. Heroes genre LGBTI+ related TV series. Downton Abbey domain tv.,Downton Abbey LGBTI+ related TV series Heroes,Downton Abbey and Heroes are LGBTI+ related TV series.,inform,tv shows,2,3
"inform(name[Lucifer], genre[fantasy television series], name[Winx Club], genre[fantasy television series])",Lucifer genre fantasy television series. Winx Club genre fantasy television series. Lucifer domain tv.,Lucifer fantasy television series Winx Club," Lucifer is a fantasy television series, and Winx Club is another fantasy television series.",inform,tv shows,2,3
"suggest(name[Wednesday], screenwriter[Alfred Gough], name[Smallville], creator[Alfred Gough])",Wednesday screenwriter Alfred Gough. Smallville creator Alfred Gough. Wednesday domain tv.,Wednesday Alfred Gough Smallville," Are you familiar with Alfred Gough's works, like Wednesday or Smallville?",suggest,tv shows,2,3
"suggest(name[Obi-Wan Kenobi], genre[science fiction], name[Andor], genre[science fiction])",Obi-Wan Kenobi genre science fiction. Andor genre science fiction. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi science fiction Andor,Are you a fan of science fiction shows like Obi-Wan Kenobi and Andor?,suggest,tv shows,2,3
"recommend(name[Obi-Wan Kenobi], cast member[Ewan McGregor], name[Ewan McGregor], award received[Donostia Award])",Obi-Wan Kenobi cast member Ewan McGregor. Ewan McGregor award received Donostia Award. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi Ewan McGregor Donostia Award," Have you seen Obi-Wan Kenobi? It stars Ewan McGregor, who won a Donostia Award for his performance.",recommend,tv shows,2,3
"suggest(name[Obi-Wan Kenobi], characters[Darth Vader], name[Star Wars: Battlefront II], characters[Darth Vader])",Obi-Wan Kenobi characters Darth Vader. Star Wars: Battlefront II characters Darth Vader. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi Darth Vader Star Wars: Battlefront II," Are you familiar with shows featuring Darth Vader, such as Obi-Wan Kenobi and Star Wars: Battlefront II?",suggest,tv shows,2,3
"suggest(name[Obi-Wan Kenobi], cast member[Ewan McGregor], name[Ewan McGregor], award received[Donostia Award])",Obi-Wan Kenobi cast member Ewan McGregor. Ewan McGregor award received Donostia Award. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi Ewan McGregor Donostia Award," Did you watch the tv show Obi-Wan Kenobi starring Ewan McGregor, who won the Donostia Award?",suggest,tv shows,2,3
"suggest(name[Obi-Wan Kenobi], cast member[Ewan McGregor], name[Long Way Round], cast member[Ewan McGregor])",Obi-Wan Kenobi cast member Ewan McGregor. Long Way Round cast member Ewan McGregor. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi Ewan McGregor Long Way Round," Have you seen Ewan McGregor in any tv series, like Obi-Wan Kenobi or Long Way Round?",suggest,tv shows,2,3
"recommend(name[Obi-Wan Kenobi], screenwriter[Hossein Amini], name[McMafia], screenwriter[Hossein Amini])",Obi-Wan Kenobi screenwriter Hossein Amini. McMafia screenwriter Hossein Amini. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi Hossein Amini McMafia," Have you watched Obi-Wan Kenobi, written by Hossein Amini? He also wrote the McMafia series.",recommend,tv shows,2,3
"recommend(name[Obi-Wan Kenobi], screenwriter[Hossein Amini], name[McMafia], creator[Hossein Amini])",Obi-Wan Kenobi screenwriter Hossein Amini. McMafia creator Hossein Amini. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi Hossein Amini McMafia," Have you seen Obi-Wan Kenobi, written by Hossein Amini who also created McMafia?",recommend,tv shows,2,3
"suggest(name[Obi-Wan Kenobi], screenwriter[Hossein Amini], name[McMafia], screenwriter[Hossein Amini])",Obi-Wan Kenobi screenwriter Hossein Amini. McMafia screenwriter Hossein Amini. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi Hossein Amini McMafia," Are you familiar with Hossein Amini's works, such as Obi-Wan Kenobi and McMafia?",suggest,tv shows,2,3
"suggest(name[Obi-Wan Kenobi], screenwriter[Hossein Amini], name[McMafia], creator[Hossein Amini])",Obi-Wan Kenobi screenwriter Hossein Amini. McMafia creator Hossein Amini. Obi-Wan Kenobi domain tv.,Obi-Wan Kenobi Hossein Amini McMafia," Are you familiar with Hossein Amini's work, like Obi-Wan Kenobi or McMafia?",suggest,tv shows,2,3
"recommend(name[Yellowstone], genre[television western], name[Breaking Bad], genre[television western])",Yellowstone genre television western. Breaking Bad genre television western. Yellowstone domain tv.,Yellowstone television western Breaking Bad,Have you seen the television western Yellowstone? It's similar to Breaking Bad.,recommend,tv shows,2,3
"suggest(name[Yellowstone], cast member[Kevin Costner], name[Kevin Costner], award received[Academy Award for Best Picture])",Yellowstone cast member Kevin Costner. Kevin Costner award received Academy Award for Best Picture. Yellowstone domain tv.,Yellowstone Kevin Costner Academy Award for Best Picture," Did you watch Yellowstone, featuring Kevin Costner who won an Academy Award for Best Picture?",suggest,tv shows,2,3
"give_opinion(name[Breaking Bad], rating[excellent], award received[Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series])",Breaking Bad rating excellent. Breaking Bad award received Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series. Breaking Bad domain tv.,Breaking Bad excellent Breaking Bad Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series,Breaking Bad is an excellent show that is deserving of its Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series.,give_opinion,tv shows,2,3
"inform(name[Twin Peaks], screenwriter[Tricia Brock], name[Tricia Brock], genre[contemporary Christian music])",Twin Peaks screenwriter Tricia Brock. Tricia Brock genre contemporary Christian music. Twin Peaks domain tv.,Twin Peaks Tricia Brock contemporary Christian music," Twin Peaks was written by Tricia Brock, who is known for her contemporary Christian music.",inform,tv shows,2,3
"recommend(name[Yellowstone], screenwriter[Taylor Sheridan], name[Those Who Wish Me Dead], producer[Taylor Sheridan])",Yellowstone screenwriter Taylor Sheridan. Those Who Wish Me Dead producer Taylor Sheridan. Yellowstone domain tv.,Yellowstone Taylor Sheridan Those Who Wish Me Dead," Have you seen Yellowstone, written by Taylor Sheridan who also produced Those Who Wish Me Dead?",recommend,tv shows,2,3
"suggest(name[Yellowstone], genre[drama television series], name[Will It Snow For Christmas?], genre[drama television series])",Yellowstone genre drama television series. Will It Snow For Christmas? genre drama television series. Yellowstone domain tv.,Yellowstone drama television series Will It Snow For Christmas?,Did you follow the drama television series Yellowstone or Will It Snow For Christmas?,suggest,tv shows,2,3
"inform(name[Twin Peaks], producer[David Lynch], name[David Lynch], genre[magic realism])",Twin Peaks producer David Lynch. David Lynch genre magic realism. Twin Peaks domain tv.,Twin Peaks David Lynch magic realism,Twin Peaks is a magic realism TV series produced by David Lynch.,inform,tv shows,2,3
"inform(name[Stargirl], genre[action television series], name[Supernatural], genre[action television series])",Stargirl genre action television series. Supernatural genre action television series. Stargirl domain tv.,Stargirl action television series Supernatural,Stargirl is an action television series. Supernatural is an action television series.,inform,tv shows,2,3
"suggest(name[Yellowstone], screenwriter[Taylor Sheridan. 1923 creator Taylor Sheridan])",Yellowstone screenwriter Taylor Sheridan. 1923 creator Taylor Sheridan. Yellowstone domain tv.,Yellowstone Taylor Sheridan 1923," Have you seen any of Taylor Sheridan's works, like Yellowstone and 1923?",suggest,tv shows,2,3
"suggest(name[Yellowstone], screenwriter[Taylor Sheridan], name[Those Who Wish Me Dead], producer[Taylor Sheridan])",Yellowstone screenwriter Taylor Sheridan. Those Who Wish Me Dead producer Taylor Sheridan. Yellowstone domain tv.,Yellowstone Taylor Sheridan Those Who Wish Me Dead," Are you familiar with any of Taylor Sheridan's works, such as Yellowstone or Those Who Wish Me Dead?",suggest,tv shows,2,3
"suggest(name[Breaking Bad], cast member[Norbert Weisser], name[Alias], cast member[Norbert Weisser])",Breaking Bad cast member Norbert Weisser. Alias cast member Norbert Weisser. Breaking Bad domain tv.,Breaking Bad Norbert Weisser Alias," Did you watch either Breaking Bad or Alias, featuring Norbert Weisser?",suggest,tv shows,2,3
"inform(name[Vikings], screenwriter[Michael Hirst], name[Michael Hirst], genre[historical prose literature])",Vikings screenwriter Michael Hirst. Michael Hirst genre historical prose literature. Vikings domain tv.,Vikings Michael Hirst historical prose literature," Vikings is a television series written by Michael Hirst, based on his historical prose literature.",inform,tv shows,2,3
"suggest(name[Breaking Bad], creator[Vince Gilligan], name[Vince Gilligan], award received[Primetime Emmy Award])",Breaking Bad creator Vince Gilligan. Vince Gilligan award received Primetime Emmy Award. Breaking Bad domain tv.,Breaking Bad Vince Gilligan Primetime Emmy Award,Did you follow the Primetime Emmy Award-winning series Breaking Bad by Vince Gilligan?,suggest,tv shows,2,3
"inform(name[Foundation], genre[science fiction television program], name[Beauty and the Beast], genre[science fiction television program])",Foundation genre science fiction television program. Beauty and the Beast genre science fiction television program. Foundation domain tv.,Foundation science fiction television program Beauty and the Beast," Foundation is a science fiction television program, as well as Beauty and the Beast.",inform,tv shows,2,3
"inform(name[True Detective], genre[drama television series], name[Prison Break], genre[drama television series])",True Detective genre drama television series. Prison Break genre drama television series. True Detective domain tv.,True Detective drama television series Prison Break," True Detective is a drama television series, as is Prison Break.",inform,tv shows,2,3
"suggest(name[Breaking Bad], creator[Vince Gilligan], name[Talking Saul], cast member[Vince Gilligan])",Breaking Bad creator Vince Gilligan. Talking Saul cast member Vince Gilligan. Breaking Bad domain tv.,Breaking Bad Vince Gilligan Talking Saul," Have you seen any of Vince Gilligan's work, like Breaking Bad and Talking Saul?",suggest,tv shows,2,3
"suggest(name[Breaking Bad], producer[Vince Gilligan], name[Vince Gilligan], award received[Primetime Emmy Award])",Breaking Bad producer Vince Gilligan. Vince Gilligan award received Primetime Emmy Award. Breaking Bad domain tv.,Breaking Bad Vince Gilligan Primetime Emmy Award," Did you follow the Primetime Emmy Award-winning Breaking Bad, produced by Vince Gilligan?",suggest,tv shows,2,3
"inform(name[The Empress], characters[Franz Liszt], name[Franz Liszt], genre[classical music])",The Empress characters Franz Liszt. Franz Liszt genre classical music. The Empress domain tv.,The Empress Franz Liszt classical music,The Empress is a television series featuring Franz Liszt in a classical music setting.,inform,tv shows,2,3
"inform(name[The Empress], genre[biographical film], name[Victoria], genre[biographical film])",The Empress genre biographical film. Victoria genre biographical film. The Empress domain tv.,The Empress biographical film Victoria," The Empress is a biographical film, as is Victoria.",inform,tv shows,2,3
"suggest(name[Breaking Bad], producer[Vince Gilligan], name[Talking Saul], cast member[Vince Gilligan])",Breaking Bad producer Vince Gilligan. Talking Saul cast member Vince Gilligan. Breaking Bad domain tv.,Breaking Bad Vince Gilligan Talking Saul," Did you watch Vince Gilligan's Breaking Bad and its spin-off, Talking Saul?",suggest,tv shows,2,3
"inform(name[Strike], genre[crime television series], name[Charlie's Angels], genre[crime television series])",Strike genre crime television series. Charlie's Angels genre crime television series. Strike domain tv.,Strike crime television series Charlie's Angels," Strike is a crime television series, as is Charlie's Angels.",inform,tv shows,2,3
"suggest(name[Marvel], cast member[Alysia Reiner], name[Hawaii Five-0], cast member[Alysia Reiner])",Ms. Marvel cast member Alysia Reiner. Hawaii Five-0 cast member Alysia Reiner. Ms. Marvel domain tv.,Ms. Marvel Alysia Reiner Hawaii Five-0,Did you follow Alysia Reiner in her roles on Ms. Marvel and Hawaii Five-0?,suggest,tv shows,2,3
"recommend(name[Peaky Blinders], cast member[Adrien Brody], name[Adrien Brody], award received[Academy Award for Best Actor])",Peaky Blinders cast member Adrien Brody. Adrien Brody award received Academy Award for Best Actor. Peaky Blinders domain tv.,Peaky Blinders Adrien Brody Academy Award for Best Actor," Have you watched Peaky Blinders? Adrien Brody, who won an Academy Award for Best Actor, is in the cast.",recommend,tv shows,2,3
"inform(name[Belgravia], genre[historical television series], name[Downton Abbey], genre[historical television series])",Belgravia genre historical television series. Downton Abbey genre historical television series. Belgravia domain tv.,Belgravia historical television series Downton Abbey," Belgravia is a historical television series, similar to Downton Abbey.",inform,tv shows,2,3
"inform(name[Bleak House], genre[drama television series], name[Prison Break], genre[drama television series])",Bleak House genre drama television series. Prison Break genre drama television series. Bleak House domain tv.,Bleak House drama television series Prison Break," Bleak House is a drama television series, as is Prison Break.",inform,tv shows,2,3
"inform(name[Ekaterina], genre[drama film], name[Manifest], genre[drama film])",Ekaterina genre drama film. Manifest genre drama film. Ekaterina domain tv.,Ekaterina drama film Manifest,Ekaterina is a drama film.,inform,tv shows,2,3
"inform(name[Knightfall], genre[drama film], name[Manifest], genre[drama film])",Knightfall genre drama film. Manifest genre drama film. Knightfall domain tv.,Knightfall drama film Manifest,Knightfall is a drama film.,inform,tv shows,2,3
"recommend(name[Peaky Blinders], award received[Royal Television Society Awards], name[Employable Me], award received[Royal Television Society Awards])",Peaky Blinders award received Royal Television Society Awards. Employable Me award received Royal Television Society Awards. Peaky Blinders domain tv.,Peaky Blinders Royal Television Society Awards Employable Me,Have you seen Peaky Blinders? It won the Royal Television Society Awards and so did Employable Me.,recommend,tv shows,2,3
"recommend(name[Peaky Blinders], screenwriter[Steven Knight], name[Steven Knight], award received[British Independent Film Awards])",Peaky Blinders screenwriter Steven Knight. Steven Knight award received British Independent Film Awards. Peaky Blinders domain tv.,Peaky Blinders Steven Knight British Independent Film Awards," Have you watched the TV series Peaky Blinders? It was written by Steven Knight, who won the British Independent Film Awards.",recommend,tv shows,2,3
"inform(name[The Girlfriend Experience], genre[drama television series], name[Prison Break], genre[drama television series])",The Girlfriend Experience genre drama television series. Prison Break genre drama television series. The Girlfriend Experience domain tv.,The Girlfriend Experience drama television series Prison Break," The Girlfriend Experience is a drama television series, as is Prison Break.",inform,tv shows,2,3
"suggest(name[Peaky Blinders], characters[Winston Churchill], name[Anne Frank: The Whole Story], cast member[Winston Churchill])",Peaky Blinders characters Winston Churchill. Anne Frank: The Whole Story cast member Winston Churchill. Peaky Blinders domain tv.,Peaky Blinders Winston Churchill Anne Frank: The Whole Story," Have you seen any tv shows featuring Winston Churchill, like Peaky Blinders or Anne Frank: The Whole Story?",suggest,tv shows,2,3
"suggest(name[Peaky Blinders], characters[Winston Churchill], name[Sea and Pine Trees, Cap d'Ail], creator[Winston Churchill])","Peaky Blinders characters Winston Churchill. Sea and Pine Trees, Cap d'Ail creator Winston Churchill. Peaky Blinders domain tv.","Peaky Blinders Winston Churchill Sea and Pine Trees, Cap d'Ail"," Did you follow Winston Churchill's tv series Peaky Blinders and Sea and Pine Trees, Cap d'Ail?",suggest,tv shows,2,3
"inform(name[Vigil], genre[police procedural], name[SOKO 5113], genre[police procedural])",Vigil genre police procedural. SOKO 5113 genre police procedural. Vigil domain tv.,Vigil police procedural SOKO 5113,Vigil and SOKO 5113 are both police procedurals.,inform,tv shows,2,3
"suggest(name[Peaky Blinders], award received[BAFTA Award for Best Direction], name[Stanley Kubrick], award received[BAFTA Award for Best Direction])",Peaky Blinders award received BAFTA Award for Best Direction. Stanley Kubrick award received BAFTA Award for Best Direction. Peaky Blinders domain tv.,Peaky Blinders BAFTA Award for Best Direction Stanley Kubrick," Did you follow the BAFTA Award for Best Direction winner Peaky Blinders, like Stanley Kubrick?",suggest,tv shows,2,3
"inform(name[Wallander], screenwriter[Henning Mankell], name[Henning Mankell], genre[drama])",Wallander screenwriter Henning Mankell. Henning Mankell genre drama. Wallander domain tv.,Wallander Henning Mankell drama,Wallander is a drama written by Henning Mankell.,inform,tv shows,2,3
"suggest(name[The Crown], characters[Mary of Teck], name[Downton Abbey], characters[Mary of Teck])",The Crown characters Mary of Teck. Downton Abbey characters Mary of Teck. The Crown domain tv.,The Crown Mary of Teck Downton Abbey," Did you follow The Crown or Downton Abbey, featuring Mary of Teck?",suggest,tv shows,2,3
"inform(name[Wallander], genre[drama television series], name[Prison Break], genre[drama television series])",Wallander genre drama television series. Prison Break genre drama television series. Wallander domain tv.,Wallander drama television series Prison Break,Wallander is a drama television series.,inform,tv shows,2,3
"suggest(name[The Crown], cast member[Burghart Klaußner], name[Burghart Klaußner], award received[Officer's Cross of the Order of Merit of the Federal Republic of Germany])",The Crown cast member Burghart Klaußner. Burghart Klaußner award received Officer's Cross of the Order of Merit of the Federal Republic of Germany. The Crown domain tv.,The Crown Burghart Klaußner Officer's Cross of the Order of Merit of the Federal Republic of Germany," Did you watch The Crown, featuring Burghart Klaußner, who was awarded the Officer's Cross of the Order of Merit of the Federal Republic of Germany?",suggest,tv shows,2,3
"inform(name[Galactica 1980], genre[science fiction television program], name[Beauty and the Beast], genre[science fiction television program])",Galactica 1980 genre science fiction television program. Beauty and the Beast genre science fiction television program. Galactica 1980 domain tv.,Galactica 1980 science fiction television program Beauty and the Beast,Galactica 1980 is a science fiction television program.,inform,tv shows,2,3
"give_opinion(name[Downton Abbey], rating[good], creator[Julian Fellowes])",Downton Abbey rating good. Downton Abbey creator Julian Fellowes. Downton Abbey domain tv.,Downton Abbey good Downton Abbey Julian Fellowes,Downton Abbey is a good show with great writing by Julian Fellowes.,give_opinion,tv shows,2,3
"inform(name[Angel], genre[detective television series], name[Sherlock], genre[detective television series])",Angel genre detective television series. Sherlock genre detective television series. Angel domain tv.,Angel detective television series Sherlock," Angel is a detective television series, as is Sherlock.",inform,tv shows,2,3
"inform(name[The Musketeers], genre[swashbuckler film], name[The Three Musketeers], genre[swashbuckler film])",The Musketeers genre swashbuckler film. The Three Musketeers genre swashbuckler film. The Musketeers domain tv.,The Musketeers swashbuckler film The Three Musketeers,The Musketeers is a swashbuckler film.,inform,tv shows,2,3
"inform(name[Wolf Hall], genre[drama television series], name[Prison Break], genre[drama television series])",Wolf Hall genre drama television series. Prison Break genre drama television series. Wolf Hall domain tv.,Wolf Hall drama television series Prison Break,Wolf Hall is a drama television series.,inform,tv shows,2,3
"suggest(name[The Crown], screenwriter[Peter Morgan], name[Tinker Tailor Soldier Spy], producer[Peter Morgan])",The Crown screenwriter Peter Morgan. Tinker Tailor Soldier Spy producer Peter Morgan. The Crown domain tv.,The Crown Peter Morgan Tinker Tailor Soldier Spy," Have you seen Peter Morgan's television series The Crown, or his film Tinker Tailor Soldier Spy?",suggest,tv shows,2,3
"inform(name[Devils], genre[financial thriller], name[Bonus Time], genre[financial thriller])",Devils genre financial thriller. Bonus Time genre financial thriller. Devils domain tv.,Devils financial thriller Bonus Time," Devils is a financial thriller, as is Bonus Time.",inform,tv shows,2,3
"suggest(name[1899], cast member[Andreas Pietschmann])",1899 cast member Andreas Pietschmann. Dark cast member Andreas Pietschmann. 1899 domain tv.,1899 Andreas Pietschmann Dark," Did you follow the tv series 1899 and Dark, featuring Andreas Pietschmann?",suggest,tv shows,2,3
"inform(name[My Country: The New Age], genre[romance television series], name[Friends], genre[romance television series])",My Country: The New Age genre romance television series. Friends genre romance television series. My Country: The New Age domain tv.,My Country: The New Age romance television series Friends,My Country: The New Age is a romance television series.,inform,tv shows,2,3
"inform(name[The Virgin Queen], genre[docudrama], name[Criminal Love], genre[docudrama])",The Virgin Queen genre docudrama. Criminal Love genre docudrama. The Virgin Queen domain tv.,The Virgin Queen docudrama Criminal Love,The Virgin Queen is a docudrama and Criminal Love is a docudrama.,inform,tv shows,2,3
"inform(name[Self Made: Inspired by the Life of Madam C. J. Walker], genre[drama film], name[Manifest], genre[drama film])",Self Made: Inspired by the Life of Madam C. J. Walker genre drama film. Manifest genre drama film. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,Self Made: Inspired by the Life of Madam C. J. Walker drama film Manifest,Self Made: Inspired by the Life of Madam C. J. Walker is a drama television film.,inform,tv shows,2,3
"inform(name[Self Made: Inspired by the Life of Madam C. J. Walker], cast member[Carmen Ejogo], name[Carmen Ejogo], genre[pop music])",Self Made: Inspired by the Life of Madam C. J. Walker cast member Carmen Ejogo. Carmen Ejogo genre pop music. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,Self Made: Inspired by the Life of Madam C. J. Walker Carmen Ejogo pop music,Self Made: Inspired by the Life of Madam C. J. Walker is a pop music TV series starring Carmen Ejogo.,inform,tv shows,2,3
"inform(name[Romulus], genre[drama television series], name[Prison Break], genre[drama television series])",Romulus genre drama television series. Prison Break genre drama television series. Romulus domain tv.,Romulus drama television series Prison Break,Romulus is a drama television series.,inform,tv shows,2,3
"inform(name[Father Ted], genre[sitcom], name[Friends], genre[sitcom])",Father Ted genre sitcom. Friends genre sitcom. Father Ted domain tv.,Father Ted sitcom Friends,Father Ted is a sitcom.,inform,tv shows,2,3
"inform(name[Cougar Town], genre[American television sitcom], name[Friends], genre[American television sitcom])",Cougar Town genre American television sitcom. Friends genre American television sitcom. Cougar Town domain tv.,Cougar Town American television sitcom Friends,Cougar Town is an American television sitcom.,inform,tv shows,2,3
"inform(name[My Love from the Star], genre[romance film], name[Dal-ja's Spring], genre[romance film])",My Love from the Star genre romance film. Dal-ja's Spring genre romance film. My Love from the Star domain tv.,My Love from the Star romance film Dal-ja's Spring," My Love from the Star is a romance film, as is Dal-ja's Spring.",inform,tv shows,2,3
"suggest(name[The Big Bang Theory], cast member[George Takei], name[George Takei], award received[Inkpot Award])",The Big Bang Theory cast member George Takei. George Takei award received Inkpot Award. The Big Bang Theory domain tv.,The Big Bang Theory George Takei Inkpot Award," Did you follow The Big Bang Theory with George Takei, who won the Inkpot Award?",suggest,tv shows,2,3
"suggest(name[The Big Bang Theory], cast member[George Takei], name[Star Trek: The Original Series], cast member[George Takei])",The Big Bang Theory cast member George Takei. Star Trek: The Original Series cast member George Takei. The Big Bang Theory domain tv.,The Big Bang Theory George Takei Star Trek: The Original Series,Did you follow George Takei in The Big Bang Theory and Star Trek: The Original Series?,suggest,tv shows,2,3
"inform(name[The Lord of the Rings: The Rings of Power], genre[action television series], cast member[Maxim Baldry], name[Supernatural], genre[action television series])",The Lord of the Rings: The Rings of Power genre action television series. Supernatural genre action television series. The Lord of the Rings: The Rings of Power cast member Maxim Baldry. The Lord of the Rings: The Rings of Power domain tv.,The Lord of the Rings: The Rings of Power action television series Supernatural | The Lord of the Rings: The Rings of Power Maxim Baldry,The Lord of the Rings: The Rings of Power is an action television series starring Maxim Baldry.,inform,tv shows,2,3
"recommend(name[The Big Bang Theory], creator[Chuck Lorre], name[Chuck Lorre], award received[David Angell Humanitarian Award])",The Big Bang Theory creator Chuck Lorre. Chuck Lorre award received David Angell Humanitarian Award. The Big Bang Theory domain tv.,The Big Bang Theory Chuck Lorre David Angell Humanitarian Award," Have you watched The Big Bang Theory? It was created by Chuck Lorre, who won the David Angell Humanitarian Award.",recommend,tv shows,2,3
