,Unnamed: 0.1,Unnamed: 0,index,mr_new,pseudo_mr,da,text,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
10,106,106,10,Golden State Warriors league National Basketball Association. National Basketball Association sport basketball. Jeff Mullins member of sports team Golden State Warriors. John Starks member of sports team Golden State Warriors. Ronny Turiaf member of sports team Golden State Warriors. Golden State Warriors head coach Steve Kerr. Steve Kerr member of sports team Portland Trail Blazers.,Golden State Warriors National Basketball Association basketball Jeff Mullins John Starks Ronny Turiaf Steve Kerr Portland Trail Blazers,inform,"
Golden State Warriors is a basketball team from the National Basketball Association, coached by Steve Kerr who was a member of the Portland Trail Blazers. Its players include Jeff Mullins, John Starks, and Ronny Turiaf.",1,7,(X (X) (X) (X) (X (X)) (X (X))),0.06310137921,15.84751415,10.53327593,0.9259119,inform,match_scores
11,116,116,11,Landon Donovan member of sports team FC Bayern Munich. Landon Donovan member of sports team LA Galaxy. FC Bayern Munich sport association football. Hans Nowak member of sports team FC Bayern Munich. Hans Nowak member of sports team FC Bayern Munich. Landon Donovan member of sports team Club León.,FC Bayern Munich Landon Donovan LA Galaxy association football Hans Nowak Hans Nowak Club León,inform," Landon Donovan is a member of the association football teams FC Bayern Munich, LA Galaxy and Club León, while Hans Nowak is a member of FC Bayern Munich.",1,6,(X (X) (X) (X) (X (X) (X))),0.0266300444,37.55157089,8.810348847,0.8453369,inform,match_scores
12,124,124,12,Newcastle United F.C. home venue St James’ Park. St James’ Park sport association football. Sébastien Bassong member of sports team Newcastle United F.C.. Newcastle United F.C. head coach Eddie Howe. Eddie Howe member of sports team England national under-21 association football team.,Newcastle United F.C. St James’ Park association football Sébastien Bassong Eddie Howe England national under-21 association football team,inform,"

Newcastle United F.C. is an association football team coached by Eddie Howe and based at St James’ Park. Its members include Sébastien Bassong and Eddie Howe, who is also a member of the England national under-21 association football team.",1,5,(X (X) (X (X)) (X (X))),0.02799622237,35.71910477,26.26215404,0.9073978,inform,match_scores
13,135,135,13,A.S. Roma rating good. Vincenzo Montella member of sports team A.S. Roma. Vincenzo Montella member of sports team Fulham F.C..,good A.S. Roma Vincenzo Montella Fulham F.C.,give_opinion,Vincenzo Montella is a great player who has done well with both A.S. Roma and Fulham F.C.,1,3,(X (X (X) (X))),0.04826804171,20.71764183,33.2321774,0.8744151,give_opinion,match_scores
14,145,145,14,Barcelona S.C. head coach Fabián Bustos. Fabián Bustos member of sports team Manta Fútbol Club.,Barcelona S.C. Fabián Bustos Manta Fútbol Club,inform,Fabián Bustos is the head coach of Barcelona S.C. and a member of Manta Fútbol Club.,1,2,(X (X (X))),0.02350009655,42.55301666,26.34333477,0.9005155,inform,match_scores_PPL
15,155,155,15,Tokyo Yakult Swallows league Central League. Shingo Takatsu league Central League.,Tokyo Yakult Swallows Central League Shingo Takatsu,suggest," Are you familiar with the Central League teams, like Tokyo Yakult Swallows coached by Shingo Takatsu?",1,2,(X (X (X))),0.01193407994,83.79364014,11.75029694,0.91750485,suggest,match_scores
16,164,164,16,Baylor Bears football sport American football. St. Louis Cardinals sport American football. Mike Singletary member of sports team Baylor Bears football. Del Shofner member of sports team Baylor Bears football. Jonathan Evans member of sports team Baylor Bears football. Detroit Lions sport American football. Dallas Texans sport American football.,Baylor Bears football American football St. Louis Cardinals Mike Singletary Del Shofner Jonathan Evans Detroit Lions Dallas Texans,inform," Baylor Bears football is a team of American football with players such as Mike Singletary, Del Shofner and Jonathan Evans. St. Louis Cardinals, Detroit Lions, and Dallas Texans are other American football teams.",1,7,(X (X) (X) (X) (X (X) (X) (X))),0.02413731634,41.42962646,13.34992353,0.9200936,inform,match_scores
17,173,173,17,A.C. Milan head coach Stefano Pioli. Stefano Pioli member of sports team U.S. Pistoiese 1921. Matteo Bruscagin member of sports team A.C. Milan. Savino Bellini member of sports team A.C. Milan. Bruno Montelongo member of sports team A.C. Milan. Enrico Canfari member of sports team A.C. Milan. Fabrizio Ferron member of sports team A.C. Milan.,A.C. Milan Stefano Pioli U.S. Pistoiese 1921 Matteo Bruscagin Savino Bellini Bruno Montelongo Enrico Canfari Fabrizio Ferron,inform," A.C. Milan is a sports team coached by Stefano Pioli, formerly of U.S. Pistoiese 1921. Its members include Matteo Bruscagin, Savino Bellini, Bruno Montelongo, Enrico Canfari, and Fabrizio Ferron.",1,7,(X (X) (X) (X) (X) (X) (X (X))),0.01325706717,75.43146515,25.89299864,0.9412702,inform,match_scores
18,188,188,18,Boston Celtics league National Basketball Association. National Basketball Association country United States of America.,Boston Celtics National Basketball Association United States of America,suggest," Have you followed the teams of the National Basketball Association in the United States of America, like Boston Celtics?",1,2,(X (X (X))),0.02511207291,39.82148361,18.32567181,0.9064061,suggest,match_scores
19,190,190,19,Cristiano Ronaldo member of sports team . 2017 Ballon d'Or winner Cristiano Ronaldo. Adrian Mierzejewski member of sports team .,Cristiano Ronaldo 2017 Ballon d'Or Adrian Mierzejewski,inform," Cristiano Ronaldo and Adrian Mierzejewski are members of a sports team, with Ronaldo having won the 2017 Ballon d'Or.",1,3,(X (X) (X (X))),0.02749550926,36.3695755,9.936036079,0.9012945,inform,match_scores
20,205,205,20,FC Metalist Kharkiv rating okay. Taison member of sports team FC Metalist Kharkiv.,okay FC Metalist Kharkiv Taison,give_opinion,FC Metalist Kharkiv is an okay team with Taison as one of its members.,1,2,(X (X (X))),0.003086370624,324.0051575,11.11492478,0.8824534,give_opinion,match_scores
21,218,218,21,Rio Ave F.C. rating okay. Hélder Postiga member of sports team Rio Ave F.C.. Hélder Postiga member of sports team Tottenham Hotspur F.C..,okay Rio Ave F.C. Hélder Postiga Tottenham Hotspur F.C.,give_opinion,"

Rio Ave F.C. is an okay team with Hélder Postiga, who also plays for Tottenham Hotspur F.C.",1,3,(X (X (X) (X))),0.008805304895,113.5679016,41.97938115,0.91645813,give_opinion,match_scores
22,229,229,22,Bobby Davison member of sports team Leeds United F.C.. Bobby Davison sport association football. Mick Jones member of sports team Leeds United F.C.. Leeds United F.C. home venue Elland Road. Elland Road sport rugby league. Bobby Davison member of sports team Hull City A.F.C..,Leeds United F.C. Bobby Davison association football Mick Jones Elland Road rugby league Hull City A.F.C.,inform," Bobby Davison and Mick Jones are members of the association football team Leeds United F.C. which plays its home games at Elland Road, a rugby league venue. Bobby Davison is also a member of the Hull City A.F.C. team.",1,6,(X (X) (X (X)) (X (X) (X))),0.04161419795,24.03026009,28.79819777,0.8734679,inform,match_scores
23,237,237,23,Golden State Warriors head coach Steve Kerr. Steve Kerr sport basketball. John Starks member of sports team Golden State Warriors. John Starks member of sports team Golden State Warriors. Reggie Williams member of sports team Golden State Warriors. Steve Kerr member of sports team Orlando Magic. Steve Kerr member of sports team Chicago Bulls.,Golden State Warriors Steve Kerr basketball John Starks John Starks Reggie Williams Orlando Magic Chicago Bulls,inform,"
Steve Kerr is the head coach of the Golden State Warriors basketball team and a former member of the Orlando Magic and Chicago Bulls. John Starks and Reggie Williams are members of the Golden State Warriors.",1,7,(X (X) (X) (X) (X (X) (X) (X))),0.07965703088,12.55381966,7.252037707,0.8285979,inform,match_scores
24,246,246,24,Los Angeles Lakers head coach Darvin Ham. Darvin Ham member of sports team Detroit Pistons. Chris Kaman member of sports team Los Angeles Lakers. Chris Duhon member of sports team Los Angeles Lakers. Los Angeles Lakers sport basketball. Darvin Ham sport basketball. Darvin Ham member of sports team Denver Nuggets.,Los Angeles Lakers Darvin Ham Detroit Pistons Chris Kaman Chris Duhon basketball basketball Denver Nuggets,inform,"
Darvin Ham is the head coach of the Los Angeles Lakers basketball team. He was previously a member of the Detroit Pistons and Denver Nuggets. Chris Kaman and Chris Duhon are members of the Los Angeles Lakers.",1,7,(X (X) (X) (X) (X (X) (X) (X))),0.07030874197,14.22298241,6.874981601,0.8684532,inform,match_scores
25,258,258,25,Boston Celtics head coach Brad Stevens. Brad Stevens member of sports team Boston Celtics. Bill Walker member of sports team Boston Celtics. Don Barksdale member of sports team Boston Celtics. Don Barksdale member of sports team Boston Celtics.,Boston Celtics Brad Stevens Boston Celtics Bill Walker Don Barksdale Boston Celtics,inform,"
Boston Celtics is a sports team coached by Brad Stevens, and its members include Bill Walker and Don Barksdale.",1,5,(X (X) (X (X)) (X (X))),0.0190562246,52.47629166,7.264339766,0.77682257,inform,match_scores
26,260,260,26,Tottenham Hotspur F.C. head coach Ange Postecoglou. Ange Postecoglou member of sports team Australia national association football team. Paulinho member of sports team Tottenham Hotspur F.C.. Gheorghe Popescu member of sports team Tottenham Hotspur F.C.. Herbert Chapman member of sports team Tottenham Hotspur F.C.. Lars Hirschfeld member of sports team Tottenham Hotspur F.C.. Ange Postecoglou member of sports team Western Suburbs SC.,Tottenham Hotspur F.C. Ange Postecoglou Australia national association football team Paulinho Gheorghe Popescu Herbert Chapman Lars Hirschfeld Western Suburbs SC,inform,"
Ange Postecoglou is the head coach of Tottenham Hotspur F.C. and a member of the Australia national association football team, as well as the Western Suburbs SC. Other members of Tottenham Hotspur F.C. include Paulinho, Gheorghe Popescu, Herbert Chapman, and Lars Hirschfeld.",1,7,(X (X) (X) (X) (X) (X (X) (X))),0.05059019059,19.76667786,20.64947357,0.9105801,inform,match_scores
27,270,270,27,Bobby Davison member of sports team Leeds United F.C.. Bobby Davison league Premier League. Norman Hunter member of sports team Leeds United F.C.. Bobby Davison member of sports team Derby County F.C..,Leeds United F.C. Bobby Davison Premier League Norman Hunter Derby County F.C.,inform," Bobby Davison played for both Leeds United F.C. in the Premier League and Derby County F.C., as well as Norman Hunter for Leeds United F.C.",1,4,(X (X) (X (X) (X))),0.03719422955,26.88589096,30.74762345,0.92548096,suggest,all_scores
28,285,285,28,FC Metalist Kharkiv rating okay. FC Metalist Kharkiv home venue Metalist Stadium. Metalist Stadium country Ukraine.,okay FC Metalist Kharkiv Metalist Stadium Ukraine,verify_attribute,You said FC Metalist Kharkiv at the Metalist Stadium in Ukraine was okay. Is that your opinion of other Ukrainian teams?,1,3,(X (X (X) (X))),0.00679998593,147.0591278,8.383924775,0.86941475,verify_attribute,match_scores
29,297,297,29,Wrexham A.F.C. rating good. Carl Griffiths member of sports team Wrexham A.F.C.. Carl Griffiths member of sports team Luton Town F.C..,good Wrexham A.F.C. Carl Griffiths Luton Town F.C.,give_opinion,"
I believe that Wrexham A.F.C. is a good team, especially with Carl Griffiths who has experience in both the teams of Wrexham A.F.C. and Luton Town F.C.",1,3,(X (X (X) (X))),0.05824369953,17.16923904,26.56057249,0.8612521,give_opinion,match_scores
30,306,306,30,Viborg FF rating okay. Alexander Juel Andersen member of sports team Viborg FF.,okay Viborg FF Alexander Juel Andersen,give_opinion," Viborg FF is an okay team, with Alexander Juel Andersen as one of its members.",1,2,(X (X (X))),0.003090516346,323.5705261,11.20375434,0.8897471,give_opinion,match_scores
31,319,319,31,Pisa S.C. head coach Alberto Aquilani. Alberto Aquilani member of sports team Unión Deportiva Las Palmas. Nicola Ciotola member of sports team Pisa S.C.. Alberto Aquilani member of sports team Liverpool F.C..,Pisa S.C. Alberto Aquilani Unión Deportiva Las Palmas Nicola Ciotola Liverpool F.C.,inform," Pisa S.C. is a sports team coached by Alberto Aquilani, who is also a member of Unión Deportiva Las Palmas and Liverpool F.C. The team also includes Nicola Ciotola.",1,4,(X (X) (X (X) (X))),0.01881152772,53.15889359,27.72082592,0.8699556,inform,match_scores
32,324,324,32,Chelsea F.C. league Premier League. Premier League sport association football. Gonzalo Higuaín member of sports team Chelsea F.C.. Emmanuel Petit member of sports team Chelsea F.C.. Boudewijn Zenden member of sports team Chelsea F.C.. Willian member of sports team Chelsea F.C..,Chelsea F.C. Premier League association football Gonzalo Higuaín Emmanuel Petit Boudewijn Zenden Willian,inform,"
Chelsea F.C. is a Premier League association football team whose members include Gonzalo Higuaín, Emmanuel Petit, Boudewijn Zenden, and Willian.",1,6,(X (X) (X) (X) (X) (X (X))),0.03011250607,33.20879364,27.47455834,0.9282112,inform,match_scores
33,339,339,33,Barcelona S.C. head coach Fabián Bustos. Fabián Bustos sport association football. Diego Herrera member of sports team Barcelona S.C.. Cristian Sánchez Prette member of sports team Barcelona S.C.. Aldo Duscher member of sports team Barcelona S.C.. Edison Maldonado member of sports team Barcelona S.C.. Cristian Sánchez Prette member of sports team Barcelona S.C..,Barcelona S.C. Fabián Bustos association football Diego Herrera Cristian Sánchez Prette Aldo Duscher Edison Maldonado Cristian Sánchez Prette,inform,"
Barcelona S.C. is an association football team coached by Fabián Bustos, and its members include Diego Herrera, Cristian Sánchez Prette, Aldo Duscher, Edison Maldonado, and Cristian Sánchez Prette.",1,7,(X (X) (X) (X) (X) (X) (X (X))),0.0255983726,39.06498337,20.37172783,0.950475,inform,match_scores
34,341,341,34,Özgür Öçal member of sports team Alanyaspor. Özgür Öçal member of sports team Galatasaray S.K.. Alanyaspor sport association football. Özgür Çek member of sports team Alanyaspor. İsmail Şahmalı member of sports team Alanyaspor. Özgür Öçal member of sports team Gaziantep F.K..,Alanyaspor Özgür Öçal Galatasaray S.K. association football Özgür Çek İsmail Şahmalı Gaziantep F.K.,inform,"
Özgür Öçal is a member of the association football teams Alanyaspor, Galatasaray S.K. and Gaziantep F.K. Other members of Alanyaspor include Özgür Çek and İsmail Şahmalı.",1,6,(X (X) (X) (X) (X (X) (X))),0.04644720781,21.52981949,26.47953717,0.9330658,inform,match_scores
35,351,351,35,Scottish Premiership rating excellent. Scottish Premiership sport association football.,excellent Scottish Premiership association football,request_explanation,What makes the association football of the Scottish Premiership so excellent?,1,2,(X (X (X))),0.006063018722,164.9343414,10.12799301,0.916643,request_explanation,match_scores
36,369,369,36,Tottenham Hotspur F.C. rating good. Paulinho member of sports team Tottenham Hotspur F.C..,good Tottenham Hotspur F.C. Paulinho,give_opinion,Tottenham Hotspur F.C. is a good team with players such as Paulinho.,1,2,(X (X (X))),0.02427959771,41.18684387,32.37722713,0.8702949,give_opinion,match_scores
37,372,372,37,A.C. ChievoVerona head coach Marco Zaffaroni. Marco Zaffaroni member of sports team A.C. Legnano. A.C. ChievoVerona league Serie B. Serie B sport association football. A.C. ChievoVerona league Serie B. Serie B sport association football.,A.C. ChievoVerona Marco Zaffaroni A.C. Legnano Serie B association football Serie B association football,inform," A.C. ChievoVerona is a Serie B association football team coached by Marco Zaffaroni, who is a member of A.C. Legnano.",1,6,(X (X (X)) (X (X)) (X (X))),0.01653579863,60.47485352,35.35749731,0.88336426,inform,match_scores
38,382,382,38,Katsuya Nomura member of sports team Hanshin Tigers. Katsuya Nomura member of sports team Saitama Seibu Lions. Makoto Imaoka member of sports team Hanshin Tigers. Katsuya Nomura member of sports team Fukuoka SoftBank Hawks.,Hanshin Tigers Katsuya Nomura Saitama Seibu Lions Makoto Imaoka Fukuoka SoftBank Hawks,inform," Katsuya Nomura and Makoto Imaoka are members of the Hanshin Tigers, while Katsuya Nomura is also a member of the Saitama Seibu Lions and the Fukuoka SoftBank Hawks.",1,4,(X (X) (X (X) (X))),0.06552378391,15.26163387,10.63064363,0.93245685,inform,match_scores
39,390,390,39,Arizona State Sun Devils football sport American football. St. Louis Cardinals sport American football. Steve Alexakos member of sports team Arizona State Sun Devils football. Baltimore Colts sport American football.,Arizona State Sun Devils football American football St. Louis Cardinals Steve Alexakos Baltimore Colts,inform,"
Steve Alexakos is a member of the Arizona State Sun Devils football team which plays American football, as do the St. Louis Cardinals and the Baltimore Colts.",1,4,(X (X) (X (X) (X))),0.03263253216,30.64426613,24.1844028,0.93945956,inform,match_scores
40,407,407,40,Serie A rating excellent. Serie A sport association football.,excellent Serie A association football,request_explanation,What do you think makes Serie A association football so excellent?,1,2,(X (X (X))),0.00717439934,139.384491,22.4169335,0.89070076,request_explanation,match_scores
41,419,419,41,Viborg FF head coach Jacob Friis. Jacob Friis sport association football. Mohamed Sissoko member of sports team Viborg FF. Viborg FF league Danish Superliga. Danish Superliga sport association football.,Viborg FF Jacob Friis association football Mohamed Sissoko Danish Superliga association football,inform," Viborg FF is an association football team in the Danish Superliga league, coached by Jacob Friis and with Mohamed Sissoko as a member.",1,5,(X (X) (X (X)) (X (X))),0.009929007957,100.7149963,6.735883427,0.9005878,inform,match_scores
42,424,424,42,N.E.C. head coach Rogier Meijer. Rogier Meijer member of sports team De Graafschap. Christoph Hemlein member of sports team N.E.C.. Dennis Gentenaar member of sports team N.E.C.. Youssef Rossi member of sports team N.E.C.. Dennis Gentenaar member of sports team N.E.C..,N.E.C. Rogier Meijer De Graafschap Christoph Hemlein Dennis Gentenaar Youssef Rossi Dennis Gentenaar,inform,"
N.E.C. is a sports team coached by Rogier Meijer, who is also a member of De Graafschap. Its players include Christoph Hemlein, Dennis Gentenaar, Youssef Rossi, and Dennis Gentenaar.",1,6,(X (X) (X) (X) (X) (X (X))),0.01858782742,53.79864883,18.14195684,0.8968548,inform,match_scores
43,438,438,43,FC Halifax Town league National League. National League sport association football. Terry Dixon member of sports team FC Halifax Town. David Carney member of sports team FC Halifax Town. Harold Walden member of sports team FC Halifax Town. David Carney member of sports team FC Halifax Town. Harold Walden member of sports team FC Halifax Town.,FC Halifax Town National League association football Terry Dixon David Carney Harold Walden David Carney Harold Walden,inform," FC Halifax Town is an association football team playing in the National League with members Terry Dixon, David Carney, and Harold Walden.",1,7,(X (X) (X) (X) (X) (X) (X (X))),0.006585843632,151.8408356,11.06438826,0.8918657,inform,match_scores
44,441,441,44,Bird Averitt member of sports team Buffalo Braves. Bird Averitt league American Basketball Association. Claude Terry member of sports team Buffalo Braves. Claude Terry member of sports team Buffalo Braves. Elmore Smith member of sports team Buffalo Braves. Marvin Barnes member of sports team Buffalo Braves. Mike Macaluso member of sports team Buffalo Braves.,Buffalo Braves Bird Averitt American Basketball Association Claude Terry Claude Terry Elmore Smith Marvin Barnes Mike Macaluso,inform," The Buffalo Braves was an American Basketball Association team composed of Bird Averitt, Claude Terry, Elmore Smith, Marvin Barnes, and Mike Macaluso.",1,7,(X (X) (X) (X) (X) (X) (X (X))),0.007233202803,138.2513428,10.92485602,0.9143246,inform,match_scores
45,459,459,45,A.S. Roma home venue Stadio Olimpico. Stadio Olimpico sport rugby union. Stadio Olimpico sport athletics.,A.S. Roma Stadio Olimpico rugby union athletics,recommend," Do you know the home venue of A.S. Roma, Stadio Olimpico? It's used for rugby union and athletics.",1,3,(X (X (X) (X))),0.02336946032,42.79088974,19.38341802,0.89743227,recommend,match_scores
46,466,466,46,Everton F.C. head coach Sean Dyche. Sean Dyche member of sports team Watford F.C.. Matteo Ferrari member of sports team Everton F.C.. Everton F.C. sport association football.,Everton F.C. Sean Dyche Watford F.C. Matteo Ferrari association football,inform,"
Everton F.C. is an association football team coached by Sean Dyche, formerly of Watford F.C.. It has a player, Matteo Ferrari.",1,4,(X (X) (X) (X (X))),0.03211763004,31.13554764,27.34772681,0.917763,inform,match_scores
47,470,470,47,Inverness Caledonian Thistle F.C. head coach John Robertson. John Robertson sport association football. Carl Tremarco member of sports team Inverness Caledonian Thistle F.C.. John Robertson member of sports team Newcastle United F.C..,Inverness Caledonian Thistle F.C. John Robertson association football Carl Tremarco Newcastle United F.C.,inform," John Robertson is the head coach of the association football team Inverness Caledonian Thistle F.C., and a member of Newcastle United F.C., while Carl Tremarco is a member of Inverness Caledonian Thistle F.C.",1,4,(X (X) (X (X) (X))),0.0441811548,22.6340847,26.7803949,0.8836319,inform,match_scores
48,480,480,48,Theo Snelders member of sports team Rangers F.C.. Theo Snelders member of sports team Netherlands national association football team. Shane Ferguson member of sports team Rangers F.C.. Amdy Faye member of sports team Rangers F.C.. Joachim Björklund member of sports team Rangers F.C.. Dave McPherson member of sports team Rangers F.C.. Theo Snelders member of sports team Dundee F.C..,Rangers F.C. Theo Snelders Netherlands national association football team Shane Ferguson Amdy Faye Joachim Björklund Dave McPherson Dundee F.C.,inform," Theo Snelders is a member of the Rangers F.C. and the Netherlands national association football team, as well as Dundee F.C. Other members of Rangers F.C. include Shane Ferguson, Amdy Faye, Joachim Björklund, and Dave McPherson.",1,7,(X (X) (X) (X) (X) (X (X) (X))),0.02805560821,35.64349747,25.38454466,0.92123044,inform,match_scores
49,490,490,49,Boston Celtics home venue TD Garden. TD Garden sport ice hockey. Darren Daye member of sports team Boston Celtics. Boston Celtics head coach Brad Stevens. Brad Stevens sport basketball. TD Garden sport basketball.,Boston Celtics TD Garden ice hockey Darren Daye Brad Stevens basketball basketball,inform,"
Boston Celtics is a basketball team based in TD Garden, coached by Brad Stevens and with a member, Darren Daye. TD Garden also hosts ice hockey and basketball.",1,6,(X (X) (X (X)) (X (X) (X))),0.01848331401,54.10285187,5.429471836,0.8896532,inform,match_scores
50,503,503,50,Filipe Morais member of sports team Inverness Caledonian Thistle F.C.. Filipe Morais member of sports team Stevenage F.C.. André Filipe Saraiva Martins member of sports team Inverness Caledonian Thistle F.C.. Inverness Caledonian Thistle F.C. sport association football.,Inverness Caledonian Thistle F.C. Filipe Morais Stevenage F.C. André Filipe Saraiva Martins association football,inform," Filipe Morais is a member of Inverness Caledonian Thistle F.C. and Stevenage F.C., and André Filipe Saraiva Martins is a member of Inverness Caledonian Thistle F.C., a football association.",1,4,(X (X) (X) (X (X))),0.04486395249,22.28960991,29.96684385,0.9086465,inform,match_scores
51,517,517,51,Baylor Bears football rating bad. Keith Bishop member of sports team Baylor Bears football.,bad Baylor Bears football Keith Bishop,give_opinion," Keith Bishop is a member of the Baylor Bears football team, which has had a bad season.",1,2,(X (X (X))),0.02389388992,41.85170364,9.917720727,0.8494619,give_opinion,match_scores
52,523,523,52,A.S. Roma head coach José Mourinho. José Mourinho member of sports team C.F. Os Belenenses. Aldo Donati member of sports team A.S. Roma. Fábio Simplício member of sports team A.S. Roma. A.S. Roma home venue Stadio Olimpico. Stadio Olimpico sport athletics. José Mourinho member of sports team Rio Ave F.C..,A.S. Roma José Mourinho C.F. Os Belenenses Aldo Donati Fábio Simplício Stadio Olimpico athletics Rio Ave F.C.,inform,"
A.S. Roma is a sports team, coached by José Mourinho, which plays its home games at Stadio Olimpico. José Mourinho is also a member of C.F. Os Belenenses and Rio Ave F.C., while Aldo Donati and Fábio Simplício are both members of A.S. Roma. Stadio Olimpico is an athletics venue.",1,7,(X (X) (X) (X (X)) (X (X) (X))),0.04763817636,20.99156761,21.42505174,0.89179695,inform,match_scores
